all/bioresponse_table_0_0.target,all/bioresponse_table_0_0.D34,all/bioresponse_table_0_0.D137,all/bioresponse_table_0_0.D415,all/bioresponse_table_0_0.D190,all/bioresponse_table_0_0.D422,all/bioresponse_table_0_0.D399,all/bioresponse_table_0_0.D935,all/bioresponse_table_0_0.D176,all/bioresponse_table_0_0.D926,all/bioresponse_table_0_0.D235,Key_0_0
1,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,2834
0,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,754
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,226
0,0.0601,0.0,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,885
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.15,0.0,2022
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,557
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,908
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2799
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,719
0,0.04,0.0625,0.0,0.896074946,0.0,0.0,0.0,0.0,0.05,0.0,2428
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2505
1,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,313
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1156
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,611
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3028
1,0.08,0.125,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1884
0,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2088
0,0.0,0.1875,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3247
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,767
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1062
0,0.0601,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2585
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,3398
1,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,127
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2013
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,527
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.025,0.0,2424
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,368
1,0.0,0.0,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1830
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1855
0,0.300775886,0.0,0.133333333,0.636643246,0.0909,0.0825,0.0,0.0,0.3,0.0,2465
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1352
0,0.0519,0.0625,0.4,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2046
1,0.0518,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1925
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.577201411,1327
1,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,1089
1,0.08,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1302
0,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2948
0,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2747
1,0.0,0.1875,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2003
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,530
1,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,625
1,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,659
0,0.04,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,311
1,0.0418,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,953
1,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,413
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3068
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,423
0,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,229
0,0.0335,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1230
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,30
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2451
1,0.0393,0.0625,0.133333333,0.636643246,0.0,0.0,0.214285714,0.0,0.325,0.0,86
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1982
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,24
1,0.0601,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,365
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,342
1,0.0793,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,528
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1069
0,0.0,0.1875,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,177
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,1292
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3073
1,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,2433
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3200
1,0.0,0.1875,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,817
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3211
1,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2491
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,832
0,0.08,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2432
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2212
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1975
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1257
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,861
1,0.100124688,0.0,0.0,0.893027456,0.0,0.0,0.0,0.0,0.05,0.0,1420
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.1,0.0,930
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,1959
0,0.116530411,0.125,0.333333333,0.636643246,0.136363636,0.0,0.0,0.0,0.05,0.0,2368
1,0.0469,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,610
0,0.0518,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,604
0,0.0,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3390
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3034
0,0.0962,0.0625,0.0667,0.636643246,0.318181818,0.0412,0.0,0.0,0.075,0.0,1798
1,0.0393,0.25,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.275,0.0,778
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1391
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2473
0,0.0728,0.0625,0.4,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,273
0,0.0,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1346
1,0.120227653,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2155
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,1191
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,23
1,0.08,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,1005
0,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1673
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,318
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1016
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2820
0,0.08,0.0625,0.2,0.636643246,0.0455,0.0,0.0,0.0,0.075,0.0,1569
0,0.0917,0.0625,0.333333333,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,1452
1,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1433
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2742
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1434
1,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,888
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2044
1,0.0552,0.1875,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,1968
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1771
0,0.182097444,0.5,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,933
1,0.0518,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2576
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,691
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3289
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,2901
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1571
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1500
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1846
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2440
0,0.091,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.2,0.0,1270
1,0.0311,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3005
0,0.0393,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1833
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,75
0,0.04,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,1618
1,0.08,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,1759
1,0.0,0.125,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2687
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,1472
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,205
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2320
1,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1205
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1572
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1610
1,0.0,0.125,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3324
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,143
0,0.0393,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,371
0,0.0518,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3303
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,606
1,0.0,0.3125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2764
0,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,3189
1,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1032
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1541
0,0.0,0.3125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.2,0.0,797
0,0.08,0.0625,0.0667,0.636643246,0.0455,0.0,0.0,0.0,0.05,0.0,2237
1,0.100124688,0.125,0.0,0.913400491,0.0,0.0,0.0,0.0,0.05,0.0,14
0,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2583
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3256
1,0.0785,0.3125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,1615
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,2438
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3122
0,0.112807276,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,565
0,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,1990
0,0.0728,0.125,0.4,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2350
1,0.0,0.125,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,655
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2663
0,0.04,0.0,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.175,0.0,822
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,944
0,0.807170971,0.75,1.0,0.636643246,0.954545455,1.0,0.285714286,0.0,0.425,0.0,1586
0,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,878
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1429
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2660
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,193
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,978
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2952
0,0.0,0.125,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3413
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,3308
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,1098
1,0.100124688,0.0,0.0,0.909591128,0.0,0.0,0.0,0.0,0.05,0.0,968
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,366
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2577
0,0.0393,0.0625,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.275,0.0,2511
0,0.0,0.125,0.133333333,0.636643246,0.0909,0.0,0.142857143,0.0,0.125,0.0,1272
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,251
0,0.131742862,0.0,0.133333333,0.636643246,0.0,0.0,0.214285714,0.0,0.225,0.0,2620
1,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1533
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,1556
0,0.0,0.0,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,388
0,0.120032575,0.0625,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.025,0.0,1609
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1196
1,0.0393,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.15,0.0,1551
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3335
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,249
1,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,518
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,1910
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,814
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1183
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2264
0,0.100124688,0.0,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,280
0,0.157063283,0.1875,0.0,0.636643246,0.0,0.0,0.5,0.0,0.5,0.0,3061
1,0.062,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1635
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2932
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,320
0,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,697
0,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,2226
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2978
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1591
0,0.0,0.0,0.0,0.996331725,0.0,0.0,0.0,0.0,0.025,0.0,3214
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.125,0.0,74
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1408
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,1421
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3165
1,0.0,0.125,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1389
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1252
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1988
1,0.0,0.0625,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1451
1,0.04,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,497
0,0.0838,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,380
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1182
0,0.0,0.1875,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1234
0,0.0917,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,594
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2035
1,0.0393,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2779
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,481
0,0.0,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3111
1,0.145769077,0.0625,0.0667,0.636643246,0.0,0.0,0.0714,0.0,0.125,0.0,2001
1,0.11037709,0.0625,0.0667,0.823951014,0.0,0.0,0.357142857,0.0,0.325,0.0,841
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,795
1,0.120032575,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2418
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.495275214,963
1,0.08,0.125,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.1,0.0,1226
0,0.0,0.125,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,71
0,0.147514303,0.125,0.4,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2761
0,0.04,0.0625,0.0667,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,1480
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2298
1,0.112807276,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1604
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1034
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1117
0,0.0785,0.25,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,1946
0,0.0419,0.25,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2776
0,0.0518,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.2,0.0,1622
0,0.0,0.0625,0.0667,0.636643246,0.0909,0.0,0.0,0.0,0.225,0.0,2640
1,0.04,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2512
1,0.0,0.0,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,57
1,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.125,0.0,489
1,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3064
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.214285714,0.0,0.075,0.0,3144
1,0.0,0.0625,0.2,0.636643246,0.0455,0.0,0.0,0.0,0.1,0.0,397
0,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,300
1,0.0,0.125,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,46
1,0.103801133,0.1875,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,2297
1,0.0,0.3125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,135
1,0.04,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,2852
1,0.120972692,0.0,0.133333333,0.636643246,0.0455,0.0,0.0714,0.0,0.1,0.0,1644
1,0.08,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,2835
0,0.04,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1060
0,0.100506743,0.1875,0.133333333,0.636643246,0.0,0.0,0.0714,0.0,0.075,0.0,877
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,977
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1387
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,2790
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1851
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1279
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,159
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.125,0.0,2662
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,3178
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.05,0.0,506
1,0.0393,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,308
0,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,170
0,0.0393,0.125,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.125,0.0,236
0,0.0785,0.125,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.175,0.0,2431
1,0.0469,0.0,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,1981
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1935
0,0.04,0.125,0.2,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2242
1,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2394
1,0.0,0.0625,0.133333333,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,337
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2940
1,0.08,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,549
1,0.0,0.0625,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2366
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1239
1,0.08,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,3048
1,0.0,0.25,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,17
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2409
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1639
0,0.0785,0.1875,0.0,0.636643246,0.0,0.0,0.0714,0.0,0.1,0.0,554
0,0.0,0.0,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,1948
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,2819
1,0.0,0.0,0.2,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,436
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2408
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1967
1,0.192405937,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,3379
1,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2804
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,1447
0,0.04,0.1875,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.125,0.0,3157
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3135
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2210
1,0.0393,0.0,0.0,0.636643246,0.0,0.0,0.142857143,0.0,0.15,0.0,2882
0,0.0,0.0625,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,2028
0,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.0,0.0,1917
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,1058
1,0.0,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,2472
1,0.0205,0.0625,0.266666667,0.636643246,0.0,0.0,0.0,0.0,0.1,0.0,358
1,0.021,0.125,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2715
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.025,0.0,766
1,0.0,0.0,0.0,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,2458
0,0.0859,0.1875,0.0667,0.636643246,0.0,0.0,0.0,0.0,0.05,0.0,3269
0,0.0,0.1875,0.0,0.636643246,0.0,0.0,0.0,0.0,0.075,0.0,2975
