all/bioresponse_table_1_3.csv.D809,all/bioresponse_table_1_3.csv.D697,all/bioresponse_table_1_3.csv.D895,all/bioresponse_table_1_3.csv.D515,all/bioresponse_table_1_3.csv.D37,all/bioresponse_table_1_3.csv.D143,all/bioresponse_table_1_3.csv.D546,all/bioresponse_table_1_3.csv.D896,all/bioresponse_table_1_3.csv.D773,all/bioresponse_table_1_3.csv.D937,all/bioresponse_table_1_3.csv.Key_1_3,Key_0_0
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1957,557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537,908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975,2799
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,1620,719
0.0417,0.1,0.0,0.0,0.132255123,0.0345,0.0,0.0,0.0,0.0,2711,2428
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,1155,2505
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1997,313
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,466,1156
0.0,0.0,0.0,0.0,0.0,0.24137931,0.0,0.0,0.0,0.0,357,611
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,191,3028
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754,1884
0.0,0.0,0.0625,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2611,2088
0.0,0.0,0.0,0.0,0.0,0.206896552,0.0,0.0,0.0,0.0,952,3247
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3311,767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008,1062
0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.277777778,0.0,0.0,2137,2585
0.0417,0.1,0.0,0.0625,0.220102864,0.0,0.0,0.0,0.0,0.0,339,3398
0.0,0.1,0.0,0.0313,0.0,0.137931034,0.0,0.0,0.0,0.0,23,127
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171,2013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687,527
0.0,0.1,0.0,0.125,0.0,0.137931034,0.235294118,0.0,0.0,0.0,212,2424
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,627,368
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,116,1830
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354,1855
0.166666667,0.2,0.0,0.0625,0.0,0.206896552,0.0,0.0,0.148148148,0.0,1597,2465
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2292,1352
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1302,2046
0.125,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2844,1925
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1475,1327
0.0,0.1,0.125,0.0938,0.0,0.0345,0.0,0.111111111,0.0,0.0,2136,1089
0.0,0.2,0.0,0.0313,0.44020571,0.069,0.0,0.0,0.0,0.0,1788,1302
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3279,2948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,2747
0.0417,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.1,1215,2003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585,530
0.0417,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3186,625
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2951,659
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2864,311
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1078,953
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,354,413
0.0,0.0,0.0,0.0,0.36246156,0.0,0.0,0.0,0.0,0.0,1729,3068
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3210,423
0.0417,0.1,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1743,229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406,1230
0.0833,0.2,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,3323,30
0.0,0.1,0.0,0.0,0.0,0.103448276,0.0,0.0556,0.0,0.0,311,2451
0.125,0.0,0.0,0.125,0.0,0.172413793,0.0,0.0,0.0,0.0,1160,86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709,1982
0.0417,0.0,0.0,0.0,0.25,0.103448276,0.0,0.0,0.0,0.0,825,24
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3033,365
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1096,342
0.166666667,0.4,0.0,0.0,0.0711,0.103448276,0.0,0.0,0.0,0.2,1976,528
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1567,1069
0.0,0.0,0.0,0.0,0.0715,0.0,0.0,0.0,0.0,0.0,2628,177
0.166666667,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.0,1541,1292
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880,3073
0.0,0.0,0.0,0.0313,0.0,0.103448276,0.0,0.0,0.0,0.0,3010,2433
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,3200
0.0417,0.1,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2438,817
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,1227,3211
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3048,2491
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097,832
0.0833,0.3,0.0,0.0,0.296436468,0.0,0.0,0.0,0.0,0.2,3024,2432
0.0,0.0,0.0,0.0,0.0,0.0345,0.0588,0.0,0.0,0.0,2257,2212
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1487,1975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873,1257
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,861
0.0417,0.1,0.0,0.0,0.132255123,0.103448276,0.0,0.0,0.0,0.0,2983,1420
0.0,0.0,0.0,0.21875,0.184997667,0.103448276,0.176470588,0.0,0.0,0.2,1655,930
0.0417,0.0,0.0,0.0313,0.0,0.137931034,0.0,0.0,0.0,0.0,962,1959
0.0,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.0,3064,2368
0.0,0.4,0.0,0.0,0.295997318,0.0345,0.0,0.0,0.0,0.0,1740,610
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3045,604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642,3390
0.0,0.0,0.0,0.0,0.0,0.275862069,0.0,0.0,0.0,0.0,1924,3034
0.0,0.2,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1844,1798
0.0833,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,421,778
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830,1391
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2041,2473
0.0,0.0,0.0,0.0313,0.0,0.069,0.0,0.0,0.0,0.0,2048,273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546,1346
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405,2155
0.0417,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2913,1191
0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922,23
0.0,0.3,0.0,0.0938,0.0,0.310344828,0.0,0.0,0.0741,0.2,2004,1005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,1673
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1613,318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742,1016
0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,3078,2820
0.0833,0.2,0.0,0.0313,0.326333622,0.069,0.0,0.0,0.0,0.0,1075,1569
0.0,0.0,0.0,0.0313,0.0,0.069,0.0,0.0,0.0,0.0,2459,1452
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2940,1433
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2079,2742
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1164,1434
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274,888
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,2044
0.0,0.1,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.1,2164,1968
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3280,1771
0.0417,0.0,0.0,0.125,0.0,0.310344828,0.0,0.0,0.148148148,0.0,211,933
0.125,0.0,0.0,0.0313,0.0,0.206896552,0.0,0.0,0.0,0.0,2253,2576
0.0833,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1637,691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3289
0.0,0.0,0.0,0.125,0.0,0.0345,0.0,0.0,0.0,0.0,1356,2901
0.0,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,484,1571
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1776,1500
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340,1846
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2729,2440
0.208333333,0.0,0.0,0.0313,0.25,0.172413793,0.0,0.0,0.0,0.2,2565,1270
0.0,0.2,0.0,0.0,0.0711,0.069,0.0,0.0,0.0,0.0,973,3005
0.0417,0.0,0.0,0.0,0.113872107,0.0345,0.0,0.0,0.0,0.0,2705,1833
0.0,0.0,0.0,0.0625,0.25,0.069,0.0,0.0,0.0,0.0,2925,75
0.0417,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3378,1618
0.0,0.2,0.0,0.0,0.0,0.069,0.0,0.0,0.037,0.2,1297,1759
0.0,0.0,0.0,0.0,0.0,0.0,0.117647059,0.0,0.0,0.0,2109,2687
0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884,1472
0.0,0.0,0.0,0.0,0.0711,0.0,0.0,0.0,0.0,0.0,426,205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,2320
0.166666667,0.4,0.0,0.0,0.0711,0.0,0.0,0.0,0.0,0.0,2568,1205
0.0,0.0,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.0,2709,1572
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833,1610
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605,3324
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2892,143
0.0,0.1,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,1146,371
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1664,3303
0.0,0.1,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2472,606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890,2764
0.125,0.0,0.0,0.125,0.0,0.137931034,0.0,0.0,0.0,0.0,3003,3189
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2750,1032
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650,1541
0.0,0.0,0.0,0.0625,0.0,0.172413793,0.0,0.0,0.0,0.0,172,797
0.0,0.1,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,2093,2237
0.0417,0.1,0.0,0.0,0.132255123,0.103448276,0.0,0.0,0.0,0.0,3147,14
0.0417,0.0,0.0,0.0,0.113872107,0.103448276,0.0,0.0,0.0,0.0,2524,2583
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2792,3256
0.166666667,0.0,0.0,0.0,0.0,0.206896552,0.0,0.0,0.0,0.0,1919,1615
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,2157,2438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620,3122
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,261,565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199,1990
0.0,0.0,0.0,0.0313,0.0,0.069,0.0,0.0,0.0,0.0,3303,2350
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1293,655
0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3392,2663
0.0,0.2,0.0,0.125,0.220102864,0.069,0.0,0.0,0.0,0.1,1082,822
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2837,944
0.208333333,0.9,0.0,0.5,0.326333622,0.379310345,0.588235294,0.0,0.37037037,0.5,1908,1586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067,878
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1147,1429
0.0417,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2893,2660
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672,193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096,978
0.0,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,1030,2952
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3353,3413
0.0417,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,542,3308
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1098
0.0417,0.1,0.0,0.0,0.132255123,0.103448276,0.0,0.0,0.0,0.0,3405,968
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,636,366
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.1,1224,2577
0.0417,0.0,0.0,0.125,0.0,0.103448276,0.0,0.0,0.0,0.0,1510,2511
0.0,0.0,0.0,0.0313,0.0,0.069,0.0,0.0,0.0,0.0,2961,1272
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719,251
0.0417,0.2,0.0,0.125,0.220102864,0.069,0.0,0.0,0.0,0.2,425,2620
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,1533
0.0,0.0,0.0,0.125,0.0,0.0345,0.0,0.0,0.0,0.0,657,1556
0.0,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,2686,388
0.0833,0.4,0.0,0.0625,0.296436468,0.0,0.0,0.0,0.0,0.1,889,1609
0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1445,1196
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,1992,1551
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,310,3335
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,374,249
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862,518
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2621,1910
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2065,814
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,616,1183
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3320,2264
0.0833,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333,280
0.0833,0.0,0.0,0.25,0.0,0.206896552,0.0,0.0,0.0,0.4,2478,3061
0.0,0.0,0.125,0.0,0.0,0.0345,0.0,0.0556,0.0,0.0,1761,1635
0.0,0.0,0.0,0.0,0.0711,0.069,0.176470588,0.0,0.0,0.0,1609,2932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,320
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3402,697
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.1,2427,2226
0.0,0.1,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2266,2978
0.0,0.0,0.0,0.0,0.0,0.069,0.0588,0.0,0.0,0.0,1176,1591
0.0,0.0,0.0,0.0,0.132255123,0.0,0.0,0.0,0.0,0.0,561,3214
0.0417,0.0,0.0,0.0625,0.0,0.0345,0.0,0.0,0.0,0.0,1471,74
0.0833,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1023,1408
0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,40,1421
0.0,0.1,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,961,3165
0.0,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.0,2518,1389
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3125,1252
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2889,1988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641,1451
0.166666667,0.4,0.0625,0.0,0.0711,0.0,0.0,0.0556,0.0,0.0,696,497
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1210,380
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,415,1182
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627,1234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,594
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377,2035
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536,2779
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,3364,481
0.0,0.2,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.2,1055,3111
0.0,0.0,0.0,0.0313,0.0,0.0345,0.0,0.0,0.0,0.2,2605,2001
0.166666667,0.2,0.0,0.25,0.382255134,0.103448276,0.176470588,0.0,0.037,0.3,2980,841
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,1994,795
0.0,0.2,0.0,0.0,0.296436468,0.0,0.0,0.0,0.0,0.0,2991,2418
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,2058,963
0.0,0.1,0.1875,0.15625,0.0,0.0345,0.0,0.166666667,0.0,0.0,1392,1226
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492,71
0.0417,0.1,0.0,0.0313,0.0,0.103448276,0.0,0.0,0.0741,0.0,630,2761
0.0,0.1,0.0,0.0938,0.0,0.0345,0.0588,0.0,0.0,0.0,2446,1480
0.0833,0.3,0.0625,0.0,0.296436468,0.0,0.0,0.0,0.0,0.0,1208,2298
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3228,1604
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3190,1034
0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828,1117
0.0417,0.0,0.0,0.0938,0.0,0.206896552,0.0,0.0,0.0,0.0,2632,1946
0.0417,0.0,0.0,0.0938,0.0,0.206896552,0.117647059,0.0,0.0,0.0,2215,2776
0.166666667,0.0,0.0,0.1875,0.0,0.172413793,0.0,0.0,0.0,0.1,2727,1622
0.0833,0.1,0.0,0.125,0.113872107,0.0345,0.0,0.0,0.0,0.1,2274,2640
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575,2512
0.0,0.0,0.0,0.0,0.0,0.137931034,0.117647059,0.0,0.0,0.0,5,57
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2155,489
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3205,3064
0.0833,0.3,0.0,0.25,0.0,0.069,0.117647059,0.0,0.0,0.1,106,3144
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0741,0.0,691,397
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849,300
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,46
0.0,0.4,0.0,0.0,0.142251133,0.103448276,0.0,0.0,0.0,0.2,401,2297
0.166666667,0.0,0.0,0.0,0.0,0.448275862,0.0,0.0,0.444444444,0.0,2690,135
0.0,0.1,0.1875,0.0938,0.0,0.103448276,0.0,0.0556,0.0,0.0,1381,2852
0.208333333,0.4,0.0,0.0625,0.0711,0.103448276,0.0,0.0,0.0,0.1,1991,1644
0.0,0.2,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.0,1693,2835
0.166666667,0.4,0.0,0.0313,0.296436468,0.103448276,0.0,0.0,0.0,0.0,3403,1060
0.0,0.0,0.0,0.125,0.19020571,0.137931034,0.0,0.0,0.0,0.0,851,877
0.0,0.0,0.0,0.0,0.0,0.172413793,0.0,0.0,0.0,0.0,2229,977
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1413,1387
0.0,0.0,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.1,1562,2790
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,579,1851
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2723,1279
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1683,159
0.0,0.1,0.0,0.0938,0.220102864,0.0,0.0,0.0,0.0,0.0,2177,2662
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,2457,3178
0.0,0.1,0.0,0.0625,0.0,0.137931034,0.0,0.0,0.0,0.0,2507,506
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3329,308
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.2,2998,170
0.166666667,0.2,0.0,0.125,0.0,0.069,0.0,0.0,0.0,0.0,2447,236
0.0,0.0,0.0,0.0625,0.0,0.103448276,0.0,0.0,0.0,0.0,1378,2431
0.0,0.2,0.125,0.0625,0.0,0.103448276,0.0,0.0556,0.0,0.0,2567,1981
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,105,1935
0.0833,0.3,0.0,0.0625,0.296436468,0.0345,0.0,0.0,0.0,0.0,2985,2242
0.0,0.0,0.0,0.0,0.0,0.24137931,0.0,0.0,0.0,0.0,2805,2394
0.0417,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2052,337
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,3217,2940
0.0,0.2,0.0,0.0,0.326333622,0.0,0.0,0.0,0.0,0.0,1311,549
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270,2366
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2932,1239
0.0,0.2,0.0,0.0,0.296436468,0.069,0.0,0.0,0.0,0.0,139,3048
0.0,0.0,0.0,0.0,0.0,0.413793103,0.0,0.0,0.0,0.0,1697,17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606,2409
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324,1639
0.0417,0.0,0.0,0.125,0.0,0.206896552,0.0,0.0,0.0,0.0,1103,554
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2214,1948
0.0,0.0,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,3304,2819
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314,436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090,2408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584,1967
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678,3379
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1133,2804
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508,1447
0.0,0.1,0.0,0.0938,0.0,0.0345,0.0,0.0,0.0,0.1,779,3157
0.0,0.0,0.0,0.0,0.0711,0.0345,0.176470588,0.0,0.0,0.0,24,3135
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254,2210
0.0833,0.0,0.0,0.125,0.0,0.069,0.0,0.0,0.0,0.1,1206,2882
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1152,2028
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,1917
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,1363,1058
0.0,0.2,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.2,3410,2472
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,512,358
0.0,0.0,0.0,0.0,0.153746173,0.103448276,0.0,0.0,0.0,0.0,1166,2715
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2024,766
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,1437,2458
0.0833,0.0,0.0,0.0625,0.0,0.069,0.0,0.0,0.0,0.0,2424,3269
0.0833,0.0,0.0,0.0,0.5,0.069,0.0,0.0,0.0,0.1,3069,2975
0.0,0.0,0.25,0.0,0.0,0.103448276,0.0,0.222222222,0.0,0.1,1447,1204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1150,3248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871,662
0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.0,0.0,3342,495
0.0417,0.1,0.0,0.0,0.0,0.103448276,0.0,0.0,0.0,0.0,1627,2240
0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0,0.0,0.0,2873,1017
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2303,2406
0.0,0.0,0.0,0.0,0.0,0.137931034,0.0,0.0,0.0,0.0,2841,1760
0.166666667,0.0,0.0,0.0625,0.0,0.206896552,0.0,0.0,0.0,0.1,556,3410
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859,1957
