Key_0_0,firstPassFixDur,lineNo,assgNo,lineNo
4870,139.0,10920.0,336.0,10920.0
6354,199.0,7314.0,224.0,7314.0
3206,80.0,6377.0,188.0,6377.0
7316,219.0,8514.0,269.0,8514.0
4330,139.0,10375.0,316.0,10375.0
3050,139.0,4369.0,136.0,4369.0
1996,239.0,1620.0,49.0,1620.0
2021,358.0,5022.0,153.0,5022.0
1062,139.0,1959.0,61.0,1959.0
2573,119.0,10635.0,327.0,10635.0
882,179.0,10608.0,325.0,10608.0
4418,239.0,1324.0,42.0,1324.0
2480,179.0,10081.0,308.0,10081.0
2713,618.0,2286.0,73.0,2286.0
2100,99.0,6783.0,203.0,6783.0
4395,278.0,8895.0,280.0,8895.0
1316,219.0,2987.0,91.0,2987.0
5312,100.0,2716.0,82.0,2716.0
2003,139.0,2583.0,78.0,2583.0
3736,219.0,6285.0,185.0,6285.0
1813,398.0,3424.0,104.0,3424.0
1336,179.0,4201.0,134.0,4201.0
4745,139.0,6173.0,182.0,6173.0
364,139.0,5476.0,164.0,5476.0
1241,119.0,3369.0,103.0,3369.0
4442,179.0,6913.0,209.0,6913.0
6426,219.0,3066.0,93.0,3066.0
2128,139.0,7678.0,236.0,7678.0
7070,179.0,7695.0,237.0,7695.0
3660,119.0,421.0,12.0,421.0
6774,616.0,50.0,2.0,50.0
7213,99.0,6757.0,203.0,6757.0
1517,298.0,7721.0,238.0,7721.0
1702,219.0,239.0,7.0,239.0
4939,159.0,10296.0,314.0,10296.0
972,100.0,2772.0,85.0,2772.0
1714,159.0,3537.0,109.0,3537.0
1903,219.0,4540.0,140.0,4540.0
2626,298.0,10594.0,324.0,10594.0
6107,199.0,8786.0,278.0,8786.0
1746,99.0,908.0,28.0,908.0
5317,100.0,10271.0,312.0,10271.0
2317,139.0,1239.0,38.0,1239.0
2090,299.0,2955.0,90.0,2955.0
1135,616.0,56.0,2.0,56.0
7298,358.0,5915.0,176.0,5915.0
2113,159.0,6380.0,188.0,6380.0
245,139.0,3916.0,125.0,3916.0
5227,80.0,1897.0,59.0,1897.0
1261,239.0,2671.0,81.0,2671.0
7060,219.0,8949.0,282.0,8949.0
206,100.0,253.0,7.0,253.0
4169,100.0,9265.0,289.0,9265.0
4457,99.0,7569.0,231.0,7569.0
2666,379.0,2473.0,77.0,2473.0
7137,99.0,10531.0,321.0,10531.0
6401,139.0,7554.0,231.0,7554.0
1992,198.0,7714.0,238.0,7714.0
6625,99.0,167.0,5.0,167.0
5698,219.0,8111.0,253.0,8111.0
1383,239.0,4733.0,146.0,4733.0
3839,139.0,4890.0,149.0,4890.0
6844,139.0,10178.0,310.0,10178.0
3144,179.0,10130.0,309.0,10130.0
6379,80.0,4087.0,131.0,4087.0
6191,179.0,10856.0,334.0,10856.0
7392,99.0,10228.0,311.0,10228.0
3123,80.0,7939.0,246.0,7939.0
7211,139.0,1199.0,37.0,1199.0
5273,139.0,10327.0,315.0,10327.0
5049,219.0,2796.0,85.0,2796.0
6446,139.0,1785.0,56.0,1785.0
737,199.0,5174.0,157.0,5174.0
5888,139.0,10722.0,329.0,10722.0
4104,238.0,10060.0,307.0,10060.0
6779,278.0,5113.0,155.0,5113.0
1377,119.0,3363.0,102.0,3363.0
3949,278.0,7048.0,214.0,7048.0
2908,278.0,996.0,30.0,996.0
4898,160.0,3060.0,93.0,3060.0
2559,80.0,166.0,5.0,166.0
5078,80.0,1457.0,44.0,1457.0
6831,139.0,8706.0,276.0,8706.0
140,159.0,6891.0,208.0,6891.0
4863,139.0,7051.0,214.0,7051.0
1947,179.0,9740.0,300.0,9740.0
2159,159.0,4683.0,144.0,4683.0
2850,258.0,5805.0,172.0,5805.0
1173,179.0,3169.0,97.0,3169.0
5144,100.0,7521.0,229.0,7521.0
646,179.0,2902.0,88.0,2902.0
5537,159.0,2843.0,86.0,2843.0
5980,159.0,3958.0,127.0,3958.0
5641,238.0,1802.0,57.0,1802.0
5330,238.0,4256.0,134.0,4256.0
6995,219.0,2591.0,78.0,2591.0
2913,258.0,1505.0,45.0,1505.0
7046,338.0,6816.0,204.0,6816.0
2427,139.0,4576.0,142.0,4576.0
4798,99.0,3612.0,112.0,3612.0
428,179.0,5912.0,176.0,5912.0
832,258.0,10735.0,330.0,10735.0
137,239.0,10383.0,317.0,10383.0
4065,139.0,5867.0,174.0,5867.0
2053,318.0,7246.0,222.0,7246.0
502,259.0,2174.0,70.0,2174.0
3496,119.0,9420.0,292.0,9420.0
6368,179.0,9600.0,296.0,9600.0
3430,219.0,4231.0,134.0,4231.0
7000,139.0,1927.0,61.0,1927.0
2294,278.0,10273.0,312.0,10273.0
1311,139.0,4355.0,136.0,4355.0
4927,119.0,6310.0,186.0,6310.0
6050,80.0,2072.0,66.0,2072.0
2822,199.0,6633.0,197.0,6633.0
3202,119.0,7383.0,226.0,7383.0
6606,80.0,5715.0,169.0,5715.0
5816,179.0,1155.0,35.0,1155.0
5455,397.0,160.0,5.0,160.0
5365,179.0,4411.0,136.0,4411.0
6612,139.0,7053.0,214.0,7053.0
4704,80.0,64.0,2.0,64.0
2544,139.0,542.0,17.0,542.0
160,299.0,2990.0,91.0,2990.0
1867,179.0,5860.0,174.0,5860.0
1815,239.0,2727.0,83.0,2727.0
2304,139.0,10374.0,316.0,10374.0
4181,299.0,2994.0,91.0,2994.0
3237,99.0,6713.0,200.0,6713.0
2705,238.0,7199.0,220.0,7199.0
5772,139.0,3564.0,110.0,3564.0
801,80.0,6996.0,212.0,6996.0
1853,99.0,7080.0,215.0,7080.0
1915,179.0,5209.0,157.0,5209.0
7338,80.0,4281.0,135.0,4281.0
7032,437.0,10082.0,308.0,10082.0
6004,179.0,4227.0,134.0,4227.0
5074,139.0,7573.0,231.0,7573.0
791,119.0,7458.0,227.0,7458.0
5496,239.0,1502.0,45.0,1502.0
5631,99.0,8455.0,266.0,8455.0
5806,119.0,909.0,28.0,909.0
1908,179.0,9850.0,304.0,9850.0
1422,99.0,7974.0,248.0,7974.0
2905,139.0,7227.0,221.0,7227.0
767,80.0,10495.0,321.0,10495.0
1990,99.0,1733.0,54.0,1733.0
1865,358.0,6002.0,178.0,6002.0
7507,139.0,3893.0,125.0,3893.0
4185,80.0,1190.0,37.0,1190.0
5136,219.0,3220.0,98.0,3220.0
3000,140.0,2859.0,87.0,2859.0
6629,179.0,4112.0,132.0,4112.0
6353,199.0,3013.0,92.0,3013.0
4138,199.0,4183.0,133.0,4183.0
1699,159.0,9597.0,296.0,9597.0
6898,239.0,8479.0,267.0,8479.0
6654,219.0,8152.0,255.0,8152.0
1042,299.0,2747.0,83.0,2747.0
2926,258.0,6258.0,184.0,6258.0
7414,139.0,9899.0,304.0,9899.0
3566,99.0,9944.0,305.0,9944.0
4960,179.0,1970.0,61.0,1970.0
5375,139.0,5727.0,169.0,5727.0
4812,219.0,5797.0,171.0,5797.0
7286,179.0,1443.0,44.0,1443.0
127,159.0,10707.0,329.0,10707.0
4584,159.0,10865.0,335.0,10865.0
2594,278.0,802.0,24.0,802.0
7107,80.0,3909.0,125.0,3909.0
3039,319.0,2343.0,74.0,2343.0
6267,179.0,5502.0,165.0,5502.0
5582,139.0,8145.0,254.0,8145.0
5832,238.0,7598.0,234.0,7598.0
3647,139.0,1547.0,46.0,1547.0
2416,259.0,2759.0,84.0,2759.0
6165,159.0,3871.0,124.0,3871.0
4187,139.0,194.0,6.0,194.0
1057,457.0,453.0,14.0,453.0
6858,239.0,4933.0,150.0,4933.0
7048,139.0,8269.0,258.0,8269.0
3641,119.0,4866.0,149.0,4866.0
44,99.0,4894.0,149.0,4894.0
5642,139.0,7937.0,246.0,7937.0
6636,338.0,10721.0,329.0,10721.0
3930,278.0,4043.0,130.0,4043.0
2957,298.0,5947.0,177.0,5947.0
2165,139.0,865.0,26.0,865.0
3454,258.0,3302.0,100.0,3302.0
7602,80.0,6525.0,194.0,6525.0
6425,139.0,1110.0,33.0,1110.0
659,199.0,8475.0,267.0,8475.0
6249,318.0,5573.0,166.0,5573.0
1675,179.0,9537.0,294.0,9537.0
1028,239.0,3995.0,129.0,3995.0
1497,259.0,10840.0,334.0,10840.0
846,338.0,1289.0,41.0,1289.0
4495,219.0,7018.0,213.0,7018.0
6134,119.0,62.0,2.0,62.0
2073,358.0,6000.0,178.0,6000.0
6281,338.0,1635.0,50.0,1635.0
6544,179.0,4761.0,147.0,4761.0
200,159.0,1925.0,61.0,1925.0
4933,199.0,151.0,5.0,151.0
4779,119.0,6716.0,200.0,6716.0
113,298.0,4759.0,147.0,4759.0
3429,179.0,5856.0,174.0,5856.0
6608,139.0,7202.0,220.0,7202.0
4885,80.0,3635.0,113.0,3635.0
2984,159.0,9119.0,286.0,9119.0
5393,258.0,6266.0,184.0,6266.0
1227,99.0,4313.0,135.0,4313.0
2972,219.0,8451.0,266.0,8451.0
6721,80.0,8201.0,256.0,8201.0
6513,139.0,3996.0,129.0,3996.0
2958,99.0,6597.0,195.0,6597.0
7386,179.0,6283.0,185.0,6283.0
6926,20.0,2624.0,79.0,2624.0
4983,199.0,2988.0,91.0,2988.0
5881,140.0,3079.0,93.0,3079.0
5253,279.0,2551.0,78.0,2551.0
2296,139.0,9920.0,305.0,9920.0
2650,139.0,3980.0,129.0,3980.0
4728,120.0,3096.0,94.0,3096.0
875,179.0,4651.0,144.0,4651.0
3865,139.0,384.0,11.0,384.0
5289,80.0,10534.0,321.0,10534.0
2909,179.0,2638.0,79.0,2638.0
6137,219.0,7723.0,238.0,7723.0
4524,219.0,3084.0,93.0,3084.0
2819,299.0,2761.0,84.0,2761.0
2391,318.0,4740.0,146.0,4740.0
2624,199.0,10198.0,310.0,10198.0
4655,99.0,6963.0,211.0,6963.0
6034,119.0,9907.0,304.0,9907.0
991,199.0,5114.0,155.0,5114.0
3735,278.0,4525.0,140.0,4525.0
5943,99.0,7955.0,247.0,7955.0
5696,20.0,3178.0,97.0,3178.0
3972,298.0,5338.0,161.0,5338.0
3318,139.0,7672.0,236.0,7672.0
926,99.0,8196.0,256.0,8196.0
3262,139.0,8903.0,281.0,8903.0
2196,80.0,9771.0,301.0,9771.0
6524,379.0,3101.0,94.0,3101.0
4616,100.0,6371.0,188.0,6371.0
3115,219.0,6222.0,183.0,6222.0
792,99.0,10491.0,321.0,10491.0
6429,80.0,8785.0,278.0,8785.0
1921,219.0,2596.0,78.0,2596.0
2970,139.0,8144.0,254.0,8144.0
1444,99.0,10907.0,336.0,10907.0
4742,179.0,5676.0,168.0,5676.0
685,139.0,4579.0,142.0,4579.0
4500,99.0,3692.0,115.0,3692.0
4411,378.0,4150.0,133.0,4150.0
676,318.0,887.0,27.0,887.0
5911,99.0,5587.0,166.0,5587.0
6020,219.0,3752.0,119.0,3752.0
3108,379.0,2234.0,71.0,2234.0
7143,239.0,5577.0,166.0,5577.0
7542,219.0,9908.0,304.0,9908.0
1093,20.0,2256.0,72.0,2256.0
4424,139.0,1246.0,39.0,1246.0
2356,398.0,6140.0,181.0,6140.0
2751,99.0,10146.0,309.0,10146.0
3052,80.0,6259.0,184.0,6259.0
3129,139.0,9011.0,283.0,9011.0
5149,239.0,2849.0,86.0,2849.0
2865,239.0,2078.0,66.0,2078.0
4789,179.0,8537.0,270.0,8537.0
4405,119.0,1681.0,52.0,1681.0
4609,139.0,6307.0,185.0,6307.0
4369,179.0,9859.0,304.0,9859.0
568,318.0,9452.0,293.0,9452.0
6617,119.0,8508.0,269.0,8508.0
6916,99.0,408.0,12.0,408.0
2541,179.0,6281.0,185.0,6281.0
1208,139.0,6886.0,207.0,6886.0
7470,139.0,652.0,21.0,652.0
188,179.0,863.0,26.0,863.0
5897,179.0,8533.0,270.0,8533.0
6190,357.0,1967.0,61.0,1967.0
1474,139.0,2541.0,78.0,2541.0
5956,159.0,1109.0,33.0,1109.0
3436,159.0,3179.0,97.0,3179.0
1268,99.0,10148.0,309.0,10148.0
5358,159.0,7795.0,240.0,7795.0
5055,379.0,2323.0,73.0,2323.0
4093,198.0,134.0,4.0,134.0
5534,80.0,6264.0,184.0,6264.0
873,258.0,9144.0,287.0,9144.0
5934,139.0,5329.0,161.0,5329.0
729,318.0,5830.0,173.0,5830.0
3465,80.0,703.0,22.0,703.0
226,119.0,7511.0,229.0,7511.0
7524,258.0,1295.0,41.0,1295.0
4523,357.0,1197.0,37.0,1197.0
2622,198.0,1362.0,42.0,1362.0
1210,80.0,3230.0,98.0,3230.0
4825,120.0,2277.0,73.0,2277.0
2489,338.0,693.0,22.0,693.0
2187,119.0,617.0,20.0,617.0
582,179.0,8794.0,278.0,8794.0
3629,259.0,10734.0,330.0,10734.0
6752,99.0,5128.0,155.0,5128.0
7093,179.0,746.0,22.0,746.0
4276,219.0,1826.0,57.0,1826.0
7236,159.0,1296.0,41.0,1296.0
3416,139.0,2024.0,65.0,2024.0
4283,99.0,7156.0,219.0,7156.0
5131,80.0,7064.0,215.0,7064.0
5100,119.0,7384.0,226.0,7384.0
5615,119.0,4095.0,132.0,4095.0
6549,99.0,2049.0,65.0,2049.0
4247,139.0,2086.0,66.0,2086.0
2166,259.0,10913.0,336.0,10913.0
7384,99.0,719.0,22.0,719.0
5990,99.0,10163.0,310.0,10163.0
1866,159.0,9261.0,289.0,9261.0
4693,219.0,7024.0,213.0,7024.0
5171,298.0,8901.0,281.0,8901.0
1424,338.0,9858.0,304.0,9858.0
5478,99.0,5182.0,157.0,5182.0
5725,179.0,465.0,14.0,465.0
4532,99.0,6798.0,203.0,6798.0
2130,119.0,9851.0,304.0,9851.0
2351,278.0,8640.0,274.0,8640.0
1658,199.0,8578.0,272.0,8578.0
5519,119.0,9166.0,287.0,9166.0
6668,298.0,8594.0,273.0,8594.0
2879,139.0,9718.0,299.0,9718.0
4646,219.0,3841.0,123.0,3841.0
7334,99.0,8341.0,261.0,8341.0
6514,99.0,794.0,24.0,794.0
274,239.0,4478.0,138.0,4478.0
2722,99.0,6897.0,208.0,6897.0
6339,80.0,6619.0,197.0,6619.0
3381,179.0,4900.0,150.0,4900.0
5282,80.0,2069.0,66.0,2069.0
3632,119.0,6177.0,182.0,6177.0
2140,298.0,4342.0,135.0,4342.0
392,99.0,6004.0,178.0,6004.0
5288,119.0,9904.0,304.0,9904.0
1856,279.0,3746.0,119.0,3746.0
3591,199.0,4283.0,135.0,4283.0
6851,338.0,3745.0,119.0,3745.0
5095,359.0,2894.0,88.0,2894.0
6472,299.0,2276.0,73.0,2276.0
5688,199.0,2500.0,78.0,2500.0
628,139.0,7814.0,240.0,7814.0
4466,139.0,9945.0,305.0,9945.0
3916,279.0,2956.0,90.0,2956.0
3163,100.0,8272.0,258.0,8272.0
3867,199.0,10007.0,306.0,10007.0
5986,338.0,10623.0,326.0,10623.0
6874,119.0,10230.0,311.0,10230.0
759,179.0,221.0,6.0,221.0
4758,258.0,3460.0,106.0,3460.0
1673,99.0,687.0,22.0,687.0
6667,159.0,553.0,18.0,553.0
2492,159.0,5776.0,171.0,5776.0
4078,218.0,1806.0,57.0,1806.0
1,100.0,8879.0,280.0,8879.0
2372,80.0,6461.0,191.0,6461.0
1076,119.0,7330.0,225.0,7330.0
6115,278.0,7026.0,213.0,7026.0
5325,159.0,8512.0,269.0,8512.0
89,179.0,1090.0,33.0,1090.0
2011,99.0,10283.0,313.0,10283.0
437,179.0,6103.0,180.0,6103.0
901,119.0,10234.0,311.0,10234.0
2683,99.0,10197.0,310.0,10197.0
1751,179.0,7590.0,233.0,7590.0
5740,100.0,304.0,9.0,304.0
5399,159.0,5339.0,161.0,5339.0
2810,279.0,3018.0,92.0,3018.0
5110,279.0,2618.0,78.0,2618.0
1490,139.0,1297.0,41.0,1297.0
1987,179.0,4203.0,134.0,4203.0
4253,179.0,7050.0,214.0,7050.0
3724,318.0,4094.0,132.0,4094.0
7094,119.0,10402.0,317.0,10402.0
7086,119.0,6791.0,203.0,6791.0
4821,179.0,1616.0,49.0,1616.0
1352,159.0,8662.0,275.0,8662.0
982,179.0,4871.0,149.0,4871.0
6718,139.0,3266.0,99.0,3266.0
3110,80.0,7942.0,246.0,7942.0
124,179.0,7165.0,219.0,7165.0
1768,179.0,765.0,23.0,765.0
6316,119.0,8707.0,276.0,8707.0
4243,159.0,9591.0,296.0,9591.0
5706,219.0,4426.0,136.0,4426.0
2131,258.0,8872.0,280.0,8872.0
1341,100.0,9652.0,297.0,9652.0
4175,278.0,795.0,24.0,795.0
2651,99.0,5626.0,167.0,5626.0
271,259.0,3229.0,98.0,3229.0
3141,219.0,7166.0,219.0,7166.0
484,219.0,10733.0,330.0,10733.0
5949,338.0,10881.0,336.0,10881.0
4750,139.0,8902.0,281.0,8902.0
5352,338.0,3867.0,124.0,3867.0
7599,159.0,5909.0,176.0,5909.0
6126,278.0,4274.0,135.0,4274.0
4982,159.0,2744.0,83.0,2744.0
1535,199.0,2308.0,73.0,2308.0
7040,258.0,1630.0,50.0,1630.0
5264,179.0,10781.0,332.0,10781.0
2222,179.0,8610.0,273.0,8610.0
4272,100.0,7911.0,245.0,7911.0
3027,159.0,9139.0,287.0,9139.0
7275,179.0,6106.0,180.0,6106.0
1203,99.0,1510.0,45.0,1510.0
1290,219.0,10319.0,315.0,10319.0
788,358.0,670.0,21.0,670.0
5652,160.0,9120.0,286.0,9120.0
6801,119.0,4873.0,149.0,4873.0
296,179.0,7498.0,229.0,7498.0
2635,99.0,6495.0,192.0,6495.0
4234,179.0,7256.0,222.0,7256.0
7473,99.0,8112.0,253.0,8112.0
2311,80.0,6336.0,187.0,6336.0
5974,99.0,6076.0,179.0,6076.0
6325,258.0,10864.0,335.0,10864.0
6183,239.0,3830.0,123.0,3830.0
967,179.0,9208.0,288.0,9208.0
7185,159.0,4512.0,139.0,4512.0
6717,238.0,9685.0,298.0,9685.0
5689,139.0,4929.0,150.0,4929.0
5508,278.0,6063.0,179.0,6063.0
2400,238.0,7981.0,248.0,7981.0
3060,199.0,2516.0,78.0,2516.0
1378,219.0,5195.0,157.0,5195.0
1850,119.0,6620.0,197.0,6620.0
2308,278.0,6100.0,180.0,6100.0
2429,119.0,299.0,9.0,299.0
1520,80.0,6616.0,197.0,6616.0
5682,238.0,5081.0,154.0,5081.0
5311,99.0,3636.0,113.0,3636.0
7281,159.0,9421.0,292.0,9421.0
6450,100.0,2429.0,76.0,2429.0
511,239.0,4687.0,144.0,4687.0
3849,20.0,3092.0,94.0,3092.0
4828,179.0,4100.0,132.0,4100.0
1832,139.0,7342.0,225.0,7342.0
2989,80.0,5433.0,163.0,5433.0
2167,239.0,3570.0,110.0,3570.0
822,139.0,1290.0,41.0,1290.0
1148,99.0,3563.0,110.0,3563.0
2723,159.0,7404.0,226.0,7404.0
2043,199.0,2982.0,91.0,2982.0
4860,119.0,8216.0,256.0,8216.0
673,99.0,5287.0,159.0,5287.0
518,179.0,2914.0,89.0,2914.0
514,199.0,10449.0,319.0,10449.0
2706,139.0,7366.0,225.0,7366.0
5082,219.0,10211.0,311.0,10211.0
5026,298.0,9515.0,293.0,9515.0
6099,179.0,7130.0,217.0,7130.0
6321,119.0,8711.0,276.0,8711.0
5908,298.0,7810.0,240.0,7810.0
1130,477.0,435.0,13.0,435.0
1496,199.0,7947.0,246.0,7947.0
5536,179.0,9708.0,299.0,9708.0
7287,119.0,5137.0,155.0,5137.0
6915,199.0,4356.0,136.0,4356.0
702,357.0,10490.0,321.0,10490.0
6879,80.0,7919.0,246.0,7919.0
6778,99.0,7432.0,227.0,7432.0
90,219.0,2857.0,87.0,2857.0
3790,139.0,5632.0,167.0,5632.0
3800,99.0,7500.0,229.0,7500.0
1676,80.0,5535.0,165.0,5535.0
6140,179.0,797.0,24.0,797.0
7133,179.0,7459.0,227.0,7459.0
2641,80.0,6065.0,179.0,6065.0
2569,398.0,9536.0,294.0,9536.0
4067,199.0,2961.0,91.0,2961.0
6720,119.0,6835.0,204.0,6835.0
6338,259.0,10177.0,310.0,10177.0
7337,139.0,9856.0,304.0,9856.0
1565,278.0,4962.0,151.0,4962.0
5170,139.0,8176.0,255.0,8176.0
146,219.0,447.0,14.0,447.0
4508,80.0,8538.0,270.0,8538.0
1503,80.0,3917.0,125.0,3917.0
684,219.0,6642.0,197.0,6642.0
4320,99.0,10386.0,317.0,10386.0
41,239.0,3998.0,129.0,3998.0
7154,179.0,5203.0,157.0,5203.0
3607,199.0,9951.0,306.0,9951.0
5417,278.0,5106.0,155.0,5106.0
4356,119.0,163.0,5.0,163.0
2367,80.0,6637.0,197.0,6637.0
5863,179.0,4091.0,131.0,4091.0
2979,339.0,2517.0,78.0,2517.0
2754,279.0,2684.0,81.0,2684.0
2306,139.0,8132.0,254.0,8132.0
4182,299.0,3192.0,98.0,3192.0
2629,139.0,8932.0,281.0,8932.0
80,139.0,3262.0,99.0,3262.0
1412,119.0,7340.0,225.0,7340.0
5728,199.0,4061.0,130.0,4061.0
5916,358.0,663.0,21.0,663.0
4641,199.0,3138.0,96.0,3138.0
3464,338.0,5408.0,163.0,5408.0
260,239.0,4406.0,136.0,4406.0
5107,179.0,7559.0,231.0,7559.0
2242,438.0,2320.0,73.0,2320.0
5499,119.0,10561.0,323.0,10561.0
6033,99.0,6338.0,187.0,6338.0
134,258.0,7677.0,236.0,7677.0
5284,179.0,849.0,25.0,849.0
7591,199.0,1434.0,44.0,1434.0
1625,337.0,7854.0,242.0,7854.0
121,119.0,5292.0,159.0,5292.0
2268,179.0,4185.0,133.0,4185.0
1426,219.0,4799.0,148.0,4799.0
2820,239.0,6657.0,198.0,6657.0
946,139.0,5021.0,153.0,5021.0
3119,179.0,1803.0,57.0,1803.0
1716,99.0,6939.0,210.0,6939.0
4949,139.0,409.0,12.0,409.0
821,139.0,4643.0,143.0,4643.0
1660,259.0,2745.0,83.0,2745.0
2150,279.0,2595.0,78.0,2595.0
6957,139.0,10524.0,321.0,10524.0
1395,99.0,1498.0,45.0,1498.0
5930,199.0,4513.0,139.0,4513.0
7190,219.0,264.0,8.0,264.0
4645,219.0,2363.0,74.0,2363.0
2257,199.0,8041.0,250.0,8041.0
7400,199.0,6785.0,203.0,6785.0
804,139.0,3982.0,129.0,3982.0
7049,99.0,300.0,9.0,300.0
1807,179.0,4588.0,142.0,4588.0
3342,119.0,6492.0,192.0,6492.0
3394,179.0,4650.0,144.0,4650.0
7043,80.0,9203.0,288.0,9203.0
6111,199.0,9640.0,297.0,9640.0
6695,179.0,2874.0,87.0,2874.0
6772,736.0,5863.0,174.0,5863.0
7356,219.0,5405.0,163.0,5405.0
3832,338.0,5620.0,167.0,5620.0
6077,99.0,566.0,18.0,566.0
7238,239.0,2962.0,91.0,2962.0
4365,80.0,1809.0,57.0,1809.0
4001,159.0,2548.0,78.0,2548.0
2861,139.0,63.0,2.0,63.0
7589,219.0,10020.0,306.0,10020.0
6262,259.0,3221.0,98.0,3221.0
6768,99.0,162.0,5.0,162.0
3692,139.0,4581.0,142.0,4581.0
7186,100.0,5795.0,171.0,5795.0
132,20.0,2729.0,83.0,2729.0
5828,159.0,8071.0,251.0,8071.0
1801,179.0,8452.0,266.0,8452.0
1965,179.0,10839.0,334.0,10839.0
4062,199.0,5831.0,173.0,5831.0
2613,199.0,3741.0,118.0,3741.0
3220,298.0,9085.0,285.0,9085.0
6536,338.0,9911.0,304.0,9911.0
4756,139.0,1865.0,58.0,1865.0
3343,239.0,6723.0,201.0,6723.0
4360,179.0,2826.0,86.0,2826.0
1242,199.0,5331.0,161.0,5331.0
6994,99.0,5477.0,164.0,5477.0
5278,298.0,10736.0,330.0,10736.0
3340,160.0,7619.0,235.0,7619.0
170,119.0,5032.0,153.0,5032.0
2647,219.0,3299.0,100.0,3299.0
7228,100.0,6257.0,184.0,6257.0
5233,318.0,3824.0,122.0,3824.0
1532,298.0,9506.0,293.0,9506.0
5746,199.0,9905.0,304.0,9905.0
4274,219.0,3294.0,100.0,3294.0
4195,219.0,8993.0,283.0,8993.0
4429,199.0,7088.0,215.0,7088.0
2669,80.0,10823.0,333.0,10823.0
6811,179.0,2858.0,87.0,2858.0
2846,318.0,5700.0,169.0,5700.0
3982,159.0,8726.0,277.0,8726.0
1043,119.0,7025.0,213.0,7025.0
5774,119.0,128.0,4.0,128.0
5757,139.0,9463.0,293.0,9463.0
3272,199.0,7659.0,236.0,7659.0
7090,299.0,2696.0,81.0,2696.0
114,159.0,8107.0,253.0,8107.0
3645,139.0,9860.0,304.0,9860.0
6807,199.0,856.0,26.0,856.0
4602,238.0,3729.0,117.0,3729.0
5966,159.0,5948.0,177.0,5948.0
6523,99.0,7446.0,227.0,7446.0
2301,258.0,5575.0,166.0,5575.0
6449,358.0,752.0,22.0,752.0
1445,358.0,5951.0,177.0,5951.0
5675,139.0,4090.0,131.0,4090.0
5649,179.0,9619.0,296.0,9619.0
7030,159.0,1911.0,60.0,1911.0
4695,199.0,5629.0,167.0,5629.0
1461,279.0,2508.0,78.0,2508.0
995,179.0,9150.0,287.0,9150.0
3895,119.0,7429.0,227.0,7429.0
953,258.0,5475.0,164.0,5475.0
3973,219.0,4057.0,130.0,4057.0
7564,100.0,10590.0,324.0,10590.0
2376,80.0,6825.0,204.0,6825.0
3574,417.0,2025.0,65.0,2025.0
2581,139.0,10053.0,307.0,10053.0
3725,298.0,1214.0,37.0,1214.0
6928,159.0,7626.0,235.0,7626.0
7365,378.0,2504.0,78.0,2504.0
7309,438.0,3171.0,97.0,3171.0
4773,99.0,1815.0,57.0,1815.0
4025,180.0,3471.0,107.0,3471.0
6539,139.0,8836.0,279.0,8836.0
1609,418.0,7162.0,219.0,7162.0
5301,199.0,10324.0,315.0,10324.0
2506,179.0,9596.0,296.0,9596.0
4053,219.0,2549.0,78.0,2549.0
4883,119.0,9975.0,306.0,9975.0
3511,279.0,3021.0,92.0,3021.0
5958,457.0,8219.0,256.0,8219.0
4113,219.0,6174.0,182.0,6174.0
5056,219.0,1093.0,33.0,1093.0
1695,80.0,10224.0,311.0,10224.0
4913,179.0,5712.0,169.0,5712.0
6258,139.0,10740.0,330.0,10740.0
5166,179.0,7201.0,220.0,7201.0
26,159.0,5857.0,174.0,5857.0
6381,398.0,8202.0,256.0,8202.0
6861,338.0,5291.0,159.0,5291.0
6495,219.0,5728.0,169.0,5728.0
3137,377.0,5853.0,174.0,5853.0
2670,179.0,10816.0,333.0,10816.0
6518,179.0,6374.0,188.0,6374.0
7267,219.0,1447.0,44.0,1447.0
2888,139.0,6829.0,204.0,6829.0
5468,199.0,563.0,18.0,563.0
877,179.0,4099.0,132.0,4099.0
6153,80.0,9152.0,287.0,9152.0
1779,258.0,3700.0,116.0,3700.0
695,139.0,7662.0,236.0,7662.0
3159,80.0,6031.0,178.0,6031.0
487,99.0,6702.0,200.0,6702.0
7206,238.0,1665.0,52.0,1665.0
16,219.0,6645.0,197.0,6645.0
4061,219.0,3948.0,127.0,3948.0
5622,80.0,5791.0,171.0,5791.0
2550,219.0,6740.0,202.0,6740.0
23,219.0,262.0,8.0,262.0
6218,318.0,1632.0,50.0,1632.0
3954,139.0,1900.0,59.0,1900.0
399,179.0,2634.0,79.0,2634.0
6292,338.0,5608.0,167.0,5608.0
6548,159.0,2079.0,66.0,2079.0
96,160.0,3052.0,93.0,3052.0
1107,278.0,4679.0,144.0,4679.0
451,159.0,7842.0,241.0,7842.0
3415,238.0,3714.0,117.0,3714.0
6061,99.0,8745.0,277.0,8745.0
1070,179.0,8866.0,280.0,8866.0
1556,238.0,412.0,12.0,412.0
2274,119.0,1960.0,61.0,1960.0
267,139.0,5088.0,154.0,5088.0
1564,99.0,6769.0,203.0,6769.0
6663,119.0,8928.0,281.0,8928.0
5910,198.0,4586.0,142.0,4586.0
2605,80.0,5428.0,163.0,5428.0
3520,179.0,6892.0,208.0,6892.0
2220,139.0,8133.0,254.0,8133.0
4186,298.0,492.0,15.0,492.0
