all/school_crime.ID,all/school_crime.Building Code,all/school_crime.DBN,all/school_crime.Location Name,all/school_crime.Location Code,all/school_crime.Address,all/school_crime.Borough,all/school_crime.Geographical District Code,all/school_crime.Register,all/school_crime.Building Name,all/school_crime.# Schools,all/school_crime.Schools in Building,all/school_crime.Major N,all/school_crime.Oth N,all/school_crime.NoCrim N,all/school_crime.Prop N,all/school_crime.Vio N,all/school_crime.ENGroupA,all/school_crime.RangeA,all/school_crime.AvgOfMajor N,all/school_crime.AvgOfOth N,all/school_crime.AvgOfNoCrim N,all/school_crime.AvgOfProp N,all/school_crime.AvgOfVio N,all/school_crime.New Georeferenced Column,all/school_crime.Zip Codes,all/school_crime.Community Districts,all/school_crime.Borough Boundaries,all/school_crime.City Council Districts,all/school_crime.Police Precincts
1354,Q470,28Q328,HS FOR COMMUNITY LEADERSHIP,Q328,167-01 GOTHIC DRIVE,Q,28,353,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,4,Queens Collegiate: A College Board School| Hillside Arts & Letters Academy| High School for Community Leadership| Jamaica Gateway to the Sciences|Jamaica HS| 167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.799054 40.713533),24340,25.0,3.0,24.0,65.0
1573,X066,12X066,PS 66 (BRONX),X066,1001 JENNINGS STREET,X,12,614,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.886788 40.831052),11269,34.0,5.0,43.0,25.0
1114,Q086,28Q086,PS 86(QUEENS),Q086,87-41 PARSONS BOULEVARD,Q,28,912,,1,PS 86(QUEENS),0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-72.339742 41.12133),26159,,,,
746,M107,04M680,THE HERITAGE SCHOOL(MANHATTAN),M680,1680 LEXINGTON AVENUE,M,4,248,,1,THE HERITAGE SCHOOL(MANHATTAN),2.0,1.0,4.0,0.0,3.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.946541 40.791882),12426,7.0,4.0,35.0,14.0
70,K051,15K051,MS 51(BS),K051,350 FIFTH AVENUE,K,15,1130,,1,MS 51(BS),0.0,6.0,1.0,5.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-80.664743 38.856299),32275,,,,
995,M641,75M721,P721 OTC(MS),M721,16 CLARKSON STREET,M,2,148,16 CLARKSON STREET CONSOLIDATED LOCATION,2,P721 OTC(MS)|CITY AS SCHOOL LOWER MANHATTAN OUTREACH(MS)| 16 CLARKSON STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.089291 41.34969),20131,,,,
913,M446,01M448,UNIVERSITY NEIGHBORHOOD HS(MANHATTAN),M448,200 MONROE STREET,M,1,371,,1,UNIVERSITY NEIGHBORHOOD HS(MANHATTAN),0.0,1.0,5.0,1.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-97.090864 43.284852),22126,,,,
1249,Q209,25Q209,PS 209(QUEENS),Q209,16-10 UTOPIA PARKWAY,Q,25,552,,1,PS 209(QUEENS),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.794796 40.784002),14192,22.0,3.0,20.0,67.0
740,M099,84M385,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 3(MN),M224,410 EAST 100 STREET,M,4,906,410 EAST 100 STREET CONSOLIDATED LOCATION,3,M.S. 224 Manhattan East School for Arts & Academic |Success Academy Charter School - Harlem 3 |Renaissance Charter High School for Innovation |410 EAST 100 STREET CONSOLIDATED LOCATION,,,,,,5C,751-1000,,,,,,POINT (-73.942065 40.785467),12426,7.0,4.0,35.0,14.0
822,M158,02M158,PS 158(MANHATTAN),M158,1458 YORK AVENUE,M,2,725,1458 YORK AVENUE CONSOLIDATED LOCATION,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.951072 40.770522),10092,23.0,4.0,1.0,11.0
840,M176,06M314,MUSCOTA PS314(MN),M314,4862 BROADWAY,M,6,282,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.923874 40.866747),13092,47.0,4.0,39.0,22.0
232,K200,20K200,PS 200(BROOKLYN),K200,1940 BENSON AVENUE,K,20,1311,,1,PS 200(BROOKLYN),0.0,2.0,1.0,1.0,1.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-74.001363 40.603179),17616,1.0,2.0,45.0,37.0
1302,Q290,24Q290,ACE ACADEMY FOR SCHOLARS@GERALDINE FERRARO CAMPUS(PS 290)(QN),Q290,55-20 Metropolitan Ave,Q,24,509,,1,ACE ACADEMY FOR SCHOLARS@GERALDINE FERRARO CAMPUS(PS 290)(QN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.908167 40.71302),15310,54.0,3.0,34.0,62.0
873,M223,06M223,PS 223(MANHATTAN),M223,71-111 CONVENT AVE,M,6,288,,1,PS 223(MANHATTAN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.952884 40.815746),12424,37.0,4.0,36.0,17.0
1647,X110,09X110,PS 110 THEODORE SCHOENFELD(XE),X110,580 CROTONA PARK SOUTH,X,9,412,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.900339 40.835194),10934,34.0,5.0,43.0,25.0
104,K088,15K088,J.H.S. 088 Peter Rouget,K088,544 SEVENTH AVENUE,K,15,1334,544 SEVENTH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,,,,,,7C,1251-1500,,,,,,POINT (-117.158325 32.711157),30346,,,,
303,K259,20K259,JHS 259 WILLIAM MCKINLEY(BS),K259,7305 FORT HAMILTON PARKWAY,K,20,1842,,1,JHS 259 WILLIAM MCKINLEY(BS),0.0,1.0,1.0,0.0,1.0,9C,1751-2000,1.35,4.73,18.5,2.46,2.92,POINT (-74.015036 40.62675),13511,10.0,2.0,44.0,41.0
1494,R861,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,R861,280 REGIS DRIVE,R,31,889,,1,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,0.0,4.0,1.0,1.0,3.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.164265 40.620669),10700,4.0,1.0,13.0,75.0
1581,X070,09X070,PS 70(BRONX),X070,1691 WEEKS AVENUE,X,9,1210,,1,PS 70(BRONX),1.0,0.0,1.0,0.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.907604 40.844387),10935,50.0,5.0,22.0,27.0
1225,Q191,,85-15 258 STREET CONSOLIDATED LOCATION,,85-15 258 STREET,Q,26,898,85-15 258 STREET CONSOLIDATED LOCATION,2,P.S. 191 Mayflower |  P.S. Q993 |  85-15 258 STREET CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.709102 40.734191),15785,63.0,3.0,16.0,63.0
1527,X026,10X396,PS 396(BRONX),X396,1930 ANDREWS AVENUE,X,10,293,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.913451 40.854441),10931,6.0,5.0,29.0,29.0
595,K834,,512 CARROLL STREET CONSOLIDATED LOCATION,,512 CARROLL STREET,K,15,483,512 CARROLL STREET CONSOLIDATED LOCATION,2,PS 820(BROOKLYN) |P372(BS) |512 CARROLL STREET CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-86.197631 35.361251),7475,,,,
1015,M855,02M416,ELEANOR ROOSEVELT HS(MN),M416,411 EAST 76TH ST,M,2,397,,1,ELEANOR ROOSEVELT HS(MN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-84.656912 41.980316),24591,,,,
1301,Q287,24Q330,P.S. 330(QN),Q330,110-08 Northern Blvd.,Q,24,584,,1,P.S. 330(QN),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.858936 40.75784),14510,65.0,3.0,21.0,73.0
1218,Q188,26Q188,PS 188(QUEENS),Q188,218-12 HARTLAND AVENUE,Q,26,696,,1,PS 188(QUEENS),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.753122 40.736034),14506,26.0,3.0,16.0,69.0
972,M528,06M528,IS 528(MN),M528,180 WADSWORTH AVENUE,M,6,223,,1,IS 528(MN),0.0,0.0,1.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.934434 40.850564),13091,47.0,4.0,39.0,22.0
1577,X067,12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION (BRONX),X372,2024 Mohegan Ave,X,12,383,2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,2,P.S. 067 Mohegan School |  Urban Assembly School for Wildlife Conservation |  2024 MOHEGAN AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.884721 40.844051),11269,35.0,5.0,43.0,31.0
1807,X283,10X228,JONAS BRONCK ACADEMY(XW),X228,400 East Fordham Road,X,10,268,,1,JONAS BRONCK ACADEMY(XW),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.891067 40.861461),10936,35.0,5.0,22.0,31.0
735,M093,06M210,PS/IS 210 21ST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP(MANHATTAN),M210,501-503 West 152 St.,M,6,394,,1,PS/IS 210 21ST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP(MANHATTAN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-90.490273 33.180368),15393,,,,
1800,X211,10X319,PULSE (PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION)(XW),X319,560 East 179th Street,X,10,149,,1,PULSE (PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION)(XW),0.0,1.0,1.0,0.0,1.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.893585 40.848577),10935,35.0,5.0,22.0,31.0
632,M009,03M009,P.S. 009 Sarah Anderson,M009,100 WEST 84 STREET,M,3,597,100 WEST 84 STREET CONSOLIDATED LOCATION,2,P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-79.314251 33.383112),26770,,,,
1574,X066,12X286,FANNIE LOU HAMER MIDDLE SCHOOL(XE),X286,1001 JENNINGS STREET,X,12,277,1001 JENNINGS STREET CONSOLIDATED LOCATION,2,P.S. 066 School of Higher Expectations |  Fannie Lou Hamer Middle School |  1001 JENNINGS STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.886788 40.831052),11269,34.0,5.0,43.0,25.0
1869,X430,10X268,KINGSBRIDGE INTERNATIONAL HS(XW),X268,2780 RESERVOIR AVENUE,X,10,380,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,5,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton HS |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-73.897835 40.870796),11606,24.0,5.0,40.0,34.0
398,K324,84K649,LA CIMA CHARTER SCHOOL(BN),K649,800 GATES AVENUE,K,16,597,800 GATES AVENUE CONSOLIDATED LOCATION,3,MS 267 MATH SCIENCE & TECHNOLOGY SCHOOL(BN)| BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL(BN)| LA CIMA CHARTER SCHOOL(BN)| 800 GATES AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-83.575862 42.232857),14170,,,,
1885,X450,08X376,ANTONIA PANTOJA PREPARATORY ACADEMY(XE),X376,1980 LAFAYETTE AVENUE,X,8,373,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,6,Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Gotham Collaborative HS|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.855917 40.822334),11611,58.0,5.0,31.0,26.0
786,M132,06M103,DOS PUENTES ELEMENTARY SCHOOL(MN),M103,185 WADSWORTH AVENUE,M,6,348,185 WADSWORTH AVENUE CONSOLIDATED LOCATION,2,Dos Puentes Elementary School | P.S. 132 Juan Pable Duarte| 185 WADSWORTH AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.934329 40.850715),13091,47.0,4.0,39.0,22.0
1319,Q410,27Q351,ROCKAWAY COLLEGIATE HS(QS),Q351,100-00 BEACH CHANNEL DRIVE,Q,27,255,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.823887 40.585741),20532,51.0,3.0,41.0,58.0
368,K305,13K305,P.S. 305 Dr. Peter Ray,K305,344 MONROE STREET,K,13,140,344 MONROE STREET CONSOLIDATED LOCATION,2,Satellite East Middle School |  P.S. 305 Dr. Peter Ray |  344 MONROE STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-80.815882 37.32742),16287,,,,
1583,X072,08X072,PS 72(BRONX),X072,2951 DEWEY AVENUE,X,8,758,,1,PS 72(BRONX),0.0,0.0,4.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.817877 40.822737),11274,43.0,5.0,12.0,28.0
249,K217,22K217,PS 217(BROOKLYN),K217,1100 NEWKIRK AVENUE,K,22,1136,,1,PS 217(BROOKLYN),0.0,1.0,1.0,0.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.966528 40.633982),13513,60.0,2.0,11.0,43.0
116,K097,21K097,PS 97(BROOKLYN),K097,1855 STILLWELL AVENUE,K,21,777,,1,PS 97(BROOKLYN),0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.986145 40.601321),17616,1.0,2.0,45.0,37.0
763,M118,03M333,PS 333 MANHATTAN SCHOOL FOR CHILDREN(MANHATTAN),M333,154 WEST 93 STREET,M,3,745,154 WEST 93 STREET CONSOLIDATED LOCATION,3,M.S. 256 Academic & Athletic Excellence |  Community Action School - MS 258 |  P.S. 333 Manhattan School for Children |  154 WEST  93 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-85.182791 42.327849),4361,,,,
1487,R600,31R600,RALPH R.  MCKEE CAREER AND TECHNICAL EDUCATION  HS(STATEN ISLAND),R600,290 ST. MARKS PLACE,R,31,644,,1,RALPH R.  MCKEE CAREER AND TECHNICAL EDUCATION  HS(STATEN ISLAND),2.0,4.0,7.0,1.0,4.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.729822 41.195488),24893,,,,
936,M470,,145 WEST 84 STREET CONSOLIDATED LOCATION,,145 WEST 84 STREET,M,3,1044,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,1.0,6.0,35.0,5.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-76.498753 38.977619),28576,,,,
541,K515,18K578,BROOKLYN BRIDGE ACADEMY(BS),K578,6565 Flatlands Ave,K,18,145,6565 Flatlands Avenue CONSOLIDATED LOCATION,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.916477 40.633516),13827,5.0,2.0,8.0,42.0
1696,X137,,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,,2225 WEBSTER AVENUE,X,10,1037,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Theatre Arts Production Company School |  Ms 391 |  2225 WEBSTER AVENUE CONSOLIDATED LOCATION,1.0,11.0,18.0,4.0,5.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.896574 40.854711),10935,6.0,5.0,22.0,29.0
251,K218,19K683,"The School for Classics: An Academy of Thinkers, W",K683,370 Fountain Ave,K,19,231,370 FOUNTAIN AVENUE CONSOLIDATED LOCATION,3,"J.H.S. 218 James P. Sinnott|The School for Classics: An Academy of Thinkers, W|Invictus Preparatory Charter School|370 FOUNTAIN AVENUE CONSOLIDATED LOCATION",,,,,,2C,1-250,,,,,,POINT (-73.874197 40.670721),17215,45.0,2.0,25.0,47.0
1445,R038,31R038,PS 38(STATEN ISLAND),R038,421 LINCOLN AVENUE,R,31,331,,1,PS 38(STATEN ISLAND),0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-99.931599 47.774352),28463,,,,
1480,R435,,465 NEW DORP LANE CONSOLIDATED LOCATION,,465 NEW DORP LANE,R,31,2356,465 NEW DORP LANE CONSOLIDATED LOCATION,2,New Dorp High School| New Dorp Evening Hs | 465 NEW DORP LANE CONSOLIDATED LOCATION,1.0,17.0,24.0,7.0,10.0,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,POINT (-74.107575 40.569355),10693,30.0,1.0,14.0,76.0
1124,Q097,27Q097,PS 97(QUEENS),Q097,85-52 85 STREET,Q,27,682,,1,PS 97(QUEENS),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.859582 40.694313),24017,46.0,3.0,41.0,60.0
1337,Q455,24Q236,INTERNATIONAL HS FOR HEALTH SCIENCES(QN),Q236,48-01 90 STREET,Q,24,234,48-01 90 STREET CONSOLIDATED LOCATION,2,International High School for Health Sciences |  Newtown High School |  48-01 90 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-76.316868 36.935459),3875,,,,
943,M480,02M449,VANGUARD HS(MANHATTAN),M449,317 East 67th St,M,2,333,317 East 67th St CONSOLIDATED LOCATION,5,Ella Baker School |  Vanguard High School |  Manhattan International High School |  Talent Unlimited High School |  Urban Academy Laboratory High School |  317 EAST  67 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-81.965207 34.94895),14044,,,,
1912,X600,07X600,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW),X600,333 EAST 151 STREET,X,7,377,333 EAST 151 STREET CONSOLIDATED LOCATION,3,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-79.796546 39.547491),32786,,,,
263,K225,75K771,P.S. K771,K771,1075 OCEANVIEW AVENUE,K,21,443,1075 OCEANVIEW AVENUE CONSOLIDATED LOCATION,2,P.S. K225 - The Eileen E. Zaglin |  P.S. K771 |  1075 OCEAN VIEW AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.956244 40.579689),13826,21.0,2.0,15.0,35.0
926,M465,06M465,GEORGE WASHINGTON HS(MN),M457,549 AUDUBON AVENUE,M,6,SCHOOL CLOSED,549 AUDUBON AVENUE CONSOLIDATED LOCATION,5,George Washington Yabc |  The College Academy |  High School for Media and Communications |  High School for Law and Public Service |  High School for Health Careers and Sciences |  549 AUDUBON AVENUE CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-80.660106 28.010919),21888,,,,
715,M076,03M076,PS 76(MANHATTAN),M076,220 WEST 121 STREET,M,3,439,,1,PS 76(MANHATTAN),0.0,1.0,3.0,0.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-89.956037 34.325398),16509,,,,
1782,X184,07X379,JILL CHAIFETZ TRANSFER HS(XW),X379,778 FOREST AVENUE,X,7,176,778 FOREST AVENUE CONSOLIDATED LOCATION,4,IS 184(XW)| SOUTH BRONX ACADEMY FOR APPLIED MEDIA(BRONX)| ACADEMY OF PUBLIC RELATIONS(XW)|JILL CHAIFETZ TRANSFER HS(XW)|778 FOREST AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-70.286252 43.674694),14340,,,,
577,K735,22K245,PS 245(BROOKLYN),K245,249 East 17th Street,K,22,302,,1,PS 245(BROOKLYN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-87.625693 41.500833),26902,,,,
1851,X415,11X417,CHRISTOPHER COLUMBUS HS YABC,X417,925 ASTOR AVENUE,X,11,94,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science|Astor Collegiate Academy|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|Christopher Columbus GED|Christopher Columbus YABC|925 ASTOR AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.860704 40.859662),11607,59.0,5.0,12.0,32.0
802,M144,03M242,PS 242 (MANHATTAN),M242,134 WEST 122 STREET,M,3,153,134 WEST 122 STREET CONSOLIDATED LOCATION,2,P.S. 242 - The Young Diplomats Magnet Academy |  Future Leaders Institute Charter School |  134 WEST 122 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-76.498723 38.977626),28576,,,,
1648,X110,09X128,MOTT HALL III(XE),X128,450 Saint Paul's Place,X,9,348,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.904785 40.836346),10934,34.0,5.0,42.0,25.0
824,M158,,1458 YORK AVENUE  CONSOLIDATED LOCATION,,1458 YORK AVENUE,M,2,957,1458 YORK AVENUE  CONSOLIDATED LOCATION,2,P.S. 158 Bayard Taylor | Yorkville East Middle School | 1458 YORK AVENUE  CONSOLIDATED LOCATION,0.0,1.0,1.0,0.0,1.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.951072 40.770522),10092,23.0,4.0,1.0,11.0
1697,X138,08X138,PS 138(XE),X138,2060 LAFAYETTE AVENUE,X,8,649,,1,PS 138(XE),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.853521 40.822659),11611,58.0,5.0,31.0,26.0
1678,X127,11X127,MS 127(XE),X127,1560 PURDY STREET,X,11,805,,1,MS 127(XE),0.0,1.0,7.0,0.0,1.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.853575 40.838112),11271,58.0,5.0,31.0,26.0
580,K778,14K685,EL PUENTE ACADEMY FOR PEACE & JUSTICE(BN),K685,250 Hooper St.,K,14,176,,1,EL PUENTE ACADEMY FOR PEACE & JUSTICE(BN),0.0,0.0,1.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.955737 40.705806),17613,36.0,2.0,38.0,56.0
1536,X035,09X035,PS 35(BRONX),X035,261 EAST 163 STREET,X,9,663,,1,PS 35(BRONX),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-72.642301 42.274045),10778,,,,
247,K215,21K215,PS 215(BROOKLYN),K215,415 AVENUE S,K,21,854,,1,PS 215(BROOKLYN),0.0,3.0,1.0,3.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.970033 40.602063),18183,32.0,2.0,45.0,36.0
1369,Q520,24Q530,INTERNATIONAL HS@LAGUARDIA COMMUNITY COLLEGE (QN),Q530,43-35 Van Dam Street,Q,24,405,45-35 VAN DAM STREET CONSOLIDATED LOCATION,2,Middle College High School at LaGuardia Community |  International High School at LaGuardia Community C |  45-35 VAN DAM STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.936982 40.726161),18182,36.0,2.0,38.0,57.0
1152,Q127,30Q127,PS 127 AEROSPACE & SCIENCE ACADEMY(QN),Q127,98-01 25 AVENUE,Q,30,1244,,1,PS 127 AEROSPACE & SCIENCE ACADEMY(QN),1.0,0.0,4.0,1.0,0.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.870795 40.764722),14511,65.0,3.0,21.0,73.0
1692,X135,,2441 WALLACE AVENUE CONSOLIDATED LOCATION,,2441 WALLACE AVENUE,X,11,725,2441 WALLACE AVENUE CONSOLIDATED LOCATION,3,Bronx Park Middle School  |  Pelham Academy of Academics and Community Engageme |  Bronx Green Middle School |  2441 WALLACE AVENUE CONSOLIDATED LOCATION,0.0,6.0,14.0,2.0,3.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.864557 40.862667),11605,59.0,5.0,12.0,32.0
560,K625,17K751,ACADEMY FOR HEALTH CAREERS(BN),K751,150 ALBANY AVENUE,K,17,274,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-93.719616 32.473872),12336,,,,
630,M007,,160 EAST 120 STREET CONSOLIDATED LOCATION,,160 EAST 120 STREET,M,4,450,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,1.0,11.0,8.0,6.0,4.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-111.886448 40.773477),11574,,,,
1310,Q339,30Q361,THE WOODSIDE COMMUNITY SCHOOL (QN),Q361,39-07 57th Avenue,Q,30,207,,1,THE WOODSIDE COMMUNITY SCHOOL (QN),0.0,0.0,0.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-93.331869 45.058425),26417,,,,
839,M176,06M176,Amistad Dual Language School,M311,4862 BROADWAY,M,6,390,4862 BROADWAY CONSOLIDATED LOCATION,2,Amistad Dual Language School |  Muscota |  4862 BROADWAY CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.923874 40.866747),13092,47.0,4.0,39.0,22.0
