all/jannis_table_1_1.csv.V32,all/jannis_table_1_1.csv.V35,all/jannis_table_1_1.csv.V49,all/jannis_table_1_1.csv.V31,all/jannis_table_1_1.csv.Key_1_1,Key_0_0
0.69362,-10.2313,110.873,46.5549,47681,33040
0.408866,-2.24238,113.767,42.0686,6453,41378
0.230057,6.42937,71.5635,6.52121,6364,21608
0.275388,-9.20199,156.785,35.7598,11496,56141
0.192234,-2.0839,124.523,62.4258,36890,29354
0.768275,-18.5814,123.251,31.7637,8840,44236
0.151703,2.9865,219.139,70.5489,24349,9302
0.26276,-14.6,45.1552,16.1255,30157,31518
0.679053,3.05504,208.529,24.7008,23500,39240
0.338168,0.741233,114.85,44.1497,35325,2856
0.824312,-12.618,102.862,60.6511,18611,49908
0.17916,20.8089,166.431,26.6022,43263,39684
0.188361,8.03022,121.605,33.2067,9607,28179
0.0966176,6.61823,224.307,47.715,56137,2052
0.558001,-0.78749,193.794,16.6596,41959,45096
0.265353,-8.70572,96.9344,24.3131,23998,16782
0.112992,3.10522,185.702,41.8405,22771,41168
0.200002,0.365382,147.965,33.9882,34873,32726
0.136649,-1.47403,89.8094,17.7996,14689,2712
0.378642,-9.54892,55.3797,34.7259,3342,54800
0.431179,2.4555,111.445,59.4147,21255,32027
0.112162,-6.08325,134.311,11.4468,47266,1740
0.23577,2.49314,220.431,57.0814,23386,14717
0.512546,0.313905,228.582,73.2731,4009,459
0.299487,0.462816,194.446,13.6801,35936,21546
0.107238,-4.64059,86.0667,12.492,29548,29100
0.116894,0.461375,50.722,3.80268,25935,20250
0.682759,-3.01104,122.037,50.5086,10599,39724
0.122092,-9.93919,88.7065,37.868,39428,27181
0.992899,0.569033,62.505,33.5284,48874,56186
0.705575,0.442911,126.806,54.3362,12411,26274
0.427438,-2.96042,109.737,25.3168,22149,46111
0.291767,3.02271,232.514,20.8998,24478,47892
0.220202,1.9962,227.796,9.74902,44446,27381
0.445006,-2.75503,142.03,62.9563,13539,50052
0.0652092,0.802719,224.918,36.5707,30066,558
0.249722,-3.26327,126.545,16.7651,50600,18600
0.208067,2.07381,223.956,40.2569,26932,6399
0.191521,-0.611479,118.899,2.49278,35322,627
0.742676,2.65032,132.743,53.1588,17596,53938
0.410947,-0.457315,109.544,57.0207,5669,6035
0.379075,-4.65931,152.755,35.7394,73,21198
0.500167,3.00742,156.956,46.0869,3519,36976
0.280932,-0.609701,92.2274,37.9693,41323,455
0.533779,3.63196,182.257,57.5459,37388,29979
0.23013,-1.65136,114.203,20.5833,53845,24724
0.437726,-4.06331,120.586,0.866289,56931,36027
0.380746,43.0994,168.085,26.3836,11988,15346
0.385839,-2.10205,152.269,39.0322,20012,54044
0.352859,-0.777268,37.6784,17.4973,27196,6998
0.148721,-10.9146,108.681,34.8179,20015,36111
0.255463,-15.689,109.332,52.6634,48743,46318
0.32813,3.07878,94.7959,46.2715,48880,40513
0.203993,20.8892,81.4613,12.7488,53676,53030
0.264039,-1.65262,111.041,31.7173,12296,52961
0.603779,-7.0198,90.6559,42.8125,9688,49889
0.233832,1.87122,165.515,20.3291,54449,55822
0.0530549,-0.865866,252.925,39.5222,22419,16365
0.532487,-8.93435,164.544,52.2306,52293,14574
0.150541,-6.05798,183.95,15.3245,2253,27122
0.202931,6.39001,94.2222,34.5694,23630,27998
0.697226,-0.439293,117.534,13.4441,44802,40261
0.273562,0.943875,51.6121,28.6887,28798,5852
0.0704565,0.39912,56.0343,33.4996,21946,52012
0.288465,0.158967,252.58,46.6749,34937,31610
0.0801086,4.29607,152.295,64.9234,17183,9822
0.161653,0.0493132,104.034,19.0606,15781,25944
0.561691,0.378201,85.8025,20.4699,52946,4751
0.809278,2.71119,104.34,11.3811,44698,6061
0.250251,-2.89287,90.613,17.8598,5030,14138
0.104363,-0.0724555,183.28,5.56303,52618,47877
0.315192,3.83304,99.8789,63.9242,14433,32710
0.247252,13.901,155.715,51.8594,34233,21976
0.218849,-4.188,106.56,19.8992,7236,15058
0.419784,0.200183,240.843,56.4955,47457,27707
0.313894,0.974493,243.246,5.11876,37319,4309
0.888581,3.12638,63.0224,53.9724,16450,50708
0.279843,2.94036,89.9152,16.1427,46001,21946
0.267495,11.911,111.85,49.3463,11091,6051
0.187413,4.59858,176.465,29.9885,29409,16016
0.338402,-8.84478,144.122,7.84484,40284,10672
0.216827,-0.265541,36.2692,45.9632,30931,21641
0.0707439,2.7813,105.971,49.5751,56689,419
0.0682099,2.71911,64.7146,17.5043,4526,36420
0.354824,-0.643192,112.39,56.9323,34742,5767
0.634794,1.54896,131.704,58.9344,37171,49323
0.153745,1.35903,160.659,19.2817,50936,16776
0.334211,1.53795,215.851,59.9283,44079,33326
0.061464,3.0083,62.1329,22.0873,25234,31039
0.0600571,-0.193618,157.372,31.8663,29467,55341
0.11079,0.193633,73.8104,59.809,18326,25716
0.116391,-0.85391,177.965,65.0805,17923,45900
0.797451,0.639064,211.613,34.1455,55109,43539
0.385393,-0.448103,73.6988,11.7246,17282,57298
0.489562,-1.42359,112.816,47.2595,13951,13568
0.527314,-14.7381,147.699,66.8687,37936,7210
1.08686,10.56,174.537,49.6619,4308,54421
0.0966437,2.08167,33.9005,41.5343,12000,29074
0.141409,-1.2521,127.065,73.8179,22503,52030
0.156565,14.4175,97.9261,63.3436,30769,30735
0.71679,-5.80716,52.0708,15.1306,52460,11421
0.203884,-1.37959,102.363,24.1093,29595,11672
0.281334,2.48965,156.173,57.9207,41170,16941
0.959584,-1.53042,191.702,52.3493,42293,54320
0.826795,-12.8676,62.392,43.2839,52264,13215
0.734966,-0.650284,216.885,39.991,37159,7004
0.263869,-4.45831,188.516,1.92507,41148,32003
0.181387,-13.2487,70.0462,46.0605,8369,32367
0.635687,3.47816,129.814,30.0942,34815,3028
0.120867,-3.72579,76.973,64.0097,14050,51084
0.301432,1.59591,137.302,39.3916,7397,17808
0.136932,0.944651,34.1634,53.6349,15946,25649
0.246213,1.40883,82.821,19.2044,13555,39827
0.149333,5.21201,145.549,5.23318,56950,36651
0.117845,-0.469817,169.088,72.5602,51804,38533
0.252422,-1.07395,157.979,26.7911,54507,44404
1.08415,1.03631,64.4734,7.83122,2466,6512
0.513167,-0.120026,114.795,3.81309,2412,47209
0.243642,-9.2653,144.592,21.5804,38217,27702
0.169185,-2.33063,158.895,55.7171,33172,20992
0.589486,1.59873,183.679,41.4962,5557,23384
0.807003,-2.35745,61.9784,39.8285,50050,3659
0.667113,-1.47002,247.883,30.6645,41943,42418
0.562291,-4.18102,229.999,40.6777,13650,42376
0.0588703,1.64412,87.6862,37.2119,42696,9301
0.560211,-11.7044,50.7956,68.0026,32153,10323
0.139543,-4.11946,104.264,44.73,35423,48251
0.582827,4.32326,118.778,14.7706,37623,32697
0.205257,-0.397978,113.688,8.9456,43722,3023
0.210579,-3.45036,147.815,43.1251,3228,56230
0.263489,-5.7223,162.734,39.1274,34963,36145
0.155793,3.14129,61.2534,20.8641,11984,32917
0.211185,0.45095,90.161,62.5585,7961,21441
0.146482,-1.05249,158.305,15.8255,16414,40476
0.419492,-0.459512,121.202,32.4055,44810,31157
0.334286,0.621532,208.37,34.0479,56776,12989
0.273503,1.35591,235.534,62.0229,19609,40603
0.27444,-7.73161,202.793,39.1783,36805,23137
0.0757717,5.10196,114.283,1.69198,55886,29835
0.136457,-5.6802,116.004,64.6776,1000,50982
0.371153,-1.01408,13.8166,67.2039,3241,11726
0.154773,-1.55698,87.648,33.7043,32594,29747
0.313003,4.45308,184.93,46.4485,36997,10700
0.227616,12.6548,159.818,39.329,9825,55537
0.37472,3.67934,43.0677,11.2822,56225,18905
0.152183,5.93312,233.462,39.4826,20619,38125
0.263745,2.61255,23.59,52.7933,41871,53564
0.843764,-1.36287,85.5259,16.6079,44998,53531
0.505067,0.0383447,85.9965,16.2168,45685,7793
0.187556,1.74915,129.133,36.0577,47415,14772
0.690185,-0.459545,189.279,61.57,34532,16254
0.302193,-0.407536,69.9293,61.6185,50307,6229
0.417684,2.35098,90.0373,29.1282,49117,23667
0.14856,-11.0193,120.16,18.3315,25795,38913
0.221164,1.22914,25.1836,9.77104,11188,16896
0.581627,5.25629,110.714,51.9751,50737,7844
0.397146,-2.33968,197.565,28.7434,9125,57409
0.176629,0.580505,60.0513,3.97359,6964,55883
0.263889,-0.218343,138.673,20.5736,24362,56241
0.271655,4.22017,143.645,38.3672,20489,18161
0.0820001,4.80408,120.009,9.53034,30838,27056
0.118826,8.65769,68.2886,28.2593,9117,49737
0.41563,2.39452,24.7008,18.7355,5399,21303
0.537276,5.13168,185.53,19.8109,27176,41950
0.153902,-0.551249,38.6201,85.0863,44070,22376
0.240348,-4.58125,8.43834,20.8536,52155,33817
0.463552,7.07365,92.2216,29.6825,44280,14693
0.0912579,-3.2531,174.062,19.1541,29007,22855
0.239766,-1.08188,146.733,3.47693,31285,36704
0.371559,13.3229,66.1406,60.61,34628,43801
0.416998,12.448,46.4158,40.7176,30342,12264
0.289682,-7.01948,154.47,7.46768,13342,40421
0.325913,2.55267,60.8256,33.6439,40637,42026
0.583292,0.383358,68.4782,30.7002,15596,27874
0.453104,4.63716,190.318,56.0081,40102,36019
0.0922005,-4.78113,101.529,7.52808,465,49721
0.152622,-0.443329,108.279,42.5559,31425,195
0.463958,3.21989,149.766,34.7297,48536,1610
0.122249,-5.81644,63.5954,35.153,57382,35344
0.116385,2.45157,153.895,9.99607,37470,24701
0.217353,4.59281,63.937,30.8775,33424,25710
0.752509,7.61257,135.855,47.8192,44119,5065
1.0781,1.6298,131.152,47.3145,6639,43917
0.717335,9.06075,189.598,17.8582,1673,42507
0.196706,0.47469,41.7267,28.3981,374,31279
0.143951,13.9474,16.8556,34.9057,57146,32088
0.473274,8.06272,42.303,59.6757,9140,56466
0.988887,-2.81048,98.5602,12.3081,18197,20399
0.898788,-0.351592,131.888,9.49621,25116,7273
0.513936,4.55828,112.081,19.2175,34969,11889
0.221756,-0.362628,115.534,23.8363,38674,4473
0.0447691,10.9669,146.274,15.694,7780,14441
0.666111,-2.16537,45.2199,33.7799,2112,10453
0.470249,-5.64205,148.256,32.0587,23462,665
0.058463,13.0097,45.3353,12.0055,7441,17288
0.630831,4.93761,98.2649,19.6148,55814,27458
0.385564,-0.795417,214.06,8.31055,42164,46610
0.291406,3.69309,147.774,25.1073,43870,50819
0.167451,1.33354,122.367,92.6546,30699,2754
0.292206,0.460855,114.028,10.2874,46098,36324
0.588678,-0.871741,142.942,38.2751,52156,41333
0.32213,2.46395,77.5286,40.5596,37560,28574
0.353778,-0.323177,146.425,28.4126,11082,40263
0.0339481,5.07264,86.089,22.3445,31338,12474
0.45262,1.0592,75.9649,18.0359,1219,44192
0.24641,6.27863,147.518,8.22419,2955,17180
0.240094,0.320119,98.6503,29.987,8293,42544
0.382736,2.10557,121.019,51.4068,2178,33822
0.0429563,3.41935,207.322,30.0344,30377,11383
0.982061,1.73523,135.44,10.0779,36336,52236
0.694552,3.46232,112.688,24.8125,48039,57184
0.295867,1.39275,142.256,26.0302,19285,5827
0.398255,2.18624,125.093,55.2647,24989,20278
0.677846,3.94932,35.2305,42.4023,32972,38110
0.0640301,-7.53256,194.884,28.1706,27158,943
0.193415,-1.67868,201.16,22.1862,2510,5098
0.109657,-17.3534,137.412,23.4252,55769,14947
0.497241,11.6092,120.955,17.1541,47302,43727
0.342653,-0.622675,40.8063,9.00716,39966,12002
0.217685,1.20351,122.631,55.899,39338,20007
0.0589762,-0.940193,104.894,19.593,32073,41683
0.594755,-5.88781,86.8299,44.6545,11962,1122
1.0,-3.60845,180.743,26.8521,43919,55703
0.688011,15.8358,158.871,56.3302,621,4167
0.745577,1.59177,106.182,21.6963,4716,35965
0.785699,22.5455,107.203,41.8786,14053,14524
0.0884729,0.0229702,71.7874,40.6638,31158,20079
0.380188,0.9626,138.793,9.249,2751,43993
0.170746,12.6002,117.187,69.9745,4705,17298
0.317193,-0.238918,191.565,30.3865,23289,32585
0.0959008,-1.91247,88.5461,3.0004,30346,40083
0.183909,1.47567,176.655,51.911,47906,6763
0.119785,-1.34011,93.5293,46.4481,42145,11309
0.357563,-7.07511,83.5204,48.7314,34683,6535
0.122209,1.8877,67.967,41.2408,39266,46690
0.305986,0.112388,53.8499,58.5571,48310,21530
0.294791,-0.206893,139.568,48.9548,45868,44922
0.166114,3.52051,115.423,41.3338,10179,33825
0.786643,6.16833,164.723,35.995,22132,5951
0.226017,-4.58881,176.444,49.1105,16875,48713
0.424197,3.41218,118.018,4.57577,40889,44586
0.30386,8.75753,138.949,23.0454,8828,13310
0.801201,1.25175,103.266,57.849,41815,48889
0.502547,-5.25599,111.442,13.204,47236,3357
0.282576,0.0549707,109.463,67.7025,56962,9680
0.598437,-1.10135,139.365,35.3095,26412,38341
0.421662,0.133227,86.9153,64.0799,33843,26506
0.195516,0.961201,188.272,42.3573,3887,18935
0.277176,2.21192,123.259,21.2753,5165,38351
0.28405,0.692834,38.5296,51.458,21998,27350
0.66746,0.336198,217.893,11.2017,15058,15749
0.279448,2.24316,49.3184,70.2374,27325,54934
0.422506,-6.90273,60.5198,18.5884,35852,21674
0.417548,9.78365,94.8941,10.7303,4496,30800
0.740674,7.75982,163.601,49.7583,47638,49264
0.0633687,8.54469,122.234,44.8658,12598,53633
0.131699,0.250343,101.058,42.1188,13739,36073
0.399349,1.78287,95.3362,48.079,40033,11324
0.256425,-2.05688,136.342,54.4494,53362,3082
0.654372,-0.331264,74.4207,15.7004,44731,42740
0.501818,9.97447,157.326,28.2649,24102,47533
0.100984,3.97624,82.8962,27.2599,4093,7959
0.453091,-21.3552,130.275,17.395,11904,47811
0.0612815,0.235965,92.1317,24.9754,18533,18696
0.160239,1.80055,35.5173,77.6394,23063,40153
0.142561,-0.476139,122.111,81.2841,45154,25849
0.19213,-3.63296,132.568,11.2985,26100,57161
0.056836,4.92898,130.017,52.8599,1764,32555
0.24238,11.9488,144.174,22.1581,3490,9141
0.256573,-15.6188,100.535,12.7005,38471,30863
0.65608,-7.38707,126.931,14.2104,53266,36242
0.0519608,5.92936,70.0317,72.1243,8117,2344
0.334363,-4.17072,197.665,38.0124,44983,15429
0.225054,-0.894368,165.797,6.43426,41488,21316
0.149794,1.21951,109.643,10.4054,55201,25789
0.0875434,1.84302,198.239,59.161,43501,46993
0.79808,6.03149,56.1249,21.7943,45384,9536
0.701069,1.01781,82.3978,12.3802,54624,15657
0.198152,-1.57482,136.008,17.8239,29550,12745
0.499184,3.15881,202.072,14.9092,6367,19828
0.133563,3.51122,71.2381,6.61003,39639,8059
0.449677,-2.23121,69.8608,0.425634,1896,8884
0.0630958,5.36182,250.661,45.7171,6007,4628
0.11209,5.73347,200.474,41.658,55449,8235
0.495562,2.63375,74.0987,27.3357,6952,8718
0.208906,-0.354131,240.232,4.98143,26516,53008
0.15276,-1.21017,84.7272,26.0528,30039,299
0.415347,-0.29249,98.5624,26.3575,15080,52242
0.253564,-2.2135,203.061,8.70234,23617,35975
0.47648,4.56195,121.285,21.6302,1368,3306
0.182382,-5.97493,138.891,23.9427,28416,50089
0.422047,-4.81232,157.888,19.9358,43707,55682
0.420188,0.726244,145.319,30.3235,35727,20803
0.5433,-0.728089,98.9187,61.3205,29761,50660
0.547758,0.494701,20.7912,18.4778,17973,27793
0.196788,1.08191,16.6781,32.4954,37708,20499
0.466324,-0.510833,123.871,39.799,47650,8592
0.202913,-1.71688,90.8653,24.5901,25480,40454
0.67842,-10.2285,133.787,68.0112,25075,36299
0.141376,3.40586,70.9111,16.7274,17514,22048
0.123926,3.98607,168.946,72.9293,53776,36418
0.434114,13.538,71.6822,48.3186,3051,19032
0.187609,-0.807361,67.8542,17.024,35149,45533
0.371149,2.28398,253.024,46.5214,24712,40470
0.337857,2.54437,173.796,46.3185,5973,13411
0.755034,-3.49042,149.822,27.1841,21562,12031
0.15335,0.227598,111.169,86.0121,34481,14194
0.262068,5.78977,35.4407,41.4194,56376,23233
0.136544,2.0253,114.327,47.781,38516,14958
0.643252,10.7624,109.963,5.16756,11941,42562
0.0887585,0.206001,109.708,24.4658,5365,5381
0.0853438,-0.998228,96.0698,30.7725,8666,7264
0.277614,4.57807,104.295,47.4353,56728,46347
0.41486,-12.6945,170.44,55.5343,47463,53669
0.323579,6.80703,92.5527,18.4324,783,1497
0.198604,-6.72769,52.8377,66.2378,43567,31041
0.526337,0.33172,194.173,57.1641,15825,30782
0.142256,2.6548,196.242,48.7971,33240,39515
0.175058,12.1784,176.641,18.2559,27848,47783
0.198427,-0.585488,226.734,10.8953,57567,9454
0.566497,-8.50458,134.199,8.58082,48083,43384
0.171943,-4.72718,205.75,9.67,29339,12176
0.262937,3.09964,226.903,59.9505,56204,55018
0.165912,25.7186,141.473,38.7955,28154,2094
0.417912,-1.84515,89.1326,37.8705,7765,48550
0.406904,0.0521293,168.775,6.22138,20678,6953
0.383862,2.02971,126.345,48.9295,36497,20194
0.098111,19.4669,81.0458,28.3005,56392,38757
0.302372,2.28017,49.4903,51.5173,22414,47679
0.174947,0.0912308,107.053,46.6076,5408,23466
0.050916,7.86917,42.0974,42.4909,22356,23141
0.275026,3.69239,96.1604,35.4879,31618,18175
0.388574,1.80174,145.934,38.3068,19000,7157
0.200625,10.9223,128.843,8.24912,16435,50093
0.308195,3.46266,30.1912,10.7827,27059,49538
0.280853,3.00864,51.9481,10.9117,861,8311
0.264297,1.04266,70.132,46.5265,7938,46654
1.03217,4.0643,239.924,40.8539,53639,25034
0.0958363,0.363352,48.3768,24.4844,55396,3419
0.874136,1.65718,172.95,23.9773,24292,2277
0.412046,-5.65087,40.2912,37.2544,52537,15277
0.056645,1.20573,135.989,31.8492,14417,13949
0.17466,2.11772,152.936,11.6952,52323,1531
0.241256,0.120991,80.0275,65.1646,19430,30959
0.502187,-0.957663,111.885,61.9906,33875,39344
0.234242,-9.70872,59.829,45.4292,53601,23371
0.703054,9.31471,123.441,50.2503,2410,3522
0.453342,2.71429,86.641,49.7354,27963,33400
0.0547628,1.95948,57.4918,38.9549,26173,37713
0.393735,-15.6543,53.1071,63.1039,13919,2684
0.393252,-5.3699,136.155,13.2724,47312,56296
0.502068,-3.3912,122.241,15.6706,34163,34581
0.381149,-2.49324,158.139,19.4747,41210,33500
0.136741,-9.5493,24.1953,14.2821,39329,42277
0.173061,-0.249517,105.96,44.3045,30004,39508
0.105963,5.33362,91.4338,38.23,39461,7924
0.992502,-2.28526,17.5435,33.1692,234,47018
0.698812,-6.0533,222.026,84.4683,16657,35862
0.0791225,-1.81058,96.6528,42.5197,8762,8591
0.213801,25.6352,81.5397,46.6831,30249,14302
0.541082,-8.78046,209.984,75.6656,28525,26968
0.731811,2.63281,100.343,42.9131,24830,26222
0.348211,1.45074,170.482,40.2683,45948,45504
0.403799,-6.22998,127.298,30.0315,23927,50080
0.427733,-9.62105,113.971,18.3822,34924,42099
0.206002,-0.0413051,118.941,32.2119,33276,26594
0.416586,-1.60337,194.184,61.0402,54899,31317
0.32573,7.61529e-15,122.303,45.6638,41741,32804
0.483618,-1.35256,203.017,64.2736,12913,54660
0.106697,0.522799,189.826,51.7426,33501,18713
0.11867,3.37263,248.992,41.1946,31324,19453
0.370711,3.92887,245.359,26.114,3446,56081
0.286375,-6.48042,64.578,40.7989,36414,37579
0.164951,2.46261,134.742,68.0508,43421,24788
0.438127,2.76825,100.738,43.7331,7633,32544
0.601291,3.14283,116.803,52.5833,37587,20434
0.0605365,-2.77909,84.1354,30.8142,27603,54770
0.0645652,1.90764,129.936,24.254,31910,17716
0.358751,4.99599,91.5354,24.3192,33317,45252
0.444171,-0.0364923,110.496,56.7459,18994,17126
0.0938134,-1.79272,149.213,33.1373,53506,7548
0.476382,1.86765,221.37,55.7309,26299,34715
0.111736,0.318725,19.3388,40.6445,27904,28899
0.699283,2.98209,213.809,3.14455,39210,7506
0.228936,0.653272,86.5566,25.9838,53502,32675
0.0646924,2.78291,61.5944,28.4725,31290,41753
0.176485,-0.0935508,206.262,28.1671,7582,10974
0.277618,0.311359,178.908,16.7595,11639,856
0.0952625,5.22706,132.489,39.876,3203,15240
0.764547,-0.791523,95.3624,16.8052,3222,8144
0.51907,18.4159,58.9726,8.22324,49892,7579
0.129791,-4.24612,191.302,5.05489,8595,10590
0.129564,7.18891,46.8601,7.22541,1358,6810
0.0668821,8.21382,136.293,70.8196,17803,174
0.548667,4.50786,167.992,36.2966,25384,22220
0.0943853,-1.07564,139.353,28.6981,40220,14150
0.321427,15.9182,45.6695,35.088,22055,5655
0.346607,2.15009,87.3441,39.8472,8721,39180
0.325374,-5.48932,130.655,30.4899,47460,33667
0.573818,2.37384,219.351,61.7831,57417,13898
0.284755,10.5197,191.054,20.6874,42306,42168
0.0681811,-6.24816,50.114,9.30476,47873,27855
0.314195,-1.72566,137.34,62.9967,26772,8213
0.414183,-4.47693,95.6645,7.70872,34603,53821
0.773548,7.8347,228.113,19.6454,25478,6974
0.174319,-0.45419,176.303,17.3023,53858,3124
0.188,-7.44627,100.314,29.4822,13402,46091
0.274364,-3.62993,62.3166,77.6887,44064,13636
0.215935,6.44145,45.0072,6.02613,32039,41729
0.0636768,0.878634,74.9162,66.6416,12039,3041
0.0617507,1.50019,187.216,16.8203,32848,48577
0.326654,-0.322441,111.296,15.4464,38791,39020
0.549457,-7.17867,54.14,39.4882,50150,1943
0.397664,0.141117,81.8071,37.2245,50666,45756
0.989643,-0.661421,59.387,10.5144,41525,514
0.314076,9.51541,209.5,6.28599,47095,25381
0.350442,4.21645,74.5461,10.6481,40736,36647
0.26934,0.353107,163.217,34.3248,35475,30207
0.22888,0.102454,67.2389,8.0711,32069,56950
0.175651,0.0770503,189.721,43.482,21965,55271
0.0961586,-9.45552,251.657,45.5783,791,27277
0.545833,3.43707,92.637,19.261,7868,14589
0.175051,-0.565962,125.467,17.6528,44653,13570
0.495113,-4.18483,80.977,68.5252,51453,54428
0.352664,-3.43726,161.6,23.5919,45743,51976
0.0688115,-1.19944,111.757,45.5679,32883,54894
0.387986,14.9466,107.057,36.7703,13470,13929
0.201674,-14.259,217.464,59.2136,20882,5775
0.415465,0.18474,117.545,45.3675,54845,32127
0.487684,3.05625,122.556,62.9238,32447,53513
0.143553,9.06662e-15,167.728,55.6395,32613,37924
0.319513,14.0046,89.5064,17.4325,30037,29526
0.206271,1.09102,77.7675,28.6712,42596,6792
0.197476,3.83903,150.327,37.7727,40847,22623
0.437414,0.238833,110.603,3.85689,8365,30808
0.966114,-0.275198,121.264,31.3971,18449,3861
0.258437,-0.123279,105.655,20.3814,9106,20443
0.159919,4.07809,238.289,28.6454,4064,36239
0.136316,-0.511852,186.188,4.90241,20312,4534
0.310705,-2.23573,93.1634,19.5131,47432,33705
0.121183,6.36716,65.6367,12.4749,7059,32115
0.357956,3.75564,98.8542,48.0284,13700,15124
0.425838,20.6785,77.224,34.9936,48292,38796
0.242679,-2.58823,50.4715,27.6928,25810,24416
0.162711,-7.32717,104.741,64.863,57011,23226
0.0912237,0.850486,149.645,31.6359,24543,19769
0.288571,49.3411,187.291,25.1018,19115,6318
0.116039,0.231063,104.311,49.2729,35563,27989
0.27926,-1.55487,192.329,64.9502,37939,54178
0.43891,2.50409,115.485,20.7108,56250,26920
0.372401,-1.21307,21.353,3.6792,37236,16516
0.168526,-1.19396,91.4322,16.5301,41455,44557
0.239532,-0.389279,117.314,11.9207,10216,41505
0.459636,-7.4844,243.864,33.4937,24773,46182
0.082806,0.114788,170.962,63.959,55789,3517
0.308318,11.8448,46.9274,33.39,5970,24834
0.513412,1.32528,99.3369,41.0797,45764,3271
0.36015,3.41247,217.902,15.6229,30515,42932
0.698954,4.30643,94.2129,16.2001,45281,7656
0.320333,0.637685,105.998,43.6042,22846,7709
0.842769,-5.15358,50.0105,33.131,43498,15504
0.222595,8.8374,203.857,50.9087,5347,32875
0.0896099,4.40612,144.773,14.6942,55484,51223
0.0985523,-0.972058,84.6299,60.8385,35342,28396
0.459429,-4.51514,105.332,34.8643,53401,32313
0.110812,-0.00118998,102.525,19.0256,45266,46267
0.205301,5.61114,153.734,19.1241,43055,502
0.13586,5.24681,196.826,47.2026,14820,6303
0.269237,-0.55076,119.448,24.3831,36100,12884
0.452244,-0.928815,233.403,29.9738,4400,31543
0.241799,1.52741,124.895,50.0448,34139,27470
0.384947,0.00914635,143.508,24.6198,21487,31751
0.173696,4.23646,100.421,11.728,50129,37456
0.118588,0.661576,189.646,36.0921,50147,25806
0.727216,3.44502,215.777,46.4039,14517,46176
0.5716,3.97769,249.445,31.5114,38558,9325
0.0632003,10.5395,150.461,50.2057,6909,12128
0.312846,0.666187,163.291,37.9546,3976,16015
0.340376,-15.0088,85.3694,76.0312,51662,55609
0.226229,-1.3224,102.712,51.5198,34520,57171
0.436842,-6.50621,48.3848,40.5,12265,797
0.571407,0.508776,179.937,10.2045,370,4395
0.134753,0.0658949,195.851,30.4957,3594,37366
0.208119,0.193843,76.3902,16.6928,53589,30727
0.348126,0.809385,122.059,38.0669,36642,30280
0.0509886,-0.210632,119.574,37.8679,27927,38394
0.593412,13.0158,197.107,42.9037,49208,29810
0.116635,0.576799,95.0096,34.1464,13697,12525
0.129857,1.12085,126.484,15.6671,13114,36592
0.770405,3.9083,85.4137,64.255,56711,22651
0.672972,0.63568,179.416,16.7986,56042,23602
0.124696,-5.6159,81.9934,49.7077,31699,55689
0.394577,0.535937,254.288,13.0286,18104,23061
0.301711,4.01779,185.317,33.3258,5990,50004
0.44057,1.12342,193.98,57.3323,38636,19014
0.235414,0.184241,33.3662,29.7579,49110,39575
0.138559,-0.753009,59.1238,64.7992,45167,6013
0.698488,1.56226,157.625,49.2984,43196,22524
0.423566,0.295289,162.69,41.8757,3971,39647
0.49145,0.496979,160.724,56.2027,46946,55370
0.648601,1.3995,119.814,44.5462,3701,46270
0.497734,12.0756,111.376,28.0488,37740,27523
0.34128,-11.6787,106.786,8.36251,50641,21788
0.0704992,-5.82494,115.279,28.0965,46634,46172
0.333094,-1.08604,161.415,18.4205,20099,28941
0.17968,2.02172,249.053,69.7137,26910,25241
0.252719,2.18516,47.8153,16.3144,3237,41521
0.682944,-1.90746,147.681,24.6031,53332,39957
0.570383,0.625001,210.067,31.5727,14337,8203
0.247158,-1.55207,121.388,16.582,11779,30958
0.193963,-17.2363,116.528,6.25706,17658,11133
0.725011,2.75797,230.532,26.5895,36031,18911
0.358251,1.99441,117.663,24.7389,31020,3765
0.583746,1.39945,113.672,66.016,24192,4229
0.16767,-12.5336,99.5709,86.2104,40679,49715
0.752053,2.37145,110.29,30.238,1325,45863
0.0717824,-7.92326,84.3634,21.1398,30220,3363
0.293885,4.47666,235.191,16.4971,35456,17388
0.424951,4.27793,96.9264,18.5533,18898,55612
0.145838,-6.25979,228.015,43.1804,55230,42220
0.397599,11.6185,170.945,64.7787,28485,17648
0.0725607,-1.17372,105.391,60.4422,52311,18026
0.924543,-0.130621,104.334,14.918,14489,24627
0.257555,15.6206,139.613,32.2493,7926,49410
0.168516,-1.13858,55.3356,51.0808,28077,24468
0.13127,2.84572,139.974,39.3188,48729,2508
0.167137,0.895473,207.163,18.3176,12079,34565
0.23459,-7.36864,139.322,12.1425,49890,31705
0.320696,-13.6541,139.179,53.4134,48464,32379
0.43153,0.37352,133.988,12.6783,18501,46308
0.38874,-1.15489,241.283,45.8484,51233,26034
0.356171,3.06308,253.28,42.2832,10328,10260
0.135084,-0.181913,134.507,8.93089,35551,12881
0.380547,-5.25742,110.032,66.6593,36003,55209
0.223636,-0.293269,60.1644,23.6383,34431,19509
0.423166,3.98771,62.079,82.0289,3920,33521
0.243196,0.123536,74.3335,47.0518,52492,42293
0.133023,-3.44848,186.218,15.9576,31726,55372
0.299005,1.95443,99.7098,25.8103,34156,4271
0.215187,-6.38189,114.606,42.3752,2134,25982
