all/eyemove_table_1_1.totalFixDur,all/eyemove_table_1_1.prevFixDur,all/eyemove_table_1_1.nextFixDur,all/eyemove_table_1_1.Key_1_1,Key_0_0
179.0,0.0,99.0,6139,3668
219.0,278.0,139.0,6652,2548
139.0,99.0,99.0,338,197
139.0,179.0,119.0,1670,4529
219.0,199.0,99.0,7426,1542
99.0,100.0,239.0,234,4283
159.0,119.0,139.0,1497,6403
338.0,139.0,99.0,3055,5600
199.0,298.0,179.0,2378,5154
179.0,199.0,199.0,2603,5897
99.0,139.0,119.0,4830,5115
80.0,298.0,199.0,117,7376
139.0,139.0,278.0,6253,4271
238.0,80.0,199.0,4379,3148
159.0,139.0,179.0,1647,6448
100.0,179.0,99.0,1593,6016
139.0,0.0,179.0,4356,6547
80.0,139.0,119.0,5515,5103
219.0,199.0,179.0,191,3361
160.0,179.0,119.0,983,1851
238.0,139.0,219.0,6391,5973
99.0,179.0,258.0,1590,1493
99.0,159.0,258.0,76,3564
139.0,179.0,99.0,1899,7132
219.0,199.0,139.0,896,295
99.0,99.0,99.0,1512,720
119.0,80.0,119.0,6642,1241
139.0,179.0,219.0,5889,4849
278.0,238.0,159.0,3304,3355
298.0,298.0,358.0,4822,4186
99.0,0.0,199.0,3906,6233
119.0,80.0,159.0,743,5159
80.0,159.0,119.0,2069,1248
119.0,139.0,139.0,2719,3698
199.0,239.0,179.0,7141,4690
199.0,258.0,139.0,3863,7457
119.0,139.0,219.0,5728,4860
199.0,179.0,80.0,2692,6073
20.0,140.0,239.0,6555,5372
358.0,179.0,179.0,2507,1038
179.0,99.0,99.0,1323,6212
159.0,80.0,99.0,3285,3423
199.0,219.0,219.0,3000,5230
179.0,437.0,159.0,4065,6044
99.0,258.0,139.0,4129,1572
258.0,99.0,179.0,5050,2197
80.0,258.0,80.0,508,1441
179.0,159.0,99.0,3427,4882
457.0,119.0,219.0,2052,4962
338.0,298.0,119.0,1443,4114
239.0,259.0,279.0,7473,3036
159.0,199.0,139.0,1516,6931
338.0,179.0,179.0,1781,3613
219.0,219.0,259.0,2965,1533
179.0,139.0,99.0,7040,6653
159.0,0.0,179.0,6999,4520
179.0,99.0,99.0,5429,6004
100.0,179.0,99.0,6280,6224
517.0,119.0,199.0,5337,4752
318.0,0.0,139.0,6192,3965
258.0,139.0,219.0,6985,6801
80.0,99.0,139.0,1719,658
238.0,179.0,99.0,2942,5682
139.0,80.0,99.0,6350,6780
159.0,119.0,100.0,1831,3657
219.0,99.0,99.0,6282,4398
99.0,99.0,80.0,1367,3772
359.0,0.0,259.0,5483,4444
358.0,139.0,199.0,6216,3151
99.0,199.0,258.0,6171,7489
119.0,139.0,219.0,376,378
438.0,259.0,159.0,4315,6846
99.0,80.0,80.0,3266,6186
179.0,99.0,159.0,5896,2299
179.0,258.0,179.0,3873,613
258.0,258.0,139.0,4539,5097
179.0,219.0,219.0,4515,6675
199.0,119.0,219.0,2676,2955
179.0,99.0,358.0,6699,1113
219.0,179.0,139.0,2651,6803
318.0,219.0,259.0,573,1366
139.0,199.0,119.0,27,3553
399.0,339.0,179.0,1044,7443
139.0,119.0,179.0,7401,2510
80.0,139.0,80.0,6785,2603
179.0,199.0,139.0,2814,1636
239.0,139.0,99.0,6151,4262
119.0,139.0,219.0,3709,2747
80.0,179.0,119.0,1625,2669
99.0,80.0,99.0,4031,1926
238.0,139.0,199.0,2804,4920
159.0,159.0,139.0,828,341
160.0,139.0,80.0,3901,4561
119.0,258.0,99.0,3327,6
80.0,80.0,119.0,5505,3589
199.0,219.0,199.0,2080,2616
180.0,119.0,139.0,4458,1287
279.0,219.0,219.0,5650,1494
99.0,298.0,159.0,1721,1674
179.0,179.0,239.0,5497,6240
159.0,100.0,119.0,3188,4624
119.0,80.0,80.0,3779,1371
337.0,119.0,80.0,4066,7089
199.0,139.0,239.0,4812,5451
119.0,159.0,100.0,5791,7088
179.0,0.0,239.0,2312,5271
119.0,139.0,199.0,6533,5896
140.0,20.0,219.0,5596,1067
239.0,99.0,159.0,584,1060
80.0,179.0,258.0,2506,7313
338.0,119.0,298.0,4258,1126
119.0,100.0,119.0,4152,5153
100.0,99.0,99.0,3671,145
496.0,119.0,139.0,6517,7267
378.0,139.0,119.0,6844,4367
318.0,99.0,119.0,2174,5988
318.0,139.0,80.0,518,5655
258.0,238.0,119.0,2806,6998
80.0,199.0,100.0,5900,7204
179.0,179.0,80.0,6237,6600
80.0,100.0,139.0,5453,2395
80.0,119.0,179.0,6450,4753
139.0,179.0,159.0,6462,441
179.0,159.0,258.0,483,1972
696.0,219.0,199.0,1477,3717
99.0,80.0,119.0,12,2921
159.0,100.0,278.0,1258,6068
80.0,139.0,99.0,801,286
219.0,159.0,179.0,5036,675
219.0,139.0,159.0,6343,1442
179.0,179.0,139.0,5522,3679
100.0,0.0,359.0,6193,972
100.0,159.0,179.0,6369,276
139.0,179.0,179.0,5922,6389
199.0,139.0,99.0,5700,412
377.0,99.0,139.0,4024,2795
358.0,179.0,159.0,1691,1445
338.0,179.0,139.0,5586,4895
198.0,139.0,179.0,4314,1083
179.0,258.0,239.0,2231,93
179.0,159.0,179.0,5956,3520
160.0,159.0,378.0,6711,7516
298.0,99.0,259.0,4287,7481
99.0,80.0,100.0,6815,1692
80.0,139.0,179.0,6385,4185
199.0,100.0,119.0,5597,5075
139.0,278.0,119.0,761,2788
258.0,239.0,298.0,4216,2596
80.0,80.0,80.0,6189,1348
417.0,238.0,139.0,5995,3640
997.0,139.0,279.0,2950,6057
258.0,239.0,219.0,1960,3259
299.0,259.0,359.0,5836,64
99.0,80.0,159.0,2460,2982
239.0,279.0,199.0,3381,3419
139.0,99.0,119.0,6289,2797
179.0,99.0,99.0,6438,5345
258.0,0.0,139.0,6733,6546
99.0,219.0,179.0,4345,635
199.0,99.0,179.0,7278,3594
298.0,0.0,199.0,6794,2019
179.0,80.0,219.0,6408,7569
119.0,99.0,219.0,3647,3637
139.0,179.0,179.0,5005,685
100.0,139.0,159.0,4303,5740
437.0,139.0,239.0,1454,7554
80.0,80.0,139.0,5154,6732
358.0,0.0,159.0,5368,4938
278.0,0.0,139.0,800,3614
119.0,119.0,139.0,1378,1195
199.0,298.0,179.0,459,3043
99.0,159.0,80.0,5554,7165
219.0,99.0,179.0,209,750
299.0,219.0,239.0,6026,2819
159.0,80.0,159.0,223,7476
219.0,139.0,159.0,3527,6827
139.0,99.0,298.0,5579,7600
179.0,179.0,119.0,4473,4212
99.0,219.0,179.0,3867,7473
199.0,99.0,179.0,2864,2038
199.0,219.0,179.0,4703,303
139.0,139.0,179.0,687,1693
219.0,139.0,258.0,2020,1296
139.0,159.0,179.0,1385,361
238.0,179.0,298.0,778,547
238.0,99.0,99.0,3601,6046
199.0,139.0,139.0,7004,883
179.0,199.0,99.0,6309,1705
658.0,199.0,0.0,39,6027
239.0,20.0,319.0,3175,3437
199.0,80.0,199.0,711,4853
199.0,159.0,159.0,5455,154
99.0,139.0,199.0,734,5836
258.0,99.0,99.0,6246,5393
437.0,139.0,80.0,2677,7032
139.0,0.0,179.0,253,3810
359.0,0.0,199.0,1504,478
139.0,99.0,199.0,2857,2906
239.0,359.0,199.0,282,6199
179.0,219.0,139.0,680,2740
179.0,279.0,179.0,2199,6445
80.0,179.0,80.0,2085,2249
278.0,0.0,100.0,4404,6381
119.0,159.0,139.0,603,4517
179.0,99.0,199.0,2251,5224
298.0,99.0,100.0,4292,3351
179.0,238.0,119.0,4523,4990
139.0,0.0,139.0,3466,2296
99.0,80.0,99.0,1583,5585
199.0,119.0,179.0,2840,4472
298.0,159.0,159.0,386,283
179.0,139.0,219.0,2258,2607
80.0,179.0,139.0,3637,4770
139.0,139.0,159.0,490,7467
179.0,179.0,179.0,4921,340
179.0,199.0,199.0,4871,399
199.0,179.0,219.0,3682,5520
99.0,139.0,159.0,6722,1904
399.0,0.0,159.0,3326,1220
219.0,179.0,139.0,4178,5058
119.0,119.0,139.0,73,7459
199.0,219.0,179.0,2032,5132
239.0,239.0,239.0,2710,5185
99.0,179.0,99.0,7128,4257
119.0,139.0,159.0,4479,3794
219.0,80.0,80.0,5262,111
179.0,139.0,99.0,5301,2710
219.0,239.0,179.0,395,4872
338.0,139.0,119.0,4506,1509
199.0,100.0,139.0,4400,3135
258.0,0.0,179.0,4366,1385
278.0,0.0,179.0,6315,7469
358.0,0.0,139.0,2737,3280
218.0,119.0,139.0,3670,1205
219.0,99.0,99.0,2730,2234
119.0,139.0,219.0,4726,7328
99.0,179.0,179.0,5725,4551
179.0,199.0,298.0,7461,1225
119.0,179.0,119.0,623,3495
239.0,159.0,199.0,4834,1519
239.0,219.0,219.0,1768,4121
99.0,139.0,139.0,6374,1419
139.0,159.0,99.0,1821,524
338.0,159.0,219.0,2534,5643
318.0,139.0,179.0,6860,4460
199.0,119.0,239.0,4536,6160
358.0,179.0,119.0,1518,4270
159.0,179.0,99.0,986,4848
179.0,219.0,219.0,1347,5045
119.0,239.0,179.0,7293,3708
199.0,99.0,139.0,7343,6270
99.0,179.0,139.0,3161,3353
20.0,339.0,239.0,7102,6261
159.0,80.0,80.0,4096,5424
99.0,119.0,80.0,7558,3082
199.0,239.0,279.0,2891,355
119.0,100.0,80.0,1102,5405
159.0,139.0,80.0,1810,7189
99.0,99.0,159.0,4259,6752
100.0,99.0,80.0,1537,1341
179.0,219.0,179.0,5635,1103
159.0,80.0,139.0,6051,4687
179.0,99.0,99.0,6019,7173
80.0,139.0,99.0,2282,1183
139.0,139.0,179.0,5518,5015
139.0,139.0,99.0,7573,2887
319.0,20.0,279.0,1519,905
99.0,0.0,179.0,3917,4351
179.0,119.0,139.0,2170,691
119.0,139.0,99.0,1572,2628
80.0,119.0,80.0,3630,587
339.0,159.0,120.0,6476,2930
338.0,139.0,139.0,5062,6636
179.0,179.0,80.0,4668,1980
139.0,378.0,139.0,3278,2348
199.0,219.0,179.0,6598,4993
218.0,298.0,318.0,3094,495
198.0,219.0,179.0,2262,4433
80.0,99.0,139.0,3348,7279
298.0,0.0,139.0,2274,2925
199.0,99.0,139.0,104,3191
100.0,139.0,139.0,3834,1534
219.0,0.0,99.0,2604,2354
357.0,99.0,99.0,4056,702
518.0,139.0,279.0,6875,3990
238.0,179.0,159.0,2189,4305
139.0,298.0,119.0,345,4733
318.0,358.0,179.0,4517,541
219.0,119.0,179.0,3959,1902
99.0,99.0,318.0,1110,6228
119.0,99.0,258.0,6720,7366
119.0,298.0,139.0,4114,1804
318.0,179.0,80.0,3491,3500
239.0,119.0,139.0,1159,7430
179.0,179.0,259.0,5427,473
139.0,199.0,99.0,1962,7359
379.0,120.0,359.0,7086,4036
298.0,119.0,258.0,5087,157
119.0,119.0,179.0,4109,7560
139.0,139.0,119.0,5341,1531
80.0,179.0,179.0,6791,2088
259.0,119.0,179.0,6240,363
99.0,258.0,139.0,861,4480
179.0,139.0,99.0,4153,3670
99.0,80.0,99.0,7371,2770
199.0,139.0,80.0,525,2657
99.0,99.0,139.0,1118,2686
139.0,179.0,139.0,5788,7124
258.0,239.0,179.0,5422,6918
258.0,139.0,99.0,5542,3357
259.0,139.0,179.0,675,5026
159.0,139.0,119.0,2711,5101
319.0,239.0,239.0,2220,4900
199.0,179.0,159.0,2843,2999
218.0,119.0,80.0,5164,7159
99.0,139.0,99.0,588,835
298.0,238.0,219.0,1017,2693
179.0,239.0,119.0,3505,5060
159.0,0.0,159.0,7177,4792
100.0,139.0,139.0,0,4449
179.0,159.0,80.0,4669,4003
179.0,239.0,259.0,4784,4518
179.0,0.0,199.0,3769,2785
139.0,199.0,80.0,6509,7115
298.0,219.0,278.0,4247,6421
80.0,0.0,99.0,77,4103
219.0,99.0,139.0,727,4366
318.0,139.0,139.0,4241,6812
219.0,80.0,99.0,579,1115
179.0,80.0,80.0,2671,39
119.0,80.0,80.0,6140,5452
80.0,80.0,139.0,5319,5514
159.0,278.0,99.0,5331,6767
239.0,199.0,199.0,2959,3427
20.0,239.0,120.0,979,1577
219.0,119.0,99.0,306,4663
458.0,239.0,239.0,6227,3195
179.0,339.0,199.0,3882,3264
200.0,119.0,219.0,7269,6129
298.0,139.0,219.0,5739,2562
278.0,139.0,119.0,5675,1635
159.0,80.0,139.0,7389,5032
179.0,99.0,298.0,5242,1840
199.0,179.0,80.0,2487,808
258.0,139.0,278.0,4925,5767
80.0,80.0,139.0,5906,6728
179.0,199.0,139.0,4443,3901
80.0,80.0,119.0,1251,5343
159.0,139.0,258.0,4301,2971
139.0,159.0,199.0,4816,3318
139.0,0.0,179.0,6772,4161
219.0,239.0,120.0,330,4603
139.0,179.0,219.0,3695,6327
259.0,159.0,120.0,3730,5650
179.0,179.0,199.0,5221,3152
438.0,279.0,120.0,1434,605
398.0,159.0,199.0,5694,5685
278.0,179.0,99.0,3683,6658
139.0,139.0,119.0,5947,7584
139.0,139.0,278.0,224,781
159.0,258.0,119.0,1808,4584
159.0,219.0,318.0,7288,3611
139.0,139.0,99.0,4965,924
159.0,179.0,20.0,4587,7299
298.0,199.0,139.0,2408,1368
139.0,0.0,318.0,2407,3735
199.0,119.0,119.0,2741,3552
80.0,80.0,99.0,1014,1120
139.0,159.0,139.0,4688,6481
119.0,80.0,99.0,1042,5571
179.0,239.0,159.0,2234,7154
238.0,199.0,199.0,4055,704
139.0,119.0,80.0,3626,1008
199.0,159.0,139.0,7164,5930
99.0,259.0,80.0,3892,1345
139.0,139.0,159.0,3038,1889
199.0,119.0,239.0,2025,1446
139.0,99.0,119.0,3963,5336
219.0,99.0,119.0,6298,2572
219.0,179.0,119.0,6431,542
419.0,219.0,199.0,4005,2520
298.0,139.0,199.0,3394,6229
159.0,80.0,179.0,7186,3981
219.0,119.0,99.0,4907,1291
139.0,119.0,99.0,7502,6832
119.0,99.0,179.0,1582,1037
139.0,159.0,139.0,7091,6849
259.0,239.0,179.0,4102,5699
80.0,139.0,99.0,668,1503
279.0,199.0,199.0,902,1461
119.0,99.0,139.0,1890,4686
119.0,80.0,80.0,6665,4574
238.0,99.0,278.0,3365,672
99.0,199.0,119.0,11,2661
119.0,238.0,179.0,6806,3477
239.0,99.0,99.0,1986,4955
139.0,139.0,159.0,1727,120
397.0,99.0,179.0,3184,1728
119.0,0.0,119.0,589,2911
278.0,100.0,99.0,2422,2255
159.0,139.0,199.0,6546,4783
80.0,80.0,139.0,189,1295
219.0,80.0,139.0,3306,1896
199.0,0.0,139.0,3559,3840
337.0,139.0,179.0,3578,2691
80.0,139.0,239.0,6052,5195
638.0,399.0,319.0,3638,469
179.0,159.0,179.0,1708,1947
139.0,259.0,139.0,3101,4024
179.0,119.0,139.0,7355,7347
278.0,179.0,179.0,3853,4906
119.0,358.0,99.0,3827,5851
80.0,80.0,80.0,2229,5337
80.0,179.0,119.0,6435,1489
159.0,139.0,219.0,6167,6714
397.0,119.0,119.0,6474,7477
139.0,159.0,159.0,7366,760
119.0,80.0,119.0,6398,3895
179.0,239.0,238.0,1130,3047
99.0,139.0,119.0,5328,2965
99.0,199.0,99.0,4740,3056
99.0,139.0,179.0,4929,6078
199.0,0.0,179.0,3644,2011
358.0,199.0,179.0,5143,6678
219.0,99.0,139.0,2412,5112
299.0,199.0,20.0,3422,4824
239.0,139.0,199.0,2974,6382
318.0,239.0,139.0,7175,5786
199.0,199.0,179.0,5778,2707
139.0,258.0,139.0,5800,6680
99.0,219.0,99.0,4618,3762
159.0,239.0,259.0,3747,1484
119.0,119.0,99.0,198,4548
179.0,80.0,298.0,911,7297
179.0,99.0,159.0,637,2307
219.0,159.0,139.0,3042,5268
159.0,258.0,199.0,1883,4851
179.0,159.0,99.0,6162,4301
258.0,378.0,199.0,3557,480
159.0,219.0,318.0,4156,2108
179.0,258.0,239.0,158,5363
159.0,179.0,179.0,4368,3145
219.0,99.0,99.0,516,1309
179.0,199.0,179.0,2153,505
80.0,119.0,179.0,7231,623
258.0,179.0,80.0,295,3903
398.0,0.0,159.0,2515,4942
140.0,179.0,20.0,2204,6996
80.0,159.0,139.0,5704,1524
736.0,119.0,199.0,6250,6772
179.0,80.0,99.0,2856,2200
179.0,139.0,199.0,6355,1845
99.0,80.0,159.0,2354,5072
119.0,179.0,139.0,85,5519
259.0,298.0,1133.0,5547,5968
179.0,139.0,199.0,1795,5939
298.0,238.0,159.0,6576,765
179.0,119.0,139.0,1432,1846
159.0,99.0,199.0,7360,4727
139.0,159.0,119.0,4438,7468
438.0,199.0,219.0,2798,4593
159.0,258.0,139.0,4334,5828
179.0,80.0,139.0,7072,4072
198.0,139.0,139.0,6748,5565
80.0,179.0,258.0,3935,2044
179.0,199.0,159.0,6181,3085
279.0,279.0,239.0,2805,3989
119.0,159.0,179.0,3352,2072
139.0,139.0,80.0,310,1916
438.0,80.0,159.0,2339,6069
437.0,139.0,179.0,2131,3528
99.0,99.0,219.0,2425,217
99.0,159.0,99.0,4749,6729
159.0,139.0,199.0,4375,7144
199.0,159.0,99.0,6053,4597
179.0,139.0,179.0,1174,4372
438.0,139.0,279.0,4238,1833
159.0,179.0,99.0,3334,7030
159.0,139.0,179.0,6882,845
199.0,119.0,80.0,749,3823
338.0,179.0,80.0,6698,4241
80.0,80.0,80.0,161,3045
80.0,99.0,199.0,371,2535
139.0,99.0,99.0,2157,287
239.0,319.0,259.0,2297,4364
258.0,199.0,99.0,3513,4043
279.0,179.0,159.0,1106,1765
139.0,80.0,159.0,3244,1259
80.0,99.0,139.0,5434,362
298.0,159.0,159.0,1115,2284
338.0,0.0,199.0,867,6851
238.0,179.0,80.0,5792,264
159.0,99.0,80.0,4190,1973
119.0,119.0,99.0,790,7374
379.0,239.0,259.0,5943,2601
298.0,139.0,219.0,7075,1516
179.0,0.0,99.0,4627,3755
258.0,139.0,179.0,1876,3150
159.0,99.0,179.0,7265,189
139.0,119.0,119.0,3087,16
239.0,558.0,179.0,3250,5878
159.0,338.0,159.0,2555,5684
219.0,0.0,199.0,1283,5645
80.0,179.0,80.0,4484,2522
139.0,80.0,119.0,4798,7182
139.0,139.0,119.0,5676,4250
119.0,139.0,179.0,7322,3189
119.0,80.0,139.0,1374,5967
258.0,139.0,258.0,1631,7553
99.0,199.0,199.0,3198,7200
179.0,99.0,119.0,2024,3097
279.0,299.0,239.0,1151,3916
139.0,139.0,119.0,2326,1304
238.0,99.0,119.0,2695,4680
179.0,119.0,139.0,3234,5245
139.0,179.0,238.0,3947,6516
139.0,239.0,119.0,7192,885
139.0,80.0,139.0,1720,3311
159.0,159.0,159.0,5125,1186
139.0,139.0,318.0,2674,940
159.0,139.0,239.0,1449,2828
139.0,139.0,179.0,580,63
80.0,258.0,139.0,3532,767
318.0,278.0,179.0,5942,3792
298.0,0.0,139.0,7356,5171
298.0,159.0,239.0,7179,2658
139.0,239.0,318.0,6490,6513
159.0,80.0,159.0,2760,4289
179.0,99.0,119.0,4873,3556
139.0,199.0,100.0,5253,7292
179.0,139.0,139.0,4063,4956
199.0,219.0,159.0,3679,6469
219.0,318.0,199.0,2894,7241
179.0,378.0,179.0,226,6650
199.0,258.0,179.0,4316,3554
278.0,139.0,99.0,3751,7151
199.0,199.0,159.0,4335,4416
159.0,139.0,179.0,5817,2159
258.0,0.0,338.0,5493,3305
239.0,379.0,179.0,3379,1066
120.0,259.0,20.0,2126,5304
139.0,139.0,119.0,5380,227
100.0,119.0,139.0,1034,6148
199.0,179.0,99.0,5223,3597
139.0,99.0,219.0,5282,3287
199.0,239.0,99.0,6888,1272
357.0,179.0,119.0,5881,3623
199.0,298.0,239.0,3137,1817
179.0,139.0,99.0,261,1369
199.0,219.0,199.0,4634,618
199.0,239.0,258.0,7307,6062
299.0,278.0,159.0,2187,5293
99.0,99.0,100.0,5360,4813
159.0,99.0,139.0,4844,497
159.0,159.0,258.0,2946,5561
218.0,338.0,159.0,2853,3807
139.0,80.0,80.0,5669,2484
219.0,478.0,299.0,2488,2403
379.0,339.0,239.0,2303,2666
179.0,139.0,219.0,4510,415
99.0,99.0,99.0,1455,3497
458.0,239.0,757.0,841,6040
239.0,20.0,219.0,4397,2962
239.0,119.0,179.0,370,6369
160.0,119.0,119.0,5738,3340
139.0,199.0,139.0,5043,985
179.0,298.0,219.0,7442,4540
239.0,238.0,139.0,3595,5299
239.0,139.0,179.0,7495,4477
638.0,239.0,120.0,3277,6541
318.0,139.0,139.0,3884,1919
159.0,119.0,258.0,1427,4310
179.0,119.0,99.0,5000,780
318.0,99.0,199.0,2694,1938
99.0,179.0,80.0,7577,5362
159.0,139.0,298.0,2893,4845
179.0,139.0,239.0,5070,1006
338.0,239.0,80.0,1556,4338
179.0,159.0,179.0,5326,3457
239.0,199.0,299.0,817,5983
119.0,80.0,80.0,6579,7126
179.0,199.0,119.0,2442,1713
198.0,119.0,119.0,4718,5910
219.0,80.0,139.0,968,6875
180.0,179.0,119.0,6379,7092
179.0,199.0,179.0,1679,5471
298.0,219.0,99.0,4601,4672
279.0,179.0,139.0,2394,2725
140.0,239.0,20.0,2691,4525
219.0,139.0,119.0,5781,5447
198.0,99.0,99.0,4496,4048
239.0,119.0,119.0,3762,2708
437.0,219.0,159.0,2249,440
219.0,99.0,179.0,4642,5977
139.0,0.0,80.0,1304,6618
238.0,0.0,99.0,4710,3104
179.0,99.0,139.0,4452,3785
99.0,0.0,258.0,7436,5865
139.0,259.0,99.0,4499,6591
139.0,159.0,119.0,5264,6342
159.0,179.0,99.0,5230,6848
99.0,139.0,139.0,6848,4427
99.0,298.0,99.0,1782,1673
100.0,179.0,199.0,735,6893
99.0,159.0,80.0,3032,5510
198.0,139.0,80.0,1983,1590
418.0,1036.0,359.0,7604,7305
159.0,119.0,179.0,6109,4243
139.0,179.0,159.0,7321,3659
219.0,179.0,159.0,6979,4566
139.0,100.0,99.0,3121,1669
119.0,179.0,100.0,4418,268
179.0,179.0,219.0,5215,4268
159.0,119.0,139.0,6123,5839
139.0,258.0,179.0,4550,3354
179.0,179.0,219.0,5821,3804
199.0,99.0,139.0,4644,5400
218.0,179.0,139.0,1066,612
139.0,0.0,139.0,1872,2896
159.0,99.0,179.0,6776,2048
100.0,80.0,258.0,4239,3258
199.0,219.0,99.0,6413,5555
219.0,99.0,159.0,7124,5341
179.0,179.0,298.0,1217,4828
119.0,298.0,179.0,2155,3463
239.0,179.0,179.0,6942,3084
439.0,179.0,538.0,3240,732
159.0,199.0,80.0,2905,4326
100.0,159.0,179.0,1064,2852
99.0,80.0,80.0,6215,1748
139.0,119.0,219.0,299,6257
139.0,119.0,139.0,3001,4211
99.0,139.0,99.0,4643,7056
239.0,0.0,120.0,5740,5011
139.0,119.0,99.0,5690,3238
99.0,239.0,179.0,6201,6961
139.0,99.0,139.0,4904,6289
139.0,258.0,159.0,3881,7330
219.0,179.0,259.0,7061,3395
179.0,219.0,139.0,6330,4446
159.0,139.0,80.0,2482,4354
239.0,139.0,238.0,454,3269
99.0,80.0,139.0,7563,5835
119.0,159.0,100.0,2706,3332
258.0,239.0,119.0,4963,5252
80.0,99.0,119.0,493,6821
139.0,119.0,159.0,4198,6878
159.0,119.0,179.0,1290,3409
80.0,139.0,99.0,7045,2552
398.0,0.0,100.0,6672,3756
199.0,99.0,100.0,3735,6465
259.0,259.0,239.0,81,502
99.0,199.0,99.0,1879,6014
219.0,537.0,99.0,5682,6188
80.0,100.0,99.0,6079,5534
278.0,139.0,139.0,3011,1107
119.0,99.0,99.0,2358,2826
139.0,199.0,139.0,1382,2490
199.0,99.0,338.0,2697,5746
80.0,139.0,99.0,7378,6295
199.0,0.0,20.0,7607,5972
318.0,80.0,99.0,6239,5397
298.0,99.0,99.0,6389,928
119.0,179.0,459.0,7056,131
139.0,99.0,119.0,6293,7506
139.0,139.0,139.0,7551,2304
179.0,199.0,140.0,5825,3375
99.0,159.0,139.0,1945,7174
20.0,239.0,179.0,2499,6496
159.0,99.0,80.0,843,4795
358.0,139.0,298.0,4605,2021
99.0,119.0,99.0,5570,4306
219.0,179.0,179.0,1900,1458
99.0,159.0,358.0,5863,5192
139.0,119.0,139.0,3200,4089
179.0,80.0,80.0,6570,6211
219.0,179.0,219.0,281,1364
139.0,139.0,139.0,1845,6933
139.0,139.0,258.0,6519,6452
99.0,80.0,80.0,428,5078
119.0,119.0,258.0,4795,6640
139.0,159.0,80.0,6584,2392
159.0,199.0,239.0,5224,1382
239.0,139.0,199.0,2763,1744
100.0,99.0,199.0,3656,5430
119.0,219.0,139.0,1063,4620
278.0,119.0,179.0,3478,1486
80.0,239.0,179.0,3976,7107
179.0,179.0,100.0,6178,4352
179.0,80.0,119.0,2366,812
139.0,179.0,179.0,4731,2470
238.0,219.0,278.0,1439,5465
259.0,159.0,219.0,1626,2682
119.0,119.0,80.0,2832,1733
219.0,199.0,139.0,265,4646
298.0,139.0,139.0,3753,5138
179.0,100.0,139.0,1703,6329
458.0,179.0,518.0,5983,5963
219.0,179.0,99.0,6689,7060
279.0,179.0,259.0,7054,2169
438.0,159.0,259.0,977,1035
119.0,199.0,139.0,3514,3539
219.0,457.0,139.0,5567,2345
99.0,179.0,99.0,5432,7377
298.0,199.0,99.0,7119,3377
139.0,238.0,219.0,4806,531
219.0,179.0,139.0,6313,4543
219.0,80.0,238.0,4236,5051
99.0,139.0,219.0,2858,6914
279.0,299.0,20.0,7471,5344
159.0,219.0,278.0,1554,3583
199.0,139.0,119.0,784,3028
179.0,100.0,199.0,1887,5816
219.0,339.0,120.0,1824,4238
558.0,179.0,279.0,667,3523
99.0,298.0,99.0,1885,4031
298.0,0.0,99.0,3150,1659
219.0,100.0,179.0,4264,4694
179.0,199.0,139.0,462,3283
80.0,139.0,139.0,5920,5229
199.0,99.0,119.0,3002,6111
139.0,99.0,298.0,3848,7307
179.0,159.0,100.0,6968,6440
199.0,139.0,199.0,6137,1540
198.0,278.0,179.0,7465,2918
139.0,159.0,80.0,4408,2498
139.0,338.0,139.0,3270,822
119.0,199.0,258.0,5787,2350
179.0,259.0,199.0,5053,6897
179.0,0.0,99.0,6996,5815
199.0,139.0,219.0,2707,1276
179.0,139.0,179.0,5365,6629
159.0,159.0,139.0,1493,6220
119.0,219.0,119.0,4425,1297
239.0,278.0,219.0,7008,964
80.0,80.0,80.0,2065,1740
198.0,139.0,298.0,1840,6791
259.0,219.0,238.0,5822,5129
238.0,99.0,80.0,7121,6760
219.0,199.0,80.0,1752,4195
179.0,119.0,139.0,4300,2523
99.0,159.0,99.0,5665,7039
119.0,0.0,119.0,7542,5950
139.0,298.0,99.0,5866,3013
278.0,199.0,179.0,38,2407
80.0,139.0,139.0,1074,3765
179.0,99.0,139.0,4138,3391
417.0,139.0,99.0,2256,2813
119.0,179.0,119.0,6807,2390
179.0,0.0,219.0,5351,7170
119.0,159.0,119.0,2955,1199
219.0,179.0,139.0,3026,5692
258.0,278.0,278.0,1702,7035
99.0,159.0,119.0,4282,6991
278.0,179.0,99.0,5772,7296
239.0,199.0,219.0,2776,3878
219.0,199.0,258.0,3369,6388
179.0,139.0,139.0,5136,6987
99.0,99.0,119.0,4781,890
199.0,0.0,219.0,4593,2774
239.0,199.0,139.0,426,1415
299.0,120.0,359.0,789,6472
99.0,119.0,139.0,5489,6733
199.0,119.0,199.0,7576,6555
80.0,0.0,119.0,2049,232
179.0,179.0,139.0,685,3156
139.0,80.0,179.0,1315,6178
179.0,159.0,139.0,6974,2727
358.0,258.0,199.0,3442,4987
99.0,80.0,139.0,5834,7274
120.0,20.0,20.0,4280,1181
80.0,99.0,139.0,5117,6989
139.0,99.0,179.0,954,5094
99.0,437.0,497.0,3681,4854
80.0,99.0,139.0,7193,2243
139.0,99.0,119.0,336,119
239.0,99.0,179.0,1765,5709
179.0,119.0,99.0,3617,184
278.0,139.0,238.0,7363,1634
99.0,199.0,139.0,6229,2624
99.0,99.0,99.0,4754,6070
119.0,238.0,219.0,139,6166
199.0,80.0,119.0,6512,1966
