all/miniboone_table_1_2.ParticleID_0,all/miniboone_table_1_2.ParticleID_48,all/miniboone_table_1_2.ParticleID_37,all/miniboone_table_1_2.Key_1_2,Key_0_0
5.20415,-0.176039,-2.51145,16290,37175
2.65232,0.0158577,-3.58229,15033,3628
3.22591,0.131124,-2.65806,37884,52143
4.42619,1.39084,-3.28317,32781,63556
2.98588,-0.0016748,-3.25818,2106,33924
4.02341,0.59702,-3.90191,8111,16309
6.125780000000001,2.12278,-3.28775,57896,65616
5.92286,1.81185,-1.45543,37977,18010
2.89054,0.16675,-1.7763099999999998,51877,46798
4.44782,2.75354,-2.28153,35829,6075
5.8095,0.405471,-1.6942099999999998,68494,41271
4.45871,-0.211811,-1.89112,2730,9222
4.51225,0.967486,-3.25789,6166,8093
3.46498,0.216612,-3.4580800000000003,52417,21905
4.62786,0.235083,-2.26298,66022,46986
5.9816,1.91586,-2.81978,37946,27187
3.97486,0.8962600000000001,-3.11309,71041,29017
4.37622,1.7226,-4.35554,22376,11178
5.032030000000001,2.7264,-3.01418,68011,53866
3.11177,0.456629,-5.19585,57597,48797
5.89783,2.74937,-2.56039,45951,28546
6.64582,2.79631,-2.50549,3843,28797
2.79792,-0.0410753,-5.28683,17623,23432
3.6805,0.317226,-5.07394,69793,19530
3.79428,1.43974,-2.59251,60090,8619
3.2242,0.0168798,-3.71731,53112,58225
6.22446,1.28572,-0.813243,11012,7750
3.5561199999999995,0.412243,-2.07751,46170,60993
3.09726,-0.0546880999999999,-3.07936,33037,16580
4.5168,2.16508,-3.21021,40810,65640
6.03017,3.5792300000000004,-2.20922,3925,14378
4.618119999999999,1.14257,-0.437338,3326,17727
4.494,1.10069,-3.66823,47038,43333
2.93031,0.198708,-2.17037,42470,11859
3.40931,0.0971464,-4.37208,61075,21852
2.93046,-0.0999873,-2.34805,45286,30848
3.41589,-0.2685079999999999,-3.86081,65412,54237
2.86717,-0.0545729,-5.21137,23419,41995
7.0183100000000005,0.8780610000000001,-2.68162,57145,18903
6.48529,1.7910400000000002,-2.46311,19584,34476
4.91879,4.17558,-2.61025,70100,4810
4.71014,1.39736,-3.06779,57030,9500
5.56107,2.69489,-2.57104,34962,59450
6.70919,6.55617,-2.72263,39017,63748
5.05423,1.14074,-4.246630000000001,43409,54569
4.22823,2.03563,-1.95259,14413,70738
4.79703,0.958838,-3.72482,71067,11074
5.18391,2.34526,-3.35836,26393,63463
4.72591,0.7417239999999999,-1.6647299999999998,49996,37179
2.9299,0.0224287,-4.228269999999999,54272,65123
7.397480000000001,-0.0457004,-1.66905,53977,33406
4.85185,1.2834,-2.06064,5821,58527
4.45794,2.14298,-2.33402,29794,22686
3.61934,0.278806,-3.86573,72838,69407
3.83498,1.05799,-4.17282,36533,59470
3.62676,0.152302,-3.21441,43436,42965
4.50203,1.6792200000000002,-2.7284900000000003,16333,65586
3.51999,0.308544,-4.80842,13009,67230
2.87709,-0.086765,-1.88007,6423,5710
4.757569999999999,1.96204,-3.80852,56227,36048
4.68877,2.99687,-2.10398,61806,5732
5.43312,3.8088,-3.1278,40178,49450
5.94529,1.6605599999999998,-2.53666,2706,9291
3.43421,-0.0213055999999999,-4.34174,36718,40777
4.99221,1.30971,-3.55413,10249,69428
4.47921,1.3891,-3.5452800000000004,13471,24695
5.2567900000000005,2.24844,-1.66507,31168,72387
4.66519,2.08989,-3.03058,19094,42550
3.45574,0.194153,-5.02489,34061,10265
6.71378,3.46532,-3.37963,57633,7895
5.75266,3.95892,-2.08596,40372,28257
4.26015,0.967288,-1.80046,36488,23891
5.73481,1.27498,-0.788413,61408,18248
3.89618,0.399391,-2.4877,39862,57461
4.72811,2.20861,-3.45395,43812,60495
4.22543,2.65077,-3.0359,66500,69052
3.33601,-0.0892279,-3.69097,59955,15201
3.56767,0.209719,-3.1276,11335,21979
4.74516,0.748807,-1.01505,71316,35445
4.58129,2.44784,-1.55755,67320,11491
5.78444,1.27931,-0.260664,1341,63629
3.09456,-0.177251,-4.598330000000001,55265,47030
3.95962,0.532746,-2.0826,72287,41238
7.34024,12.7655,-2.09576,16241,68508
4.36838,1.6945,-1.38651,55629,64250
3.97102,1.33052,-3.92876,18887,24952
4.67413,0.830735,-2.15691,68413,49945
2.91165,-0.0478142,-5.20188,64242,26618
2.72972,0.145388,-5.42817,63435,25213
4.04535,0.925647,-2.85235,29634,8328
6.60485,3.3217800000000004,-0.795629,63395,27848
5.63045,0.8982120000000001,-4.22825,44573,11838
5.89579,0.180668,-1.15577,740,61484
4.23861,0.240929,-1.76738,7358,19569
4.34345,2.30736,-3.83083,52162,69844
3.48077,0.1756839999999999,-4.21876,13774,6539
7.57367,-0.3426079999999999,-1.8732,48671,1378
6.43228,2.67445,-2.7811,2853,55862
3.30257,0.0225606,-3.45175,29795,50648
2.94294,-0.0109328,-2.29106,28292,38501
5.11607,1.92171,-3.23654,12428,46972
5.1235800000000005,0.576751,-2.64238,71804,37651
3.53825,-0.0854544,-3.98417,29998,48468
5.546930000000001,2.45065,-2.96416,64618,17111
4.90107,0.131791,-1.37046,28271,8868
5.49774,-0.208121,-2.72792,425,5177
4.92816,1.6641099999999998,-2.19687,1234,56032
3.16681,0.06006,-1.15521,69019,47209
3.48224,0.372457,-1.98725,61368,67437
5.5859,2.27703,-2.60511,39361,27149
6.1649,3.10533,-2.07975,5280,71627
3.26852,-0.00893511,-2.87171,65890,50124
7.07863,5.68606,-1.89207,60783,36647
4.11871,-0.205286,-3.9615,51805,48273
7.38996,-2.09911,-2.77433,33381,69623
3.1255900000000003,0.290958,-2.6133900000000003,45361,65956
3.19574,0.502586,-2.05116,553,23366
3.66719,0.0173623,-2.88465,68492,26152
4.86741,1.8522,-3.97812,10655,69961
4.40688,1.67294,-3.00551,19024,14127
4.54257,1.12772,-3.23583,14595,65416
6.160769999999999,2.58025,-2.13824,34756,67734
5.5209,4.121180000000001,-1.59946,58332,6148
6.898219999999999,2.98524,-1.4351,32136,21927
3.23392,2.31101,-2.52957,41165,18172
4.14337,0.630799,-3.16779,31756,32567
5.42005,2.98013,-1.60875,64938,66203
3.54141,0.185883,-4.13005,68702,29468
3.7068,-0.154184,-4.60358,48756,23586
4.5273900000000005,0.8847360000000001,-3.9272,72790,26506
3.13481,0.00171401,-3.08435,38540,50335
3.4546,-0.1629519999999999,-3.95463,2346,68374
6.11819,0.0535219,-3.18505,42254,761
6.40031,4.53779,-1.78617,42321,72198
2.91779,0.150454,-3.12475,30484,34579
5.08287,0.248629,-2.95571,48115,45452
3.74573,0.728654,-4.10579,36484,4948
4.71549,1.36219,-1.93031,40167,11972
4.76009,1.62716,-4.2352,60510,7044
5.27805,3.4759300000000004,-1.68937,27004,71810
7.572360000000001,2.98748,-1.20992,27254,38130
4.8410400000000005,2.07183,-2.04413,41737,50225
4.17518,0.336856,-3.9248,64230,65087
2.69772,-0.0532708,-1.79489,23712,39860
4.59036,1.51821,-3.16793,65006,63616
4.551880000000001,0.38166,-3.75542,60794,10134
4.3045800000000005,16.2677,-7.94795,39343,30980
3.46052,0.0927773999999999,-3.4416,47822,26033
2.96759,-0.0294607,-4.35659,11813,46359
6.16854,1.51919,-2.52588,61150,20943
5.26564,3.97221,-2.68894,5255,32748
3.37436,1.7254,-4.4146,26349,4303
5.11616,1.43101,-1.14151,54454,6222
3.78306,0.472455,-3.77369,72536,39453
5.19532,0.427004,-2.34803,62140,25918
4.21101,0.183995,-2.2185200000000003,12104,68151
4.201309999999999,0.8258989999999999,-3.10502,51986,21188
3.86315,1.71104,-2.09358,70264,65833
2.96252,0.0216919,-2.86104,35594,49131
4.66596,0.4203949999999999,-4.62387,14065,47198
4.29007,0.498185,-2.4462200000000003,27130,13148
5.24809,4.46954,-2.16527,28891,27067
3.23871,-0.0494332,-5.19885,53914,50240
4.32063,0.8222959999999999,-1.75059,45983,37406
4.05184,0.893809,-4.7325,35957,72170
3.14873,0.0021586,-4.27326,63920,10083
4.74106,1.5036,-3.4684699999999995,24885,44196
2.98616,-0.322473,-1.47546,35558,21738
5.92261,0.238046,-2.64894,11699,29086
4.4080900000000005,0.5651390000000001,-3.48771,52575,29350
3.32336,0.234093,-1.80545,59399,30694
4.6359,1.52166,-3.0270900000000003,9340,4842
4.08671,2.6455900000000003,-2.42253,65058,33804
6.36054,1.41004,-2.48996,29068,705
5.04824,3.77548,-2.92044,8956,45344
5.64433,0.161108,-1.4161700000000002,26374,36629
3.50827,-0.205958,-3.30031,68502,20336
3.72209,0.566623,-3.48631,63458,16340
3.67851,0.641904,-3.50805,66048,31775
5.52481,3.52025,-2.24278,38526,54608
4.5536900000000005,1.38311,-3.50584,1985,53675
5.48529,4.56771,-2.2821,42731,16201
5.11269,2.30769,-2.01,36480,50622
5.006869999999999,2.34968,-3.67162,71390,35634
4.07443,0.976233,-3.3203400000000003,34373,29634
3.09125,0.170594,-1.98951,5149,9886
4.08067,1.49771,-2.92902,54219,37170
4.129519999999999,0.985267,-1.83019,15377,473
5.99762,1.8176,-1.12204,29130,31648
3.21843,0.0152884999999999,-3.20157,26504,58094
3.05675,-0.113225,-2.7501900000000004,11568,24380
3.89875,1.22994,-4.70719,36652,69864
4.5369,0.7265159999999999,-1.11488,65560,29120
2.8296900000000003,-0.108918,-3.0346900000000003,44900,14521
5.1526,1.04799,-3.54365,17844,60480
5.05422,3.41655,-2.51353,47808,36039
3.62182,0.120175,-3.12336,52681,20135
3.83047,0.178802,-4.0466,3574,36261
3.73511,0.97176,-1.5935700000000002,43591,68961
6.69535,0.42323,-3.3540300000000003,24707,12453
6.576630000000001,2.77523,-1.87773,38901,60423
3.83408,0.6673479999999999,-3.32639,47887,16250
5.02927,0.2861579999999999,-3.65377,2435,58919
4.07714,2.24663,-3.40438,49172,59936
4.00789,1.07368,-3.6109,8971,17935
5.95391,2.25043,-2.70543,27169,47277
3.00763,0.20598,-2.00924,7343,66402
4.27643,1.29064,-3.16868,40777,25073
4.95242,3.3633300000000004,-2.47793,23616,14537
3.73547,0.342003,-3.5167300000000004,72131,40853
5.664219999999999,0.454716,-2.74628,43255,16471
4.57231,1.33546,-2.77692,28217,44065
5.59171,0.153704,-2.31463,10541,65541
3.02164,-0.0328631,-3.26307,60551,568
6.16054,1.90345,-2.05571,34967,43698
2.72301,0.367486,-2.07033,26095,45615
5.62206,0.726183,-2.23545,42698,42973
4.68464,0.357322,-2.163,70117,40529
3.76851,0.839615,-2.27848,37939,69245
4.79844,0.909781,-2.67452,49490,56787
6.02921,4.0778300000000005,-1.89676,6806,62980
5.88456,0.4636439999999999,-2.3812900000000004,31935,30200
3.54229,-0.299743,-1.52625,65435,60675
4.14435,1.6510599999999998,-3.27875,11959,59415
3.3265300000000004,0.187365,-4.9858400000000005,49288,14863
2.6549400000000003,0.00883896,-2.86232,62992,52356
3.85476,0.524111,-4.99555,40650,19406
5.86489,2.00664,-1.73148,71032,49014
4.46203,0.919386,-3.2015,65301,40894
5.07848,0.784004,-2.26364,485,51928
11.582,0.301461,-2.39106,17688,62762
4.13046,0.502199,-4.00992,32868,28263
3.9085,1.43296,-3.45922,42743,68032
3.2284900000000003,-0.155244,-4.748530000000001,70852,13867
4.19192,1.28727,-3.97369,19892,38306
4.44576,0.989433,-2.90427,42477,66647
4.08265,0.526606,-3.17524,70549,8661
3.93096,0.618757,-4.47093,22808,8705
5.006480000000001,2.31013,-1.31948,25372,10691
3.92933,0.099882,-2.49112,40952,22156
3.59306,-0.2123219999999999,-2.64788,12726,56786
3.2825300000000004,1.95026,-4.07227,31311,7864
3.20552,-0.0517539,-5.70896,32356,36441
3.83159,0.178994,-4.20248,54611,18084
5.15865,1.79282,-2.55106,19301,47705
5.72314,1.47024,-1.4297799999999998,66688,59804
3.74032,1.07361,-3.1087700000000003,59325,26858
4.28046,1.13123,-3.71856,45454,9811
4.53227,0.99743,-3.57182,58665,70285
2.61649,0.150418,-2.49719,336,41215
3.67154,0.304262,-4.64042,40318,56493
3.50822,0.292909,-4.36718,2946,37780
6.6859,2.80464,-1.01304,62162,16100
4.693630000000001,1.47802,-3.47183,53011,23679
3.2882800000000003,-0.130222,-5.50065,66822,56211
5.7142,0.8932450000000001,-2.05221,67455,35361
3.93625,0.875351,-3.03803,61123,26817
3.15618,0.225793,-3.69904,3383,55147
4.21335,1.67048,-3.97889,30918,68902
3.79053,0.296824,-4.32676,25381,37765
4.11766,0.8847450000000001,-4.10804,7672,67937
4.23139,0.5092220000000001,-3.97494,35450,51065
4.6618,0.923091,-2.89821,11030,34200
3.1363,0.101436,-3.25316,9246,30625
2.90427,-0.0384629,-4.94458,27919,47514
6.19847,2.00529,-1.90492,39098,69036
5.33581,0.677614,-3.12657,23644,68553
4.77281,1.3727,-3.87027,66499,72681
3.90656,-0.075823,-3.20717,1811,5716
2.91877,0.175953,-2.49745,715,26403
4.560630000000001,0.364143,-1.66944,3787,50275
4.4002300000000005,1.13175,-3.25332,8306,3719
3.35198,-0.0370147,-4.37965,65094,20884
3.05169,0.0385953,-2.56696,65079,20120
3.33028,-0.0479862,-3.26914,25304,33488
5.0489,1.1982,-4.3675,23660,19584
2.75117,-0.0203003,-4.52629,46414,34410
4.44176,2.04053,-4.46481,22370,4465
6.06343,2.54924,-2.0066200000000003,17693,38216
5.69238,2.17659,-0.7991,22634,9296
5.41351,2.63948,-2.823,22108,52754
6.103619999999999,1.71144,-1.82348,38992,70965
3.01426,0.2416869999999999,-3.07919,17515,59081
5.06751,3.2234700000000003,-2.68494,41678,41467
5.07781,2.83791,-2.5902700000000003,69925,37028
4.05964,0.7074,-3.07198,17121,72225
4.8407,2.5941,-3.6569,16422,6630
5.48488,1.01968,-0.821657,4318,27753
4.8904,2.76306,-2.96723,59539,66871
4.47276,2.81969,-2.85344,11282,29116
2.93693,0.116296,-1.49327,61796,33407
3.98114,0.6846479999999999,-3.90782,40944,37126
6.31886,-0.0570091,-2.19177,44188,38112
5.36165,2.92272,-2.92607,41520,67852
4.65779,1.61414,-1.48435,7595,35479
6.51232,1.39953,-2.75779,15676,62221
4.9552,2.26304,-2.02141,25590,19355
3.73023,0.8201799999999999,-2.70861,14904,33314
4.42799,1.68786,-4.02641,49161,70554
5.443919999999999,2.89128,-1.93775,32598,24453
4.62841,-0.11478,-2.17525,33887,11520
4.1839900000000005,0.7483890000000001,-2.4001900000000003,18993,63019
4.527,0.440395,-3.23251,65348,46934
4.79246,1.6984400000000002,-3.5383400000000003,11292,39298
3.73021,0.363953,-4.39083,37730,15553
3.989230000000001,0.308989,-3.90601,48226,72727
4.80797,2.89222,-2.84676,450,66447
4.439080000000001,0.577792,-5.14255,11590,27015
5.24763,1.1974,-3.28597,19956,62001
5.60122,0.123094,-1.86065,51879,8109
5.308680000000001,1.69148,-1.33576,12063,52893
4.15775,0.354622,-3.47542,53452,60420
4.85726,1.23846,-3.13594,27780,13253
5.27757,1.7694599999999998,-2.59564,72113,54048
6.85335,0.270103,-2.01131,57163,29230
5.75305,1.60845,-2.08279,66930,56251
4.4044,0.8713770000000001,-2.99727,42601,45210
4.08314,2.1684400000000004,-2.97996,65318,50055
2.92224,-0.0048199,-5.847569999999999,35682,46336
4.62028,2.25458,-3.78422,57136,21152
6.627680000000001,0.204984,-3.19511,65195,44673
5.19324,5.05642,-2.4073900000000004,36549,32481
4.00085,1.36911,-4.29829,33172,45144
3.1448400000000003,0.0743312,-3.0419,37365,3253
3.00321,-0.148072,-4.36594,43174,12052
4.29809,0.835608,-4.04801,9176,25903
6.440519999999999,1.05778,-1.88081,10682,62381
4.67248,2.18169,-3.18512,3982,10126
3.11564,0.10127,-4.75438,9957,16140
4.61107,0.5669109999999999,-3.1297200000000003,25490,9925
5.55525,4.934830000000001,-2.6419,31173,30721
4.581519999999999,1.7803,-3.97549,14783,45722
3.29361,0.64755,-1.858,65884,40248
3.4122,-0.217215,-3.79975,49956,28313
6.94561,0.521543,-1.65959,25031,16393
6.0112,2.41378,-1.84112,40065,48245
5.10256,2.97947,-3.7721,7593,4064
3.446,0.6860970000000001,-2.85327,489,35351
3.62361,0.437759,-4.69897,70811,8193
5.40985,2.69358,-3.98054,63999,36258
4.4268,0.764854,-3.4705699999999995,49787,1535
5.78566,2.30398,-1.588,40201,68471
4.273680000000001,1.54096,-3.49555,7919,72142
3.28223,0.812944,-1.63342,63307,22825
6.46143,8.38175,-1.7495,31096,24732
4.8759,0.716592,-2.68954,3737,40692
4.62206,0.6949420000000001,-3.93928,1020,32409
6.63869,3.89059,-2.16375,67496,15412
4.01851,0.914416,-4.62445,20100,51176
2.63667,0.120236,-2.7901700000000003,30997,72360
6.17703,5.97468,-2.42877,16949,6671
3.73419,0.36125,-3.68857,30275,43736
7.67475,3.27359,-1.52496,69854,9266
3.32966,0.0625299,-3.32936,23624,27722
3.6748,-0.2141449999999999,-5.29666,51476,22413
4.56979,1.75426,-1.88775,41262,61511
4.40929,0.714518,-2.3158,36115,60741
5.29895,2.11833,-2.35083,14036,51409
5.39515,0.47066,-2.6553,13678,55129
3.3573800000000005,0.306664,-3.0581,34311,19965
4.45572,1.33835,-3.04113,44840,16902
2.64187,0.0816575,-2.72411,18866,48807
3.38046,0.5225890000000001,-3.8526,64019,30260
5.202719999999999,2.89568,-1.92029,5936,16864
4.69425,4.0941,-2.65532,63854,47824
3.7671,0.687774,-1.5647799999999998,51284,36412
3.12129,-0.198484,-4.124680000000001,64561,55596
4.63534,2.31402,-2.76175,64595,46009
6.0372900000000005,8.17038,-2.10658,69295,70404
6.26431,1.69705,-1.53383,19677,34377
3.87999,0.234931,-2.91391,57191,33795
4.82651,0.7321979999999999,-3.22207,53160,9789
4.12359,0.682054,-2.66731,16118,41115
3.81693,-0.192148,-2.30067,24274,59696
3.40961,-0.0403607,-5.31859,7699,30870
6.94772,0.468693,-1.24873,43703,30464
4.33165,0.443024,-3.5567900000000003,69788,58413
3.4258900000000003,0.758123,-3.69674,65903,32956
5.19068,1.68095,-2.38705,40649,44735
5.32341,0.901077,-3.09564,12340,46707
4.76729,1.3762,-0.861431,68774,46173
5.50007,2.05625,-2.9351,26015,43138
4.65097,1.90622,-2.65901,20823,23875
3.3360199999999995,-0.0779352,-4.88122,27017,34625
3.1367700000000003,-0.0804697,-2.30035,24996,38181
4.363,0.430242,-3.37791,10218,34312
6.2499400000000005,-0.5723060000000001,-1.85972,13881,9151
4.37956,2.53733,-1.07694,25574,11309
3.5419400000000003,0.181677,-3.90873,68591,44997
3.3703,-0.0332728,-2.94493,25506,24207
4.31199,1.12149,-3.17389,43069,69582
4.21022,0.548242,-4.049580000000001,23501,64528
4.19516,0.8887450000000001,-2.78435,52250,37677
4.39754,1.48062,-2.66236,19418,9442
3.80471,2.13477,-3.11443,14032,9299
3.20605,0.5692659999999999,-2.56292,71562,4974
4.6487,2.38481,-2.77728,26894,57886
4.90966,2.21173,-3.32112,66546,69658
4.33545,0.962034,-2.57117,16131,5908
5.03258,0.974422,-0.5549649999999999,5159,15651
2.83417,0.133786,-2.93542,48552,29163
6.812130000000001,7.235060000000001,-1.29813,43994,33269
3.40328,0.0641304,-4.39612,29823,56726
6.36905,2.52981,-3.4883900000000003,15258,10553
3.2367,-0.100533,-3.89308,57437,48449
7.62485,0.485763,-1.9109,54622,4217
4.12617,0.814164,-4.04652,51377,28242
5.319,1.03029,-2.51924,32126,5894
2.91652,0.0601429999999999,-4.26685,67304,22538
5.40549,3.85239,-2.83258,13327,56236
6.54789,4.63291,-1.86587,44746,25373
4.37887,0.997591,-1.96123,48210,9830
5.254630000000001,5.28559,-2.69625,22286,49198
4.1733400000000005,2.26216,-3.26417,32422,65373
3.57152,0.0545291,-3.76531,6985,63578
3.95543,0.4430199999999999,-2.29926,46101,30878
4.42,2.05277,-2.56568,43428,39401
-999.0,-999.0,-999.0,30138,52006
5.00583,3.13012,-3.04143,2848,19170
2.8816200000000003,0.155213,-2.8146400000000003,62094,64646
4.6512400000000005,0.812757,-2.49481,71150,35949
3.39722,-0.102737,-3.65008,9535,28097
5.347980000000001,2.89518,-1.65329,71386,7595
3.5020300000000004,0.182688,-3.98945,2007,26910
4.00568,0.578158,-3.3675,55124,58753
5.04442,2.72907,-3.79038,9857,65486
4.71405,0.409467,-3.0138,60008,49971
7.472339999999999,6.09382,-2.91037,40912,70600
5.392469999999999,2.4626900000000003,-2.06638,43404,1624
3.4895,0.123991,-4.22449,66222,66488
4.28996,0.86719,-3.20342,40021,43567
5.97237,0.5284979999999999,-1.50942,52905,11120
3.99507,1.28769,-4.2939,53870,13973
3.40124,-0.114677,-5.64077,17065,41551
3.10133,-0.1784069999999999,-3.52417,47425,31356
4.4284,0.153669,-4.14984,25314,54264
6.02641,3.19997,-3.9535,11116,6613
5.75085,3.3690800000000003,-1.56202,45555,19227
3.85144,0.692879,-4.1041,48553,53692
5.82745,3.4029800000000003,-2.21343,32113,39380
4.68001,-0.309661,-2.76466,18599,37637
5.60799,0.282126,-1.85897,1802,57484
2.68454,0.0354344,-4.87434,64662,70841
3.51606,0.0921021,-4.51399,18875,6438
4.6613,-0.101563,-2.7458400000000003,48126,42374
3.71538,0.220263,-4.71945,14210,26409
3.59355,0.364653,-3.85115,41621,67054
3.81144,-0.0300857,-3.5103,22122,7378
4.2677,0.8220940000000001,-4.529780000000001,50709,21224
6.44214,4.84665,-2.00218,31673,47298
4.99906,0.2600139999999999,-2.74979,19894,43263
5.63532,6.815110000000001,-4.38755,57073,25820
4.68932,-0.376403,-2.13106,17692,11771
5.03642,0.718061,-2.57183,25547,63177
4.113630000000001,1.7343,-3.56492,31559,20365
4.82046,2.89475,-3.27023,22581,23546
4.56714,2.01618,-3.5112400000000004,27748,14831
4.73833,2.68103,-1.52726,39586,28466
4.645919999999999,2.9479900000000003,-2.53764,14629,10307
3.20986,0.150448,-1.23843,72855,4599
2.5138700000000003,0.0654290999999999,-4.65934,50573,9707
3.5153300000000005,-0.155564,-4.42751,51410,52374
5.30211,2.62535,-1.38517,14466,54576
4.1863,0.3754969999999999,-4.063969999999999,56607,61701
5.36365,0.5383319999999999,-3.86281,13664,44142
5.39009,1.49682,-2.32133,7890,51329
4.52245,2.79559,-3.49479,72180,45919
6.33836,10.0306,-1.6860700000000002,66718,41362
3.87309,-0.153408,-2.29857,62233,29755
5.95476,2.49772,-3.50281,25397,9126
3.73983,0.289081,-3.65135,57999,53900
3.12246,0.489826,-3.93257,59716,22842
4.44495,0.0438101,-2.36384,54858,44017
3.75281,-0.0886964,-3.56866,55238,5482
3.84305,2.22824,-3.38987,69618,47713
3.0198400000000003,0.199822,-2.48367,52123,67688
3.85164,-0.333367,-3.27366,24364,61429
3.42822,0.248742,-4.11118,1035,64627
4.45255,1.09256,-3.2579700000000003,32886,18933
6.41309,2.59835,-2.94848,25505,20877
2.84672,0.1080849999999999,-4.56791,15014,9206
6.61872,3.5646,-1.4799,5671,28818
3.87189,1.33529,-1.6897,23276,62315
6.09821,3.71941,-4.39995,33265,3689
4.41241,0.297544,-3.1554,45947,10338
3.05238,0.0514065,-1.78947,16155,67289
4.72169,2.08996,-1.48083,8837,50751
4.11439,0.253128,-1.7905,11081,1667
4.76238,0.884243,-1.9288,64578,54889
3.35174,-0.0561716,-1.29028,41224,23099
3.8185,0.1411359999999999,-1.32509,55352,40407
3.0211900000000003,0.0932088,-3.33504,45128,54701
3.59027,-0.0546341,-3.01951,42510,12674
2.94152,0.200729,-3.49634,45831,6091
3.3371,0.6855979999999999,-3.25918,18941,30966
6.36117,9.56234,-2.78741,35293,33742
7.705769999999999,-1.62447,-2.81513,4024,2499
3.39612,0.0678753,-3.45636,1624,16127
5.1677,3.14833,-3.0897,54134,13218
5.0090900000000005,0.6201720000000001,-2.92523,39844,1391
6.83634,2.59061,-1.08216,35762,67281
4.47486,0.145361,-1.48959,2215,24632
3.24858,0.21794,-2.5213,9120,51252
2.58086,0.107995,-3.0616,46008,23445
5.89001,1.6913200000000002,-2.5813900000000003,23719,60393
3.56721,0.5027699999999999,-2.86166,67365,13890
4.1772800000000005,0.6972109999999999,-5.37915,45046,36408
3.5612699999999995,1.23501,-3.84053,62078,26159
4.06265,1.95786,-3.98193,70989,16403
4.68395,11.3375,-8.20768,40588,67213
4.90687,2.33551,-2.93678,38614,60472
4.4933,1.34365,-3.7488,23594,21469
4.51087,-0.0709267,-2.6907,44696,4730
6.177,10.9052,-2.20779,29254,14285
5.23039,2.44854,-2.26183,30973,63060
2.97512,0.3346369999999999,-3.02548,17712,66749
3.1520900000000003,0.345226,-2.45002,18608,68564
4.14516,0.608046,-3.6282,46867,29175
4.08933,1.31019,-4.14017,17761,55782
6.35105,9.38729,-1.85714,36378,5739
3.97347,0.651274,-1.74639,29373,45018
4.480630000000001,1.75151,-4.74003,51896,54699
4.11656,2.06712,-2.38433,35986,71279
4.17013,1.86111,-3.38027,43252,1990
3.20225,-0.194384,-2.85428,30697,28817
5.42172,1.29032,-2.69476,22199,9790
2.75338,-0.0299459999999999,-4.0948400000000005,54012,13133
4.59886,0.917492,-1.89184,21831,57660
3.04484,0.0219602,-0.8949790000000001,26133,48751
5.469609999999999,5.10649,-2.95528,112,53031
4.68771,0.909894,-0.607466,33330,70808
4.9587,4.46764,-0.815455,7838,29173
2.68797,0.0245331,-4.3783,22025,36743
3.64895,0.37816,-3.5447800000000003,54530,57041
3.87732,0.4259479999999999,-2.5878,34285,30234
4.61155,2.39233,-2.63962,56915,64561
4.102519999999999,0.775467,-3.59758,1145,58848
5.68229,6.03728,-2.1726,55232,18878
2.8329,0.104486,-1.47045,61583,41599
6.13466,0.1133339999999999,-1.67681,18507,14216
3.88906,0.666117,-3.08747,35001,10521
5.9637400000000005,-1.70133,-3.28766,39502,57783
4.24602,0.336908,-3.62775,51308,51298
5.01377,1.21024,-1.00273,43778,25907
5.86569,1.42622,-2.91436,14708,29148
3.86966,0.39862,-3.95884,19119,25906
4.755240000000001,1.63341,-4.495340000000001,9866,10729
3.52497,0.2419239999999999,-4.506130000000001,46078,28061
4.69083,1.99684,-4.63248,3081,57550
5.7643,2.06981,-1.6895099999999998,39324,26035
5.5577,6.92105,-2.32087,58813,59439
2.74791,0.0180625,-1.93797,9086,72366
3.92491,0.3926449999999999,-5.11952,71118,30434
4.75292,2.29114,-2.50813,55956,42428
3.78227,0.059434,-3.854130000000001,29922,35524
4.91697,2.26741,-2.44239,33615,15122
3.6001800000000004,0.195153,-1.16545,54984,63326
5.37541,1.96741,-1.7075,60804,44219
5.26305,1.6272799999999998,-2.73496,26630,27278
4.41705,1.4088200000000002,-3.21306,9136,29852
5.23893,1.99275,-3.96007,4770,3883
7.771539999999999,0.12929,-2.11912,20768,42047
6.95265,2.68048,-1.7557900000000002,7524,27721
3.84937,0.296713,-2.59593,12507,72023
3.9457,0.507309,-3.78031,37200,56031
3.24811,-0.0167472,-3.64977,25134,39226
3.87713,0.272642,-3.86641,47582,53834
4.91978,2.17888,-4.07419,70281,59687
3.13616,-0.104048,-2.11033,36523,49914
5.04519,1.10562,-2.73288,29500,56573
5.71535,9.05052,-1.57024,39982,19504
4.6572,1.48652,0.0745786,1398,15946
6.19079,3.3393,-2.53226,17745,44709
2.85143,-0.121613,-4.17914,55579,3090
3.51736,0.256351,-5.055680000000001,65757,58855
3.97966,0.0905973,-4.59788,41535,12155
4.20723,1.713,-2.68719,35090,15900
6.468030000000001,1.8431,-1.93995,50636,57191
3.08667,0.101032,-3.0196,29789,37582
3.69498,1.01301,-4.97251,46385,53831
2.57601,0.415392,-2.23426,51385,68440
4.75863,0.0983511,-2.0097,567,31895
4.7057,3.70157,-1.83463,53828,62228
5.662380000000001,1.35167,-3.3113,28831,58755
5.63224,4.04056,-2.15334,39715,70441
5.20734,1.4513,-1.62265,54226,27808
3.64789,0.245133,-2.60387,4189,49113
3.84515,0.793041,-2.69394,15656,47985
