Key_0_0,pupilDiamMax,P1stFixation,leavingPos,Key_1_3
3078,-0.043,1,21.6622,5264
2023,0.2104,1,78.4347,3983
6506,0.0925,0,143.5705,1378
4700,1.9487,0,127.343,4661
7015,0.2556,1,31.8904,5455
287,0.1012,1,69.5881,6618
202,1.4012,1,78.1937,5005
5099,0.0813,0,53.5093,1266
2342,0.1968,1,13.0384,5162
1100,0.0202,1,54.5183,7246
7444,0.122,1,77.1897,4501
4497,0.1059,1,54.5825,2484
3336,0.0874,1,129.7575,1364
1031,0.188,0,67.0075,1436
1829,0.0696,1,21.7083,1037
651,0.2081,1,62.46,5527
2843,0.3061,1,58.2001,2835
5147,0.122,1,152.0008,2596
743,0.1468,1,69.3758,1434
225,0.8332,1,59.8018,4265
5886,0.3176,1,70.8978,4717
633,0.2062,1,71.007,4184
5992,0.2523,1,74.0422,7040
1613,0.156,0,70.6576,604
6991,0.1644,0,74.7813,3655
2966,-0.1215,0,36.8782,4926
270,0.9075,0,95.4804,300
6059,0.1031,0,64.5949,7399
7152,0.1165,1,56.5265,6441
3026,0.0226,1,1.5811,6236
5541,0.0834,1,107.9352,6024
7167,0.067,1,131.3097,6726
1433,0.0502,1,52.2398,7205
4340,0.089,1,55.8055,4459
1979,0.1043,1,32.5346,4618
1021,0.3276,1,111.9933,2978
1467,0.2027,1,10.5119,6128
3788,0.1518,1,29.5846,1912
2716,0.8567,0,66.1381,666
7532,0.3498,1,120.0843,7360
1277,0.076,1,48.9923,7165
5079,0.0425,1,5.3151,932
2329,1.1726,1,65.4313,5861
6154,0.2142,1,50.0025,2296
6387,0.0752,1,56.1004,1834
2157,0.1201,1,38.9487,2739
1729,0.2343,1,65.6601,3752
776,0.2524,1,123.8406,6926
6799,0.3223,1,52.8607,5086
4382,0.1371,1,87.0704,7292
2083,0.6472,1,102.7144,4323
3370,0.0423,1,90.2344,2598
5802,-0.0629,1,168.6891,6193
6765,0.1296,1,114.1096,2094
5339,0.2515,1,54.0023,1888
3395,0.6972,1,21.5058,6053
6593,0.1646,1,61.9839,3388
4594,0.2893,1,58.6046,2847
699,-0.0956,1,70.6771,4189
4850,0.2028,1,125.6344,7373
5672,0.3083,1,6.5,7591
3928,0.1761,1,95.3415,4410
4130,0.1034,1,111.8179,3136
1952,0.1185,1,60.5186,983
3552,0.0228,1,38.2099,2246
241,0.2875,1,18.5068,5146
2503,-0.07,1,84.8528,4664
5181,0.1438,1,9.0554,5735
645,1.1616,1,56.0357,3683
4304,-0.0557,1,36.6231,2020
3006,0.2592,0,73.8664,1211
1142,0.1245,1,61.6644,6802
2893,-0.072,1,73.0514,6136
6783,0.0136,0,24.5051,597
197,-0.0308,1,112.6144,6103
1918,0.2169,1,51.8845,3879
2249,0.3339,0,89.56,5426
4834,-0.0045,1,44.7493,6297
7195,0.2313,1,71.332,2090
2229,-0.0045,1,61.5894,2121
6604,0.0865,1,66.8973,5649
1839,0.2712,1,103.5495,3787
1420,0.2216,1,115.0761,5355
22,0.1432,1,91.5014,4984
4379,2.0375,1,34.0918,5868
1584,-0.0329,1,55.0681,2388
7313,0.1555,1,109.5011,5608
7198,0.0954,1,84.7659,4409
914,0.1538,0,81.1326,5387
3711,-0.5825,0,33.3654,5961
304,0.1113,1,18.5809,2759
5787,0.231,0,41.7612,407
5098,0.1205,1,130.1509,7187
1683,0.0606,1,41.1461,670
5711,0.0311,1,109.5046,4714
6181,0.0467,1,70.0161,682
6516,0.1159,1,121.6069,30
2162,0.0696,1,30.8585,1043
122,0.1955,1,94.2987,6655
3861,-0.8588,0,89.202,2370
1320,0.5605,1,109.4646,4146
5588,0.1847,0,40.2523,5029
958,0.1466,1,100.005,2475
1209,0.0642,1,50.045,3449
680,0.1676,1,82.7345,4577
5386,-0.0439,1,42.4264,4434
864,0.2081,1,132.8401,1285
7482,0.5463,0,42.1456,3373
3793,0.1351,1,22.655,2311
3540,0.0743,1,23.0868,3073
3947,0.1226,1,7.433,1800
4639,0.2482,1,14.5602,6549
3535,0.1916,1,70.8467,1001
2207,-0.0086,1,29.2617,3584
4580,0.1594,1,47.0239,1403
7405,0.029,1,129.001,5026
5183,0.131,1,36.7185,966
7443,0.797,1,77.1897,7370
3752,-0.0854,0,71.3863,6311
6785,1.4802,1,108.3444,6439
554,0.1202,0,29.2959,7090
5633,1.7096,1,41.7043,4417
3122,-0.0143,1,80.946,6050
2171,0.3567,1,44.7214,5418
1600,0.0073,1,22.5222,4780
2069,0.2625,1,60.7289,2002
4358,0.9318,1,20.7966,4751
6727,-0.0566,1,31.1809,2406
537,0.0386,1,70.0446,5854
257,-0.0248,1,24.8395,148
2213,-0.0408,1,23.817,1303
4870,0.028,1,47.289,1787
6354,0.0423,1,13.8924,2584
3206,0.023,1,83.0738,893
7316,0.1937,0,32.1442,6453
4330,0.1748,1,32.9014,3921
3050,-0.0858,1,37.0844,1778
1996,0.0936,1,33.3766,6033
2021,0.0451,0,144.4585,3825
1062,0.1259,1,93.9747,1975
2573,0.1672,1,23.927,2745
882,0.1442,1,6.0208,5588
4418,0.1102,0,142.9773,6791
2480,0.0242,1,108.0116,5607
2713,0.2957,0,144.0876,4043
2100,0.1124,1,36.7049,3077
4395,0.1942,1,41.3552,6120
1316,-0.0289,1,50.9215,1710
5312,1.598,0,60.3842,483
2003,1.525,1,84.2882,5747
3736,-0.1055,1,74.6073,3714
1813,0.4803,1,49.2443,3716
1336,0.1015,1,126.58,7240
4745,0.0231,1,138.7921,5807
364,0.1722,1,62.2113,5450
1241,0.0955,1,113.9496,2736
4442,0.2713,1,51.6841,3839
6426,-0.1299,0,59.927,1581
2128,0.0861,0,36.0035,6585
7070,0.2521,0,25.4804,4912
3660,0.7158,0,82.9759,3435
6774,0.0925,1,156.0969,5403
7213,0.0214,1,105.5237,4205
1517,0.1006,1,112.0045,3802
1702,0.0854,0,101.9657,6956
4939,0.2853,1,74.3236,4374
972,-1.1753,1,43.8321,91
1714,0.091,1,17.7553,4091
1903,0.0857,1,64.195,5229
2626,0.3507,1,64.002,3144
6107,0.1153,1,110.5283,5038
1746,0.1264,1,91.0879,5945
5317,0.1963,1,32.4076,6462
2317,0.1693,1,65.8217,6976
2090,-0.0818,1,69.7782,309
1135,0.1055,1,61.5,7212
7298,0.1201,1,66.5169,7485
2113,0.0945,1,62.508,5558
245,0.2938,0,31.8944,1654
5227,0.1064,1,95.6347,7231
1261,0.4335,1,88.596,5054
7060,0.1177,1,31.4841,1412
206,0.5104,0,25.4951,6242
4169,0.1102,1,106.7825,3722
4457,0.1737,1,34.5254,4852
2666,0.447,1,23.0489,7033
7137,-0.0428,1,180.783,2120
6401,0.3047,1,178.4615,5636
1992,0.1206,1,125.6344,4548
6625,0.136,0,52.5952,6190
5698,0.0734,1,31.5159,126
1383,-0.0629,1,40.9298,3638
3839,0.2986,1,34.9607,54
6844,0.0832,1,66.8001,802
3144,-0.0703,1,56.1471,5902
6379,0.2041,1,17.066,3863
6191,0.3105,1,41.1005,1762
7392,0.0802,1,57.6043,2552
3123,0.1678,1,118.0138,4752
7211,0.0908,1,63.4133,5451
5273,0.0173,1,8.3815,4168
5049,0.4872,1,25.5049,5056
6446,0.2379,1,101.7411,4197
737,0.1553,1,91.5874,6728
5888,0.0825,1,13.6473,803
4104,0.2672,1,68.5894,5525
6779,0.1093,0,78.5828,5327
1377,0.1405,1,63.7828,502
3949,-0.0312,1,42.6058,4916
2908,0.0989,1,85.072,922
4898,0.4211,1,41.7612,810
2559,0.17,0,81.4448,3702
5078,0.2966,1,108.462,7318
6831,0.0943,1,65.8217,2891
140,0.0163,1,69.5432,3964
4863,0.1663,0,18.4459,3669
1947,0.079,1,29.1548,4706
2159,0.1437,1,35.3871,3546
2850,0.168,1,32.28,1248
1173,0.8551,1,68.8204,3280
5144,0.0107,0,90.824,6048
646,-0.0103,0,26.5047,1770
5537,-0.0278,1,68.1652,6304
5980,0.1881,1,102.617,895
5641,-0.0207,1,37.9638,5950
5330,0.2625,1,63.9414,2409
6995,-0.1365,1,73.0154,3942
2913,0.1361,1,111.8939,7533
7046,0.2779,1,175.9808,5508
2427,0.0487,1,40.1995,95
4798,0.3665,1,102.1225,2261
428,0.0771,1,125.8223,4537
832,0.368,1,85.1146,6374
137,0.0312,1,75.6637,6422
4065,0.1175,1,73.8546,5186
2053,0.1883,1,62.502,2314
502,0.3729,1,19.0394,1265
3496,0.0946,1,30.8869,189
6368,0.0386,1,99.505,4489
3430,-0.069,1,91.5,4740
7000,0.1029,0,71.0634,5312
2294,0.3023,1,40.783,4251
1311,-0.0438,1,75.326,3617
4927,0.1925,1,19.5,665
6050,0.1799,0,255.5827,1341
2822,0.0746,1,98.6826,7207
3202,0.0578,1,60.3262,1855
6606,0.0845,0,30.8423,1915
5816,0.2168,1,19.9123,5013
5455,0.132,1,81.4448,7568
5365,0.2037,1,1.5,1882
6612,0.1698,0,74.0962,6677
4704,0.1605,1,30.3356,644
2544,0.1303,0,215.168,5730
160,-0.4869,1,41.8718,2874
1867,0.2215,1,61.7454,6255
1815,0.194,1,113.1205,6309
2304,0.1333,1,58.4059,2677
4181,0.1471,0,84.4808,245
3237,0.0435,1,110.3087,2590
2705,0.1876,1,29.7195,602
5772,0.142,1,47.6366,7437
801,0.0343,0,75.1482,520
1853,0.0443,1,27.8657,3922
1915,0.1398,0,16.0078,5951
7338,0.068,1,31.8159,3163
7032,-0.0318,1,76.58,6198
6004,0.029,0,67.8122,4964
5074,0.0812,0,105.4336,540
791,0.1602,1,64.438,6562
5496,0.1741,1,58.7388,4970
5631,0.1367,1,42.5118,1892
5806,0.1259,1,136.4441,4681
1908,0.065,1,116.0786,3428
1422,0.0128,1,69.8946,5384
2905,0.1016,1,101.0198,5712
767,0.0797,0,63.7122,4897
1990,0.1104,1,82.1523,615
1865,0.2071,1,32.7567,976
7507,0.2923,1,64.2359,3228
4185,-0.0247,0,99.2031,6336
5136,-0.4219,1,106.9871,392
3000,1.5777,1,57.7062,4255
6629,0.263,1,67.0615,2242
6353,1.5181,0,60.2702,3676
4138,0.204,1,29.7741,224
1699,0.0166,1,175.3147,6220
6898,0.2242,1,49.6236,7577
6654,0.2719,1,75.5,7344
1042,0.9525,1,88.4604,5227
2926,0.066,1,76.5278,4233
7414,0.0915,0,57.2931,6927
3566,0.325,1,7.7621,6704
4960,0.0769,1,43.2261,6862
5375,0.047,1,85.9069,1267
4812,0.1165,1,45.533,575
7286,0.2076,1,55.2675,5502
127,0.152,1,42.2907,2734
4584,0.2055,1,52.3546,4372
2594,0.0326,1,68.0974,5623
7107,0.1058,0,6.5765,2776
3039,-0.8588,0,90.5124,2943
6267,0.119,1,34.7922,3837
5582,0.1469,1,56.2694,5166
5832,0.4056,1,75.1665,6333
3647,0.3311,0,43.4626,1842
2416,1.4612,1,26.8002,517
6165,0.0783,0,52.4452,3711
4187,-0.075,1,59.5399,2239
1057,0.0823,1,69.2856,4734
6858,0.0736,0,83.8048,2931
7048,0.2369,1,49.5101,1109
3641,-0.0969,0,67.862,6405
44,0.2891,1,68.6531,3594
5642,-0.0147,1,54.1295,432
6636,0.0825,1,42.2995,719
3930,0.2446,1,64.9865,679
2957,0.2091,1,79.555,1905
2165,0.0774,0,85.0235,4324
3454,-0.1215,1,56.3405,6151
7602,0.0901,1,75.4321,546
6425,0.1819,0,19.2094,4593
659,0.2162,1,16.0078,4567
6249,0.106,1,148.0034,1178
1675,0.2606,1,38.7621,4270
1028,0.1886,0,63.8318,7255
1497,0.2455,1,51.5606,2983
846,0.2992,1,61.5731,422
4495,0.1468,0,83.2541,6278
6134,0.1745,1,40.0312,3460
2073,0.2071,1,22.0227,7327
6281,0.1031,1,55.9732,3364
6544,0.5071,0,47.7938,2118
200,0.1029,1,73.1317,4823
4933,0.032,0,113.5396,4781
4779,0.1006,1,116.4302,6110
113,0.5071,1,72.3671,1700
3429,0.221,1,34.7311,1709
6608,0.1831,1,78.0545,1996
4885,0.3965,1,90.3687,4511
2984,0.0837,1,119.3399,6674
5393,0.179,1,56.136,2733
1227,0.1165,0,106.2132,2326
2972,-0.0193,1,14.5774,3492
6721,0.2214,0,18.9275,4534
6513,0.2571,0,79.0142,961
2958,0.1105,1,71.0018,185
7386,0.0385,1,70.5868,7303
6926,0.283,1,78.3342,1675
4983,-0.1049,1,67.6018,4821
5881,-0.0574,1,6.1847,2774
5253,0.7065,1,63.7828,7519
2296,0.0655,1,38.7331,2277
2650,0.0996,1,54.3921,6616
4728,1.6651,1,76.4886,4683
875,-0.1048,1,59.7097,2084
3865,0.0859,1,58.6366,6382
5289,-0.0083,0,36.6231,6365
2909,0.3085,1,148.8027,3900
6137,0.1816,1,85.856,3442
4524,0.7986,1,66.2514,2583
2819,1.3812,0,42.0268,1221
2391,0.0246,1,166.1693,4446
2624,0.1842,0,58.1055,1815
4655,0.1038,1,58.1055,2342
6034,0.1205,0,74.788,2385
991,0.1288,0,93.8416,2063
3735,0.1052,1,77.1897,3619
5943,0.1183,1,83.0015,1897
5696,0.2646,0,91.2277,2500
3972,0.1572,1,42.547,2960
3318,0.1806,0,164.003,4990
926,0.3324,1,39.5127,3841
3262,0.0437,1,148.0692,7523
2196,0.1285,1,52.2398,634
6524,0.8811,0,97.0824,6533
4616,0.1525,1,58.6366,3798
3115,0.0356,1,94.0013,6744
792,0.1702,1,79.9531,3261
6429,0.0993,1,100.3606,154
1921,-1.113,1,164.5965,6624
2970,0.1469,1,51.9832,1007
1444,-0.06,1,24.0052,2227
4742,0.076,1,52.8607,4707
685,0.0552,1,90.1124,6554
4500,0.117,1,98.2344,1164
4411,0.0395,0,17.1026,1603
676,0.1029,1,32.9621,5313
5911,0.275,1,72.2669,5764
6020,0.3143,1,28.0401,1481
3108,1.9949,0,160.8143,7429
7143,0.494,1,53.6493,2925
7542,0.159,1,44.5253,2597
1093,-0.5261,0,75.1415,7018
4424,0.1592,0,63.3482,2327
2356,0.0876,1,215.5145,7104
2751,0.3242,1,46.7787,335
3052,0.066,1,63.1051,5768
3129,0.1557,1,71.2776,2857
5149,1.1002,1,47.6471,6174
2865,0.1879,1,84.1724,7367
4789,0.1167,1,84.6242,5580
4405,0.1986,1,47.5395,3456
4609,0.1335,1,78.3661,4627
4369,0.0965,1,66.4248,6479
568,0.1456,1,26.163,3204
6617,0.2067,1,20.5548,2268
6916,0.2978,1,24.5153,6745
2541,-0.0095,1,62.2113,2323
1208,-0.0551,1,22.5,2306
7470,0.0841,1,130.1163,2923
188,0.1039,1,13.8293,201
5897,0.0462,1,48.8723,3763
6190,0.0979,0,16.5076,7570
1474,0.948,1,87.4371,6212
5956,0.1694,0,50.01,4798
3436,0.2646,1,76.7626,5145
1268,0.2767,1,26.2488,4651
5358,0.1526,1,80.5559,4458
5055,4.4917,1,59.8206,5173
4093,0.259,1,224.5557,947
5534,0.179,1,79.1154,5119
873,0.1342,1,115.434,6506
5934,-0.0348,1,13.4629,1518
729,0.2565,1,52.6806,905
3465,0.2051,1,12.7279,5893
226,0.1212,1,109.4178,4953
7524,0.3077,0,68.0625,896
4523,0.0108,1,42.9214,5042
2622,0.2482,1,89.7566,49
1210,-0.1594,1,40.0125,2907
4825,1.9002,0,87.9332,1442
2489,0.2151,1,66.6408,956
2187,0.1676,1,49.6009,4029
582,0.2083,1,96.6566,642
3629,0.399,1,78.0256,3543
6752,0.0443,1,51.1004,7555
7093,0.0626,0,101.0792,1199
4276,0.0238,1,63.8847,998
7236,0.3152,0,105.2295,2067
3416,0.0954,1,13.0863,3796
4283,0.1571,1,55.7315,1858
5131,0.2343,1,89.8012,4771
5100,0.0578,1,33.3204,6494
5615,0.0265,1,89.3784,7261
6549,0.1714,0,54.353,745
4247,0.1554,0,97.0271,6184
2166,0.1465,1,92.1805,2415
7384,0.0696,1,85.7103,2069
5990,0.1987,0,58.0452,3252
1866,0.2227,0,158.0071,4020
4693,0.0703,0,103.4758,3661
5171,-0.0043,1,73.7309,6288
1424,0.122,1,39.6548,1950
5478,0.1518,0,42.9418,2144
5725,0.1523,0,40.1123,1301
4532,0.2489,1,112.6344,6152
2130,0.065,1,57.3847,371
2351,0.1063,1,68.0165,3116
1658,0.2252,1,26.9258,5530
5519,0.3097,1,179.0,32
6668,-0.0333,1,62.859,681
2879,0.023,1,29.2617,5827
4646,0.2338,0,205.8476,4842
7334,0.1679,1,51.8652,1920
6514,0.0356,1,35.0179,6555
274,0.2712,1,86.7006,5719
2722,0.1123,1,22.0,7559
6339,0.1155,1,42.1456,1775
3381,-0.0314,1,89.836,3005
5282,0.0799,1,46.669,2884
3632,0.0526,1,37.5133,6798
2140,0.089,0,58.1055,2073
392,0.0891,1,73.5425,4960
5288,0.1095,1,107.5744,5681
1856,0.3173,1,69.8516,5280
3591,0.063,1,44.0,3817
6851,0.2698,1,72.6034,2488
5095,0.6157,0,44.4072,3286
6472,1.3597,0,90.7979,1143
5688,-0.7975,1,98.2344,4739
628,-0.0894,1,41.4367,5031
4466,0.233,1,55.1453,6518
3916,1.4802,1,62.859,7354
3163,0.0714,1,63.7279,577
3867,0.143,1,86.8692,7133
5986,0.0147,1,70.445,6909
6874,0.0887,1,17.9234,4246
759,0.103,1,73.1864,5863
4758,0.5288,1,68.6167,3308
1673,0.1466,1,30.2324,322
6667,-0.0057,1,182.5,2753
2492,-0.007,0,34.6302,3012
4078,0.1563,0,88.5,3667
1,0.1987,1,82.9473,1824
2372,0.1479,1,84.0669,4004
1076,0.2543,1,79.577,2046
6115,0.0573,0,85.1587,2501
5325,0.1742,0,49.3812,4110
89,0.0944,1,61.1882,6247
2011,0.2393,1,72.9452,7135
437,0.0656,1,58.0086,1108
901,0.1637,1,66.3702,5435
2683,0.1722,0,24.0052,1014
1751,0.3232,1,109.9318,5033
5740,0.1774,0,16.1941,5746
5399,0.1572,1,38.0033,2662
2810,1.5351,1,50.065,1006
5110,2.0375,1,159.3895,4518
1490,0.3152,1,88.8623,25
1987,0.1015,1,188.5027,5960
4253,0.0763,0,74.7262,136
3724,0.061,1,47.6366,1791
7094,0.1417,1,47.4157,208
7086,0.2184,1,14.5086,3311
4821,0.0831,1,35.171,676
1352,0.1053,0,73.1642,2253
982,0.1416,0,65.3012,7234
6718,0.162,1,155.8212,2457
3110,0.1988,1,47.8017,6858
124,0.0876,1,106.2544,944
1768,0.0776,1,47.5421,1935
6316,0.0943,1,66.7608,1631
4243,0.0761,1,95.5,3720
5706,0.2667,0,53.5374,6846
2131,0.0537,1,152.2539,6994
1341,0.1861,1,28.0179,6592
4175,0.0306,1,115.3527,3393
2651,0.0385,1,39.5885,305
271,-0.1324,1,70.5142,4230
3141,0.0596,1,53.1507,6350
484,0.399,1,48.5412,3773
5949,0.1175,1,83.5284,5988
4750,0.0337,1,52.5952,4114
5352,0.4138,1,73.7564,7353
7599,0.0246,1,46.8188,5246
6126,0.021,1,18.0069,5430
4982,1.3035,1,51.8941,395
1535,1.8132,1,62.2013,3331
7040,0.0501,1,51.7035,6911
5264,0.204,0,45.5988,7277
2222,0.0222,0,2.6926,2452
4272,0.3593,1,5.0,4700
3027,0.0882,1,64.4127,178
7275,0.1126,1,31.4682,13
1203,0.0001,1,96.0052,5478
1290,0.1938,1,103.9291,3574
788,0.2221,0,88.5579,116
5652,0.0367,1,21.5928,3953
6801,0.1916,0,61.9718,7521
296,0.1847,0,162.1974,536
2635,-0.2646,1,94.1488,5035
4234,0.0803,1,59.5063,1327
7473,0.1289,1,72.9966,6366
2311,0.025,1,65.0577,843
5974,0.3516,1,49.5025,1214
6325,0.2055,1,65.9735,737
6183,0.4158,1,135.7148,1326
967,0.1107,1,79.9453,3962
7185,0.1662,1,66.6652,6250
6717,0.1541,0,19.1638,2792
5689,0.1196,1,40.7707,6773
5508,0.1016,1,50.2121,6493
2400,0.1068,1,89.1698,3635
3060,0.748,1,63.0714,618
1378,0.0873,1,67.082,7196
1850,0.0406,1,56.7539,2042
2308,0.0341,1,54.1341,4588
2429,0.3034,1,35.7946,4626
1520,0.1226,1,66.6108,5316
5682,0.2253,1,146.6467,7173
5311,0.3965,1,18.1797,3465
7281,0.1096,1,121.5041,819
6450,0.3472,1,12.1758,143
511,-0.0338,1,48.6004,5377
3849,0.3301,1,22.2092,6658
4828,0.131,1,40.3113,3491
1832,-0.0152,0,69.5935,1022
2989,0.3137,1,49.1172,6564
2167,0.003,1,88.5113,3316
822,0.3147,1,51.8483,5157
1148,0.1185,1,30.6023,4237
2723,0.0073,1,99.7121,1117
2043,-0.4464,1,1030.1789,5805
4860,0.0129,0,74.2445,3107
673,0.0718,1,86.1177,5658
518,0.8132,1,53.0094,4689
514,0.2427,1,83.3262,6906
2706,0.1023,1,2.5,2041
5082,0.0997,1,24.5204,967
5026,0.2401,1,75.1066,726
6099,0.1726,1,18.5,5095
6321,0.1448,1,28.0713,3739
5908,0.0246,0,102.2851,2082
1130,0.2168,1,61.4003,4977
1496,0.0798,1,83.0,4024
5536,0.043,1,64.56,1319
7287,0.1538,0,47.5395,1012
6915,-0.0438,1,76.6877,5364
702,0.0372,1,28.6575,6954
6879,0.1273,1,179.2603,2821
6778,0.1387,1,54.1225,457
90,1.5777,1,237.1671,486
3790,0.052,1,50.8035,4652
3800,0.0067,0,85.6052,2530
1676,0.0805,1,33.0341,3128
6140,0.0386,1,24.2539,6027
7133,0.1602,0,73.2547,4764
2641,0.1521,1,78.9462,5115
2569,0.1986,1,138.6524,6130
4067,0.8546,1,98.6471,978
6720,0.1829,1,113.5275,4090
6338,0.1382,1,37.6563,4718
7337,0.122,1,83.1685,1471
1565,0.2431,1,40.7983,754
5170,0.2699,1,52.0312,3692
146,0.0053,1,95.0224,4149
4508,0.1507,1,32.9014,5059
1503,0.2938,0,76.5849,5874
684,0.1795,0,60.8276,3736
4320,-0.0323,0,289.7145,1592
41,0.3011,1,110.4774,7031
7154,0.1168,0,28.4605,1503
3607,0.16,1,133.3389,2259
5417,0.1798,0,54.171,1612
4356,0.1855,1,101.8982,1069
2367,0.1976,0,58.0194,6294
5863,0.5086,1,26.6317,5933
2979,0.748,1,95.5641,5039
2754,0.3405,1,91.5874,4851
2306,0.2284,1,12.2577,4674
4182,0.0986,1,73.6156,7183
2629,0.1242,1,69.2694,5743
80,0.275,1,66.9795,428
1412,0.0653,1,128.041,7362
5728,0.1741,0,81.4033,2626
5916,0.1371,1,33.2039,2765
4641,0.7161,1,92.9045,4762
3464,0.0592,1,50.2021,4544
260,0.4192,1,74.6358,1489
5107,0.2927,1,2.5,3352
2242,2.6022,0,89.6019,1131
5499,0.2362,1,72.4051,3372
6033,0.105,1,57.6585,7294
134,0.1226,1,43.1045,2225
5284,0.1441,0,92.4905,2362
7591,0.1446,1,87.1966,1459
1625,0.1883,1,89.237,3800
121,0.0903,1,46.8241,2728
2268,0.1955,1,44.5926,4591
1426,0.1991,1,67.041,5977
2820,0.1145,1,26.8002,163
946,0.0451,0,38.1084,1993
3119,0.0254,1,70.6045,1707
1716,0.2793,1,10.5948,946
4949,0.2978,1,95.9713,5969
821,0.0752,0,24.0104,4292
1660,1.3035,1,52.0601,2464
2150,-1.322,1,72.9178,6521
6957,-0.0998,0,88.9452,354
1395,0.1571,1,48.6004,4917
5930,0.1882,1,73.6767,42
7190,0.0144,1,41.14,2446
4645,0.9047,1,80.4006,2196
2257,0.1663,1,49.0026,4839
7400,0.0819,0,61.2638,3417
804,0.0681,1,59.5021,412
7049,0.3034,1,18.7417,5778
1807,0.2337,0,7.9057,220
3342,0.0404,1,41.3824,367
3394,-0.1048,1,72.8371,1878
7043,0.0632,1,49.366,6896
6111,0.1171,1,33.5596,7288
6695,1.5457,0,69.3992,390
6772,0.1495,1,195.0449,903
7356,0.1392,1,76.4412,6797
3832,0.114,1,88.8651,6261
6077,0.0958,1,143.782,1841
7238,0.9081,1,49.6614,4684
4365,0.2743,0,46.7172,1162
4001,0.734,1,68.1561,18
2861,0.1605,1,28.8531,7301
7589,0.116,0,76.7219,662
6262,-0.4219,1,53.782,3537
6768,0.169,1,70.445,5132
3692,0.0482,1,31.8944,5232
7186,0.132,1,38.2394,6818
132,0.19,1,55.0295,7459
5828,-0.0327,1,75.8716,2968
1801,-0.0193,1,58.2409,688
1965,0.25,1,22.6991,2234
4062,0.2565,1,11.4018,1398
2613,0.0313,1,24.5459,957
3220,0.2192,1,53.782,6266
6536,0.1135,1,27.6134,3455
4756,0.2718,1,64.3273,3586
3343,0.2249,1,79.267,7242
4360,0.9667,1,23.7065,1936
1242,0.0742,1,84.0119,259
6994,0.1722,1,59.2558,6782
5278,0.308,1,44.4438,969
3340,0.3301,1,51.6962,7575
170,0.2806,1,74.3135,2293
2647,-0.1435,0,50.2245,6084
7228,0.066,1,54.7951,2100
5233,0.2633,1,97.5718,2209
1532,0.0441,1,183.4973,1218
5746,0.1205,0,28.2179,960
4274,0.136,0,135.0926,1350
4195,0.1052,0,123.1463,5373
4429,0.1268,1,45.0111,111
2669,0.0295,0,75.2213,5669
6811,1.5777,1,47.0106,3377
2846,0.1245,1,52.5095,6272
3982,0.0498,1,103.7714,3443
1043,0.0703,0,73.5017,5064
5774,0.0775,1,34.6771,190
5757,0.0956,1,87.122,558
3272,0.2216,1,20.5548,4174
7090,0.36,1,20.1556,846
114,0.0409,1,61.4003,1112
3645,0.139,1,104.5108,5273
6807,0.0309,1,62.8908,5491
4602,0.1396,1,143.0122,4884
5966,0.2091,1,26.3865,1512
6523,0.0787,1,100.5547,2466
2301,0.1655,1,32.7452,7123
6449,0.1391,1,56.2228,453
1445,0.1816,1,21.2132,4362
5675,0.1791,1,7.6485,3715
5649,0.0591,1,84.2511,6291
7030,0.2299,1,3.5355,6505
4695,0.052,1,61.002,2244
1461,0.0125,1,80.5248,4587
995,0.1542,1,127.7155,1150
3895,0.1067,1,43.7978,4923
953,0.0642,1,47.9296,887
3973,-0.0159,0,43.983,1671
7564,0.0327,1,103.982,4022
2376,0.3074,1,45.6508,4859
3574,0.0954,1,90.0125,596
2581,0.1477,1,49.3964,1165
3725,0.1208,1,93.3408,2683
6928,0.2431,1,35.107,742
7365,0.175,1,149.5535,5375
7309,1.1726,1,56.5796,3535
4773,0.1739,0,61.5081,270
4025,0.3818,1,90.6697,717
6539,0.0663,1,96.5829,5939
1609,0.0901,1,24.8395,2883
5301,0.1258,1,112.4389,1645
2506,0.0176,1,136.0588,1075
4053,0.734,1,61.8324,1580
4883,0.1765,1,44.9055,2039
3511,0.7296,1,83.86,1835
5958,0.2364,0,111.2048,6148
4113,0.0231,1,91.9361,3346
5056,-0.0086,1,20.9881,2495
1695,0.1472,1,45.0139,1965
4913,0.081,0,103.1431,7194
6258,0.212,1,65.0577,4776
5166,0.1761,1,68.5292,652
26,0.199,1,26.6693,3938
6381,0.3554,1,45.467,3315
6861,0.1433,1,29.3471,3686
6495,0.047,1,90.2898,3055
3137,0.2235,1,52.7376,2940
2670,0.048,1,66.1154,4949
6518,0.076,1,41.4367,6127
7267,0.2671,1,47.7074,5419
2888,0.2954,0,45.7056,3681
5468,0.0813,0,89.5014,2802
877,0.131,1,89.1137,6094
6153,0.1812,1,57.8468,5463
1779,0.5301,1,39.08,5875
695,0.2176,1,36.3077,4427
3159,0.2561,1,135.9458,5696
487,-0.0029,0,53.1154,4488
7206,0.1171,1,48.3037,5307
16,0.0886,0,43.2695,1370
4061,0.1886,0,54.0023,3489
5622,0.085,1,52.8015,2913
2550,0.0449,1,88.3233,6223
23,-0.1086,1,32.5346,5431
6218,0.0446,1,81.5414,4682
3954,0.2229,1,21.1483,284
399,1.3045,1,37.9111,5172
6292,0.35,1,21.5523,2177
6548,0.1879,0,162.5192,3639
96,0.8061,1,78.3901,6345
1107,0.0952,1,150.9346,5469
451,0.1398,1,90.2441,1225
3415,0.1131,1,75.9539,869
6061,0.1468,1,130.5613,5011
