DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,ASIAN STUDENTS With 2 or More Suspensions or Removals,BLACK STUDENTS With 2 or More Suspensions or Removals,HISPANIC STUDENTS With 2 or More Suspensions or Removals,WHITE STUDENTS With 2 or More Suspensions or Removals,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,TOTAL STUDENTS With 2 or More Suspensions or Removals
07X005,P.S. 5 Port Morris,K-8,7,*,*,*,*,*,*,*,*
07X018,P.S. 018 John Peter Zenger,Elementary,7,*,*,*,*,*,*,*,*
07X025,P.S. 025 Bilingual School,Elementary,7,*,*,*,*,*,*,*,*
07X029,P.S./M.S. 029 Melrose School,K-8,7,*,*,7,9,*,*,*,19
07X030,P.S. 030 Wilton,Elementary,7,*,*,*,*,*,*,*,*
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,7,*,*,*,*,*,*,*,*
07X043,P.S. 043 Jonas Bronck,Elementary,7,*,*,*,*,*,*,*,*
07X049,P.S. 049 Willis Avenue,Elementary,7,*,*,*,*,*,*,*,6
07X065,P.S. 065 Mother Hale Academy,Elementary,7,*,*,*,*,*,*,*,*
07X151,J.H.S. 151 Lou Gehrig,Junior High-Intermediate-Middle,7,*,*,*,*,*,*,*,*
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,7,*,*,*,*,*,*,*,*
07X157,P.S. 157 Grove Hill,Elementary,7,*,*,*,*,*,*,*,*
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,7,*,*,*,*,*,*,*,*
07X162,J.H.S. 162 Lola Rodriguez De Tio,Junior High-Intermediate-Middle,7,*,*,*,*,*,*,*,*
07X179,P.S. 179,Elementary,7,*,*,*,*,*,*,*,*
07X221,South Bronx Preparatory: A College Board School,Secondary School,7,*,*,*,*,*,*,*,*
07X223,M.S. 223 The Laboratory School of Finance and Tech,Secondary School,7,*,*,*,*,*,*,*,*
07X224,P.S./I.S. 224,Junior High-Intermediate-Middle,7,*,*,*,*,*,*,*,6
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High school,7,*,*,*,11,*,*,*,16
07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,7,*,*,*,*,*,*,*,20
07X298,Academy of Public Relations,Junior High-Intermediate-Middle,7,*,*,*,*,*,*,*,20
07X321,Crotona Academy High School,High school,7,*,*,*,*,*,*,*,*
07X334,International Community High School,High school,7,*,*,*,*,*,*,*,*
07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,7,*,*,8,*,*,*,*,10
07X359,Concourse Village Elementary School,Elementary,7,*,*,*,*,*,*,*,*
07X369,Young Leaders Elementary School,Elementary,7,*,*,*,*,*,*,*,7
07X379,Jill Chaifetz Transfer High School,High school,7,*,*,*,*,*,*,*,*
07X381,Bronx Haven High School,High school,7,*,*,*,*,*,*,*,*
07X385,Performance School,Elementary,7,*,*,*,*,*,*,*,*
07X427,Community School for Social Justice,High school,7,*,*,*,*,*,*,*,6
07X444,Home Schooling,Central-HQ-Citywide,7,*,*,*,*,*,*,*,*
07X456,Alfred E. Smith Campus YABC,High school,7,*,*,*,*,*,*,*,*
07X473,Mott Haven Village Preparatory High School,High school,7,*,*,*,16,*,*,*,21
07X495,University Heights Secondary School,High school,7,*,*,*,*,*,*,*,*
07X500,Hostos-Lincoln Academy of Science,Secondary School,7,*,*,*,*,*,*,*,*
07X520,Foreign Language Academy of Global Studies,High school,7,*,*,*,*,*,*,*,9
07X522,Bronx Design and Construction Academy,High school,7,*,*,*,*,*,*,*,7
07X527,Bronx Leadership Academy II High School,High school,7,*,*,*,6,*,*,*,10
07X533,Learning through Play Pre-K Center,District Pre-K Center,7,*,*,*,*,*,*,*,*
07X547,New Explorers High School,High school,7,*,*,*,7,*,*,*,12
07X548,Urban Assembly School for Careers in Sports,High school,7,*,*,*,*,*,*,*,*
07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,7,*,*,14,10,*,*,*,25
07X557,Mott Haven Community High School,High school,7,*,*,*,*,*,*,*,*
07X600,Alfred E. Smith Career and Technical Education Hig,High school,7,*,*,9,6,*,*,*,16
07X670,Health Opportunities High School,High school,7,*,*,6,6,*,*,*,13
08X014,P.S. X014 Senator John Calandra,Elementary,8,*,*,*,*,*,*,*,*
08X036,P.S. 036 Unionport,Elementary,8,*,*,*,*,*,*,*,*
08X048,P.S. 048 Joseph R. Drake,Elementary,8,*,*,*,*,*,*,*,*
08X062,P.S. 062 Inocensio Casanova,Elementary,8,*,*,*,*,*,*,*,*
08X069,P.S. 069 Journey Prep School,Elementary,8,*,*,*,*,*,*,*,*
08X071,P.S. 071 Rose E. Scala,K-8,8,*,*,*,*,*,*,*,7
08X072,P.S. 072 Dr. William Dorney,Elementary,8,*,*,*,*,*,*,*,6
08X075,P.S. 75 School of Research and Discovery,Elementary,8,*,*,*,*,*,*,*,*
08X093,P.S. 093 Albert G. Oliver,Elementary,8,*,*,*,*,*,*,*,*
08X100,P.S. 100 Isaac Clason,Elementary,8,*,*,*,*,*,*,*,*
08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X107,P.S. 107,Elementary,8,*,*,*,*,*,*,*,*
08X119,P.S. 119,Elementary,8,*,*,*,*,*,*,*,*
08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,8,*,*,*,6,*,*,*,9
08X125,J.H.S. 125 Henry Hudson,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,8,*,*,*,*,*,*,*,*
08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,7
08X138,P.S. 138 Samuel Randall,Elementary,8,*,*,*,*,*,*,*,*
08X140,P.S. X140 The Eagle School,Elementary,8,*,*,*,*,*,*,*,*
08X146,P.S. 146 Edward Collins,Elementary,8,*,*,*,*,*,*,*,*
08X152,P.S. 152 Evergreen,Elementary,8,*,*,*,*,*,*,*,*
08X182,P.S. 182,Elementary,8,*,*,*,*,*,*,*,*
08X269,Bronx Studio School for Writers and Artists,Secondary School,8,*,*,*,7,*,*,*,13
08X282,Women's Academy of Excellence,High school,8,*,*,*,*,*,*,*,6
08X293,Renaissance High School for Musical Theater & Tech,High school,8,*,*,*,*,*,*,*,15
08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,9
08X304,P.S. 304 Early Childhood School,Elementary,8,*,*,*,*,*,*,*,*
08X305,Pablo Neruda Academy,High school,8,*,*,18,9,*,*,*,29
08X312,Millennium Art Academy,High school,8,*,*,*,7,*,*,*,10
08X320,Pelham Lab High School,High school,8,*,*,8,12,*,*,*,22
08X332,Holcombe L. Rucker School of Community Research,High school,8,*,*,*,*,*,*,*,*
08X333,P.S. 333 - The Museum School,Elementary,8,*,*,*,*,*,*,*,*
08X335,The Academy of the Arts,Elementary,8,*,*,*,*,*,*,*,*
08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,18
08X348,Schuylerville Preparatory High School,High school,8,*,*,*,*,*,*,*,*
08X349,Bronx River High School,High school,8,*,*,11,20,*,*,*,34
08X366,Urban Assembly Academy of Civic Engagement,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X367,"Archimedes Academy for Math, Science and Technolog",High school,8,*,*,10,17,*,*,*,28
08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,9
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Secondary School,8,*,*,*,7,*,*,*,13
08X377,Bronx Community High School,High school,8,*,*,*,*,*,*,*,6
08X392,Bronx Delta School,Elementary,8,*,*,*,*,*,*,*,*
08X405,Herbert H. Lehman High School,High school,8,*,*,15,12,*,*,*,28
08X408,Herbert H. Lehman Yabc,High school,8,*,*,*,*,*,*,*,*
08X424,The Hunts Point School,Junior High-Intermediate-Middle,8,*,*,*,8,*,*,*,10
08X432,Bronx Bridges High School,High school,8,*,*,*,*,*,*,*,*
08X444,Home Schooling,Central-HQ-Citywide,8,*,*,*,*,*,*,*,*
08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,19
08X467,Mott Hall Community School,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
08X507,Stevenson Yabc,High school,8,*,*,*,*,*,*,*,*
08X519,Felisa Rincon de Gautier Institute for Law and Pub,High school,8,*,*,*,*,*,*,*,20
08X530,Banana Kelly High School,High school,8,*,*,*,*,*,*,*,*
08X537,Bronx Arena High School,High school,8,*,*,*,*,*,*,*,*
08X558,Westchester Square Academy,High school,8,*,*,10,18,*,*,*,29
08X559,School for Tourism and Hospitality,High school,8,*,*,9,*,*,*,*,14
08X561,Bronx Compass High School,High school,8,*,*,*,*,*,*,*,*
08X562,Blueprint Middle School,Junior High-Intermediate-Middle,8,*,*,*,*,*,*,*,*
09X004,P.S./M.S. 004 Crotona Park West,K-8,9,*,*,*,*,*,*,*,*
09X011,P.S. 011 Highbridge,Elementary,9,*,*,*,*,*,*,*,*
09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X028,P.S. 028 Mount Hope,Elementary,9,*,*,*,*,*,*,*,*
09X035,P.S. 035 Franz Siegel,Elementary,9,*,*,*,*,*,*,*,*
09X042,P.S. 042 Claremont,Elementary,9,*,*,*,*,*,*,*,*
09X053,P.S. 053 Basheer Quisim,Elementary,9,*,*,*,*,*,*,*,*
09X055,P.S. 055 Benjamin Franklin,Elementary,9,*,*,*,*,*,*,*,*
09X058,P.S. 058,Elementary,9,*,*,*,*,*,*,*,*
09X063,P.S. 063 Author's Academy,Elementary,9,*,*,*,*,*,*,*,*
09X064,P.S. 064 Pura Belpre,Elementary,9,*,*,*,*,*,*,*,*
09X070,P.S. 070 Max Schoenfeld,Elementary,9,*,*,9,6,*,*,*,16
09X073,P.S. 073 Bronx,Elementary,9,*,*,*,*,*,*,*,*
09X088,P.S. X088 - S. Silverstein Little Sparrow School,Elementary,9,*,*,*,*,*,*,*,*
09X109,P.S. 109 Sedgwick,Elementary,9,*,*,*,*,*,*,*,*
09X110,P.S. 110 Theodore Schoenfeld,Elementary,9,*,*,*,*,*,*,*,*
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,9,*,*,*,*,*,*,*,*
09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,8
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,9,*,*,*,*,*,*,*,*
09X128,Mott Hall III,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X132,P.S. 132 Garret A. Morgan,Elementary,9,*,*,*,*,*,*,*,*
09X145,J.H.S. 145 Arturo Toscanini,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X163,P.S. 163 Arthur A. Schomburg,Elementary,9,*,*,*,*,*,*,*,*
09X170,P.S. 170,Early Childhood,9,*,*,*,*,*,*,*,*
09X199,P.S. 199X - The Shakespeare School,Elementary,9,*,*,*,*,*,*,*,*
09X204,P.S. 204 Morris Heights,Elementary,9,*,*,*,*,*,*,*,*
09X215,Kappa,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,6
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,9,*,*,*,*,*,*,*,*
09X219,I.S. 219 New Venture School,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,7
09X227,Bronx Collegiate Academy,High school,9,*,*,*,*,*,*,*,*
09X229,I.S. 229 Roland Patterson,Junior High-Intermediate-Middle,9,*,*,*,6,*,*,*,8
09X230,P.S. 230 Dr Roland N. Patterson,Elementary,9,*,*,*,*,*,*,*,*
09X231,Eagle Academy for Young Men,Secondary School,9,*,*,*,*,*,*,*,*
09X232,I.S. 232,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,6
09X236,P.S. 236 Langston Hughes,Elementary,9,*,*,*,*,*,*,*,*
09X241,Urban Assembly School for Applied Math and Science,Secondary School,9,*,*,*,*,*,*,*,*
09X250,Eximius College Preparatory Academy: A College Boa,High school,9,*,*,*,*,*,*,*,*
09X252,Mott Hall Bronx High School,High school,9,*,*,*,11,*,*,*,16
09X260,Bronx Center for Science and Mathematics,High school,9,*,*,*,*,*,*,*,*
09X263,Validus Preparatory Academy: An Expeditionary Lear,High school,9,*,*,6,*,*,*,*,9
09X274,The New American Academy at Roberto Clemente State,Elementary,9,*,*,*,*,*,*,*,*
09X276,Leadership Institute,High school,9,*,*,*,*,*,*,*,*
09X294,The Walton Avenue School,Elementary,9,*,*,*,*,*,*,*,*
09X297,Morris Academy for Collaborative Studies,High school,9,*,*,*,*,*,*,*,6
09X303,I.S. X303 Leadership & Community Service,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X311,Lucero Elementary School,Elementary,9,*,*,*,*,*,*,*,*
09X313,I.S. 313 School of Leadership Development,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X323,Bronx Writing Academy,Junior High-Intermediate-Middle,9,*,*,6,*,*,*,*,11
09X324,Bronx Early College Academy for Teaching & Learnin,Secondary School,9,*,*,14,17,*,*,*,32
09X325,Urban Science Academy,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X327,Comprehensive Model School Project M.S. 327,Secondary School,9,*,*,*,*,*,*,*,23
09X328,New Millennium Business Academy Middle School,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,6
09X329,DreamYard Preparatory School,High school,9,*,*,*,*,*,*,*,*
09X339,I.S. 339,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,7
09X350,New Directions Secondary School,Secondary School,9,*,*,*,*,*,*,*,*
09X361,The Highbridge Green School,Junior High-Intermediate-Middle,9,*,*,*,6,*,*,*,10
09X365,Academy for Language and Technology,High school,9,*,*,*,*,*,*,*,*
09X403,Bronx International High School,High school,9,*,*,*,*,*,*,*,*
09X404,School for Excellence,High school,9,*,*,*,*,*,*,*,*
09X412,Bronx High School of Business,High school,9,*,*,*,*,*,*,*,7
09X413,Bronx High School for Medical Science,Secondary School,9,*,*,*,*,*,*,*,*
09X414,Jonathan Levin High School for Media and Communica,High school,9,*,*,*,*,*,*,*,*
09X443,The Family School,Elementary,9,*,*,*,*,*,*,*,*
09X444,Home Schooling,Central-HQ-Citywide,9,*,*,*,*,*,*,*,*
09X449,Grant Avenue Elementary School,Elementary,9,*,*,*,*,*,*,*,*
09X454,Science and Technology Academy: A Mott Hall School,Junior High-Intermediate-Middle,9,*,*,*,*,*,*,*,*
09X457,Sheridan Academy for Young Leaders,Elementary,9,*,*,*,*,*,*,*,*
09X505,"Bronx School for Law, Government and Justice",Secondary School,9,*,*,*,*,*,*,*,*
09X517,Frederick Douglass Academy III Secondary School,High school,9,*,*,*,*,*,*,*,*
09X525,Bronx Leadership Academy High School,High school,9,*,*,*,*,*,*,*,*
09X543,High School for Violin and Dance,High school,9,*,*,*,*,*,*,*,*
09X555,Mount Eden Children's Academy,Elementary,9,*,*,*,*,*,*,*,*
09X564,Claremont International HS,High school,9,*,*,*,*,*,*,*,*
09X568,Young Women's Leadership School of the Bronx,Secondary School,9,*,*,*,*,*,*,*,*
09X582,Garden of Learning and Discovery Pre-K Center,District Pre-K Center,9,*,*,*,*,*,*,*,*
10X003,P.S. 3 Raul Julia Micro Society,K-8,10,*,*,7,*,*,*,*,8
10X007,Milton Fein School,Elementary,10,*,*,*,*,*,*,*,*
10X008,P.S. 008 Isaac Varian,Elementary,10,*,*,*,*,*,*,*,6
10X009,P.S. 9 Ryer Avenue Elementary School,Elementary,10,*,*,*,*,*,*,*,*
10X015,P.S. X015 Institute for Environmental Learning,K-8,10,*,*,*,*,*,*,*,*
10X020,"P.S./M.S. 20 P.O.George J. Werdann, III",K-8,10,*,*,*,*,*,*,*,*
10X023,P.S. 023 The New Children's School,Elementary,10,*,*,*,*,*,*,*,*
10X024,P.S. 024 Spuyten Duyvil,Elementary,10,*,*,*,*,*,*,*,*
10X032,P.S. 032 Belmont,Elementary,10,*,*,*,*,*,*,*,*
10X033,P.S. 033 Timothy Dwight,Elementary,10,*,*,*,*,*,*,*,*
10X037,P.S. X037 - Multiple Intelligence School,K-8,10,*,*,*,*,*,*,*,7
10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,10,*,*,11,17,*,*,*,31
10X046,P.S. 046 Edgar Allan Poe,Elementary,10,*,*,*,*,*,*,*,*
10X051,P.S. 051 Bronx New School,Elementary,10,*,*,*,*,*,*,*,*
10X054,P.S./I.S. 54,Elementary,10,*,*,*,*,*,*,*,*
10X056,P.S. 056 Norwood Heights,Elementary,10,*,*,*,*,*,*,*,*
10X059,P.S. 059 The Community School of Technology,Elementary,10,*,*,*,*,*,*,*,*
10X077,Bedford Park Elementary School,Elementary,10,*,*,*,*,*,*,*,*
10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,8
10X081,P.S. 081 Robert J. Christen,Elementary,10,*,*,*,*,*,*,*,*
10X085,P.S. 085 Great Expectations,Elementary,10,*,*,*,*,*,*,*,7
10X086,P.S. 086 Kingsbridge Heights,Elementary,10,*,*,*,*,*,*,*,*
10X091,P.S. 091 Bronx,Elementary,10,*,*,*,*,*,*,*,*
10X094,P.S. 094 Kings College School,Elementary,10,*,*,*,*,*,*,*,*
10X095,P.S. 095 Sheila Mencher,K-8,10,*,*,*,10,*,*,*,16
10X118,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,10,*,*,21,41,*,*,*,64
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Secondary School,10,*,*,*,*,*,*,*,11
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,10,*,*,*,*,*,*,*,*
10X205,P.S. 205 Fiorello Laguardia,Elementary,10,*,*,*,*,*,*,*,*
10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,10,*,*,*,14,*,*,*,17
10X207,P.S. 207,Early Childhood,10,*,*,*,*,*,*,*,*
10X209,P.S. 209,Early Childhood,10,*,*,*,*,*,*,*,*
10X213,Bronx Engineering and Technology Academy,High school,10,*,*,*,*,*,*,*,*
10X225,Theatre Arts Production Company School,Secondary School,10,*,*,14,22,*,*,*,37
10X226,P.S. 226,Elementary,10,*,*,*,*,*,*,*,*
10X228,Jonas Bronck Academy,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,7
10X237,"The Marie Curie School for Medicine, Nursing, and",High school,10,*,*,*,*,*,*,*,*
10X243,West Bronx Academy for the Future,Secondary School,10,*,*,*,*,*,*,*,*
10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,10,*,*,*,14,*,*,*,17
10X246,P.S. 246 Poe Center,Elementary,10,*,*,*,*,*,*,*,*
10X254,I.S. 254,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,*
10X264,Bronx Academy for Software Engineering (BASE),High school,10,*,*,*,8,*,*,*,13
10X268,Kingsbridge International High School,High school,10,*,*,*,*,*,*,*,*
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,10,*,*,*,15,*,*,*,20
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,10,*,*,*,*,*,*,*,*
10X284,Bronx School of Law and Finance,High school,10,*,*,*,*,*,*,*,*
10X291,P.S. 291,Elementary,10,*,*,*,*,*,*,*,*
10X306,P.S. 306,Elementary,10,*,*,*,*,*,*,*,*
10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,10,*,*,*,*,*,*,*,*
10X904,T. Roosevelt Evening Hs T/R,Ungraded,10,*,*,*,*,*,*,*,*
10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,*
10X310,P.S. 310 Marble Hill,Elementary,10,*,*,*,*,*,*,*,*
10X315,P.S. 315 Lab School,K-8,10,*,*,*,*,*,*,*,*
10X319,Providing Urban Learners Success In Education High,High school,10,*,*,*,*,*,*,*,*
10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,6
10X340,P.S. 340,Elementary,10,*,*,*,*,*,*,*,*
10X342,International School for Liberal Arts,Secondary School,10,*,*,*,*,*,*,*,10
10X344,Ampark Neighborhood,Elementary,10,*,*,*,*,*,*,*,*
10X351,Bronx Collaborative High School,High school,10,*,*,*,*,*,*,*,*
10X353,World View High School,High school,10,*,*,*,6,*,*,*,10
10X360,P.S. 360,Elementary,10,*,*,*,*,*,*,*,*
10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,10,*,*,*,6,*,*,*,8
10X368,In-Tech Academy (M.S. / High School 368),Secondary School,10,*,*,*,10,*,*,*,13
10X374,Knowledge and Power Preparatory Academy Internatio,High school,10,*,*,*,*,*,*,*,*
10X382,"Elementary School for Math, Science, and Technolog",Elementary,10,*,*,*,*,*,*,*,*
10X386,School for Environmental Citizenship,Elementary,10,*,*,*,*,*,*,*,*
10X390,M.S. 390,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,6
10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,7
10X396,P.S. 396,Elementary,10,*,*,*,*,*,*,*,*
10X397,English Language Learners and International Suppor,High school,10,*,*,*,*,*,*,*,*
10X433,High School for Teaching and the Professions,High school,10,*,*,*,8,*,*,*,11
10X434,Belmont Preparatory High School,High school,10,*,*,*,*,*,*,*,*
10X437,Fordham High School for the Arts,High school,10,*,*,*,*,*,*,*,*
10X438,Fordham Leadership Academy for Business and Techno,High school,10,*,*,*,*,*,*,*,18
10X439,Bronx High School for Law and Community Service,High school,10,*,*,*,*,*,*,*,7
10X440,DeWitt Clinton High School,High school,10,*,*,7,*,*,*,*,9
10X442,"Celia Cruz Bronx High School of Music, The",High school,10,*,*,*,*,*,*,*,*
10X444,Home Schooling,Central-HQ-Citywide,10,*,*,*,*,*,*,*,*
10X445,Bronx High School of Science,High school,10,*,*,*,*,*,*,*,*
10X447,Creston Academy,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,*
10X459,East Fordham Academy for the Arts,Junior High-Intermediate-Middle,10,*,*,*,*,*,*,*,*
10X477,Marble Hill High School for International Studies,High school,10,*,*,*,*,*,*,*,*
10X503,Walton Yabc,High school,10,*,*,*,*,*,*,*,*
10X504,Kennedy Yabc,High school,10,*,*,*,*,*,*,*,*
10X524,Crotona International High School,High school,10,*,*,*,*,*,*,*,*
10X535,Rose Hill Pre-K Center,District Pre-K Center,10,*,*,*,*,*,*,*,*
10X546,Bronx Theatre High School,High school,10,*,*,10,9,*,*,*,21
10X549,Discovery High School,High school,10,*,*,*,*,*,*,*,*
10X565,High School for Energy and Technology,High school,10,*,*,*,*,*,*,*,*
10X668,Dewitt Clinton Campus YABC,High school,10,*,*,*,*,*,*,*,*
10X696,High School of American Studies at Lehman College,High school,10,*,*,*,*,*,*,*,*
10X903,T. Roosevelt Evening Hs M/W,Ungraded,10,*,*,*,*,*,*,*,*
11X016,P.S. 016 Wakefield,Elementary,11,*,*,6,*,*,*,*,8
11X019,P.S. 019 Judith K. Weiss,K-8,11,*,*,*,*,*,*,*,*
11X021,P.S. 021 Philip H. Sheridan,Elementary,11,*,*,*,*,*,*,*,*
11X041,P.S. 041 Gun Hill Road,Elementary,11,*,*,*,*,*,*,*,*
11X068,P.S. 068 Bronx,Elementary,11,*,*,*,*,*,*,*,7
11X076,P.S. 076 The Bennington School,Elementary,11,*,*,8,*,*,*,*,12
11X078,P.S. 078 Anne Hutchinson,Elementary,11,*,*,*,*,*,*,*,*
11X083,P.S. 083 Donald Hertz,K-8,11,*,*,*,11,*,*,*,15
11X087,P.S. 087 Bronx,Elementary,11,*,*,*,*,*,*,*,*
11X089,P.S. 089 Bronx,K-8,11,*,*,*,*,*,*,*,*
11X096,P.S. 096 Richard Rodgers,Elementary,11,*,*,*,*,*,*,*,*
11X097,P.S. 097 Bronx,Elementary,11,*,*,*,*,*,*,*,*
11X103,P.S. 103 Hector Fontanez,Elementary,11,*,*,*,*,*,*,*,*
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,11,*,*,*,*,*,*,*,*
11X106,P.S. 106 Parkchester,Elementary,11,*,*,*,*,*,*,*,*
11X108,P.S. 108 Philip J. Abinanti,Elementary,11,*,*,*,*,*,*,*,*
11X111,P.S. 111 Seton Falls,Elementary,11,*,*,*,*,*,*,*,*
11X112,P.S. 112 Bronxwood,Elementary,11,*,*,*,*,*,*,*,*
11X121,P.S. 121 Throop,Elementary,11,*,*,*,*,*,*,*,*
11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,11,*,*,23,21,*,*,*,48
11X144,J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,11,*,*,9,*,*,*,*,12
11X153,P.S. 153 Helen Keller,Elementary,11,*,*,12,*,*,*,*,15
11X160,P.S. 160 Walt Disney,Elementary,11,*,*,*,*,*,*,*,*
11X169,Baychester Academy,Elementary,11,*,*,*,*,*,*,*,*
11X175,P.S. 175 City Island,K-8,11,*,*,*,*,*,*,*,*
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,11,*,*,*,*,*,*,*,*
11X180,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,11,*,*,11,*,*,*,*,12
11X181,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,11,*,*,16,*,*,*,*,17
11X189,Cornerstone Academy for Social Action,Elementary,11,*,*,*,*,*,*,*,6
11X194,P.S./M.S. 194,K-8,11,*,*,*,7,*,*,*,12
11X249,Bronx Health Sciences High School,High school,11,*,*,*,*,*,*,*,*
11X253,Bronx High School for Writing and Communication Ar,High school,11,*,*,11,*,*,*,*,16
11X265,Bronx Lab School,High school,11,*,*,26,17,*,*,*,44
11X270,Academy for Scholarship and Entrepreneurship: A Co,High school,11,*,*,10,*,*,*,*,13
11X272,Globe School for Environmental Research,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
11X275,High School of Computers and Technology,High school,11,*,*,6,*,*,*,*,10
11X287,The Forward School,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,18
11X288,Collegiate Institute for Math and Science,High school,11,*,*,*,*,*,*,*,11
11X289,The Young Scholars Academy of The Bronx,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,7
11X290,Bronx Academy of Health Careers,High school,11,*,*,6,*,*,*,*,10
11X299,Astor Collegiate Academy,High school,11,*,*,8,*,*,*,*,12
11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
11X355,Bronx Alliance Middle School,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
11X357,Young Voices Academy of the Bronx,Elementary,11,*,*,*,*,*,*,*,*
11X370,School of Diplomacy,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,7
11X417,C Columbus Hs Yabc,High school,11,*,*,*,*,*,*,*,*
11X418,Bronx High School for the Visual Arts,High school,11,*,*,*,*,*,*,*,*
11X444,Home Schooling,Central-HQ-Citywide,11,*,*,*,*,*,*,*,*
11X455,Harry S Truman High School,High school,11,*,*,*,*,*,*,*,*
11X462,Cornerstone Academy for Social Action Middle Schoo,Junior High-Intermediate-Middle,11,*,*,*,*,*,*,*,*
