all/jannis_table_0_0.class,all/jannis_table_0_0.V4,all/jannis_table_0_0.V46,all/jannis_table_0_0.V54,all/jannis_table_0_0.V42,Key_0_0
0,0.487503,0.268233,0.0679367,38.158,37422
1,0.430999,0.685318,0.0515084,44.7727,45594
0,0.504223,0.386371,0.822855,11.7297,46351
0,0.712468,0.420621,0.953434,55.0625,9067
0,0.46138,0.553588,0.334867,4.70091,8282
0,0.584105,0.935073,0.986499,58.2327,41485
1,0.341904,0.889134,0.816362,15.269,57416
1,0.525546,0.539956,0.385296,14.2454,47027
0,0.502523,0.431946,0.988598,34.1597,21397
0,0.789106,0.508007,0.435531,27.0851,54951
1,0.732595,0.546066,0.299485,70.8519,11841
0,0.0844385,0.898914,1.07138,31.8292,8098
1,0.785172,0.895191,0.233355,55.0119,22482
1,0.683078,0.436875,0.043291,61.7552,57319
0,0.289692,0.813951,0.420689,14.2211,52637
1,0.121097,0.275522,0.652658,25.1698,3688
1,0.481531,0.805529,0.0311113,13.7304,12894
1,0.496386,0.445638,0.969833,46.9177,43846
1,0.523048,0.241454,0.0897637,27.0065,2651
0,0.760778,0.507179,1.51731,53.5764,9304
0,0.606014,0.161521,0.985334,21.985,5104
1,0.620289,0.68629,0.300748,27.274,12495
0,0.360975,0.734088,0.864364,24.4889,428
0,0.891912,0.737872,0.389233,36.973,57350
1,0.600363,0.324774,0.373075,34.933,27454
0,0.845804,0.366515,0.620041,55.901,37815
0,0.52631,0.492389,0.482844,34.7023,24180
0,0.775398,0.493677,1.16716,45.8839,47704
1,0.0492425,0.118431,0.1354,12.4455,15517
1,0.157087,0.56913,1.00038,59.8374,44281
0,0.787196,0.395112,0.576727,67.8443,10744
1,0.207227,0.414961,0.988995,6.93764,32581
1,0.362236,0.633833,1.07188,24.1822,42238
0,0.189532,0.44085,0.197941,23.418,19600
0,0.327317,0.663581,0.557735,7.86895,45353
1,0.697412,0.189028,0.14377,51.4413,3482
0,0.406505,0.472544,0.168192,12.5334,2520
1,0.597452,0.495523,0.270266,23.5266,32216
1,0.663051,0.549025,0.0642901,15.0736,44323
1,0.67383,0.716398,1.0342,51.1352,16162
1,0.534767,0.710487,0.175621,54.7126,41880
1,0.486649,0.505598,0.2548,38.9194,39467
0,0.586913,0.344466,0.130076,33.2529,6533
0,0.517938,0.403362,1.14977,54.0818,40795
1,0.483663,0.115838,0.126205,51.837,685
1,0.138782,0.569878,0.449754,46.4069,23465
0,0.481954,0.792527,0.620992,28.2309,24958
0,0.422276,0.455939,0.998099,47.6294,39911
1,0.612701,0.121832,0.289836,13.9819,50050
1,0.497582,0.469317,0.0893733,12.8516,28397
1,0.380946,0.459352,0.837225,45.065,24296
0,0.619182,0.194337,0.450544,12.2944,49366
1,0.725633,0.808205,0.930923,73.4465,26708
1,0.607163,0.381035,0.154254,48.019,37663
0,0.752163,0.823213,0.562383,50.7823,34015
1,0.213103,0.927664,1.05162,42.0876,53488
0,0.53923,0.568971,1.04489,10.1888,50637
0,0.581971,0.266156,1.06569,44.0425,41979
0,0.727595,0.212285,0.686723,2.38016,10104
0,0.0661988,0.517033,0.469446,72.4737,7810
0,0.664884,0.20233,0.179056,54.4892,17980
1,0.122088,0.100996,0.396692,11.3648,45666
1,0.31727,0.583726,1.01869,16.8768,49927
1,0.321065,0.553672,0.22101,30.8873,20789
1,0.0538038,0.371363,1.18515,96.108,39860
1,0.363311,0.20049,0.295276,11.1839,27797
0,0.298866,0.946336,0.3626,18.7826,45479
1,0.489635,0.525796,0.883407,31.3347,33815
1,0.503254,0.516687,0.958453,28.1666,44551
0,0.445939,0.553992,0.852607,30.5986,12065
1,0.462185,0.572602,0.96411,4.69298,37423
1,0.828301,0.173592,1.04317,7.61948,56970
1,0.432123,0.672076,1.01909,25.2898,32031
0,0.548489,0.513963,0.0713835,35.7372,9783
1,0.570422,0.704781,0.225401,60.9182,27937
0,0.204309,0.653597,0.221363,67.7004,30856
1,0.124073,0.498741,1.06863,26.9233,30131
0,0.90214,0.705778,0.995662,13.7637,39512
1,0.581473,0.644173,0.064454,25.5141,53299
1,0.799643,0.493689,0.657011,66.0122,971
1,0.508263,0.683642,1.04939,44.6078,55876
1,0.364684,0.459895,0.12044,35.6167,16086
1,0.392624,0.266726,1.00809,46.6872,27925
1,0.114588,0.760791,0.86682,31.1386,2082
1,0.754087,0.445964,1.02275,15.9961,7069
0,0.768044,0.507687,0.613686,66.037,41601
1,0.351022,0.27003,0.232475,15.2924,51675
1,0.796569,0.483017,0.637567,20.4817,44094
1,0.563288,0.577579,0.172133,33.7719,3724
0,0.16305,0.750827,0.246215,21.792,29232
1,0.478593,0.8485,0.269358,15.8134,5477
0,0.396611,0.496814,0.945369,63.0024,57531
0,0.581171,0.448972,0.265729,56.6802,46083
1,0.380244,0.148601,1.0137,17.1819,55973
0,0.497246,0.636419,0.253933,28.8704,13888
1,0.366317,0.546923,0.934635,53.751,53470
0,0.518721,0.51062,0.0612828,18.0734,27144
1,0.495582,0.477004,0.112505,26.1152,14500
0,0.977546,0.475994,0.899428,29.3819,35958
1,0.407268,0.600213,0.937762,25.3366,27491
0,0.166512,0.522609,0.715876,7.88468,9678
0,0.382965,0.529278,1.00646,14.3071,30336
1,0.907052,0.511177,0.928076,30.4177,23042
1,0.702387,0.471996,0.416953,45.8496,26072
1,0.262759,0.719952,1.00421,4.56467,55476
1,0.331569,0.386787,0.0437767,68.0661,47559
1,0.324886,0.116598,0.31701,24.9397,47498
1,0.956759,0.846286,0.130078,22.7251,35080
0,0.495315,0.641783,0.187911,27.4758,47086
0,0.607554,0.435645,0.220107,5.21136,40757
1,0.103042,0.492017,1.00859,13.9169,30257
0,0.570073,0.559778,0.169279,2.52912,13580
1,0.47719,0.513059,0.130119,42.6911,31587
0,0.451341,0.459655,0.30308,23.9881,56916
1,0.493911,0.491544,1.25002,58.8018,25261
0,0.542601,0.501934,0.151292,12.3246,7098
0,0.350094,0.570835,0.953347,49.7722,1924
0,0.40699,0.473896,0.904027,8.36971,23914
1,0.0408288,0.488032,0.223098,43.8671,23175
1,0.884226,0.535239,0.0616932,48.6412,55967
1,0.270999,0.584489,0.854603,34.7571,37755
1,0.149402,0.62722,1.02763,54.2114,9280
1,0.382434,0.465883,0.812222,28.5698,48024
1,0.727859,0.137753,0.292428,29.0906,13930
1,0.182284,0.183111,0.408987,25.671,9612
1,0.584323,0.79486,0.216363,16.0805,50456
0,0.143834,0.533256,0.526733,30.4438,46673
0,0.14543,0.551959,0.249676,30.8703,51782
0,0.854881,0.514945,0.207138,58.3992,20202
1,0.915639,0.202627,0.866478,60.6159,32006
1,0.180917,0.475007,0.297239,6.35015,7586
0,0.785776,0.139202,0.709658,24.2939,16051
1,0.434558,0.557272,0.896958,10.8599,21917
1,0.806885,0.360235,0.0778336,41.1142,1381
1,0.455961,0.575113,0.375119,0.26916,242
1,0.0845202,0.892116,0.293505,18.2652,12649
0,0.917141,0.492043,0.336574,21.4322,15182
1,0.896467,0.496849,0.358302,37.5673,52691
1,0.683655,0.506123,0.132445,38.1243,5587
1,0.756986,0.695201,0.695863,29.8862,36303
0,0.637206,0.445041,0.996446,61.0993,15649
0,0.509023,0.51554,0.374823,36.6467,55748
1,0.468986,0.411069,0.234829,81.1164,52634
1,0.277816,0.0697485,0.353764,57.1184,6735
1,0.179946,0.94829,0.40623,21.1301,50771
1,0.436383,0.625078,0.888474,12.6743,23135
1,0.253463,0.388768,1.00794,29.4242,40704
0,0.512516,0.406117,0.974525,33.7107,30056
0,0.436876,0.610782,0.561936,33.9116,4255
0,0.472669,0.629272,0.389566,34.7844,11412
1,0.529325,0.469605,0.076434,14.4396,43078
1,0.933892,0.317921,0.994985,41.9126,15295
1,0.510569,0.415064,0.350382,18.1346,17724
1,0.386073,0.614688,0.0791403,55.0904,10488
1,0.530227,0.50083,0.0591804,7.53756,15447
0,0.800595,0.761151,0.506205,31.1445,45695
0,0.503347,0.525749,0.184111,8.94937,55797
1,0.147573,0.783451,0.62173,56.9507,40187
0,0.555342,0.522839,1.00545,2.25388,44158
1,0.348087,0.832713,1.21127,47.8974,56607
0,0.51343,0.505541,0.240616,1.49872,38752
0,0.391911,0.610608,0.210169,16.3113,41089
1,0.680617,0.155552,0.214485,59.1048,26200
1,0.20729,0.816455,1.00021,31.3013,44030
0,0.542435,0.695121,0.14922,50.0284,27858
0,0.725374,0.213593,0.891038,66.3818,47700
0,0.47845,0.0555615,0.0563718,16.8416,21000
0,0.496868,0.738948,0.384207,24.7944,25295
1,0.78638,0.419173,0.388592,9.07954,51736
1,0.454918,0.877986,0.576448,67.094,54739
0,0.256097,0.605815,0.364872,22.2685,52739
0,0.472312,0.110075,0.978288,22.6423,24809
1,0.346451,0.390623,0.478697,28.5963,5751
0,0.616395,0.461471,0.662804,17.5681,37617
0,0.502865,0.555259,0.425883,42.7228,22876
0,0.62585,0.729145,0.700993,42.1001,11128
0,0.930625,0.391353,0.280793,50.5865,2895
0,0.908932,0.889379,0.917752,46.925,23337
1,0.921211,0.36842,0.812575,55.282,23044
1,0.221572,0.235906,0.041089,30.4499,47663
0,0.515042,0.765505,0.676979,16.6211,54394
1,0.820932,0.144336,0.990053,35.2039,31155
1,0.0473341,0.345037,0.962573,46.6227,25531
0,0.460951,0.492267,0.13129,20.0319,38404
1,0.460137,0.670302,0.261494,66.525,34847
1,0.898623,0.449297,0.736782,56.0961,23078
0,0.477852,0.504973,0.410569,44.8976,2020
1,0.466292,0.489686,0.404996,43.0053,45307
1,0.5126,0.781921,0.315475,26.3237,22130
1,0.478466,0.081536,0.244158,33.1408,43725
1,0.415625,0.664324,0.165462,28.3707,38560
0,0.539443,0.640871,0.98459,24.4722,17389
0,0.53776,0.524783,0.940091,61.853,22989
0,0.214035,0.533701,0.330573,45.0497,36642
0,0.532966,0.389381,0.998713,9.42953,46030
0,0.518185,0.475509,0.283225,22.879,12914
1,0.476718,0.482772,0.131546,11.6727,8745
0,0.690081,0.94205,0.952284,59.0557,10546
0,0.184744,0.568691,0.624792,58.4383,46834
0,0.963429,0.508803,0.715854,41.7726,35642
0,0.556993,0.513972,0.374619,66.5409,9519
0,0.189396,0.579995,0.232312,33.9004,38086
1,0.4918,0.117298,0.11339,66.9896,28280
0,0.404655,0.918341,0.472935,40.6411,51557
1,0.124367,0.453011,0.215206,5.81582,21594
1,0.295256,0.547522,0.29668,22.9253,8296
0,0.53648,0.0452119,0.628177,30.9823,45092
0,0.353336,0.473108,0.997596,21.6739,23781
1,0.423868,0.706396,0.432075,30.8232,42504
0,0.60667,0.83209,1.01194,47.6518,56672
0,0.544582,0.396996,0.592457,30.558,7475
1,0.491652,0.461472,0.550062,59.3796,40766
0,0.404644,0.420527,0.273601,21.1696,29075
0,0.908016,0.668122,0.182117,51.5808,37621
0,0.851726,0.356454,0.785817,70.0602,42898
1,0.400515,0.69348,1.0912,24.7354,28902
1,0.520273,0.453892,0.559993,67.5245,20307
0,0.523713,0.477642,0.258725,63.2808,48049
0,0.459866,0.970338,1.06846,48.7359,22860
0,0.502162,0.459549,0.356631,44.244,51979
0,0.365564,0.523588,0.282146,21.9623,23180
1,0.596482,0.551541,0.0606949,77.9919,16647
1,0.471804,0.541632,0.405644,33.9147,8130
0,0.833682,0.583053,0.956283,48.0775,11234
1,0.381915,0.920623,1.07935,51.0906,29830
1,0.935279,0.705394,0.192845,17.4868,41031
0,0.760386,0.65985,0.0525443,38.3477,17899
0,0.441047,0.297147,0.762809,64.0874,1805
0,0.496234,0.137845,0.100307,37.5694,42216
0,0.517645,0.928187,0.257879,6.11802,8864
0,0.602401,0.152117,0.146104,64.4056,29559
0,0.433907,0.378077,0.316482,37.5417,55778
1,0.634123,0.396739,0.202436,7.84678,19008
0,0.558358,0.667306,1.01846,41.2025,11433
0,0.519617,0.433169,0.0898936,11.8117,38690
0,0.405654,0.400909,0.630731,18.6251,34990
0,0.581511,0.151568,0.642869,65.2463,25449
1,0.433199,0.927488,0.0979178,49.0743,45090
1,0.487446,0.128375,0.305197,56.8534,39111
1,0.542738,0.236814,0.961861,10.5732,47058
1,0.565996,0.513512,0.835096,16.4933,28321
0,0.378559,0.469205,0.726792,20.8338,37254
0,0.522237,0.547234,0.108956,53.9138,14517
1,0.0917777,0.511799,0.513126,58.3491,24750
0,0.812684,0.714635,0.16931,23.0471,4756
1,0.967173,0.564013,1.06889,21.4839,54322
0,0.20001,0.477096,0.0543271,2.82935,7020
0,0.437612,0.691224,0.445011,30.8001,43348
1,0.773755,0.534773,0.114038,70.2651,54796
1,0.139787,0.914578,0.861811,63.8705,27990
0,0.883297,0.335698,0.220956,39.8213,7828
1,0.483061,0.412313,1.0454,52.8173,8414
1,0.478652,0.579592,0.2222,28.0979,23239
0,0.530977,0.496223,0.148252,34.4827,1438
1,0.423661,0.12471,1.05019,70.6491,23270
1,0.24919,0.384164,0.332829,61.0322,35630
0,0.47694,0.470094,0.0879431,41.6548,49371
0,0.458538,0.918239,0.989674,42.9494,16763
0,0.439371,0.200705,0.784912,41.3349,3489
0,0.492676,0.603871,0.163947,16.8908,9726
0,0.539802,0.427038,0.300349,30.012,10684
1,0.538546,0.355167,0.427386,22.8925,25568
0,0.519331,0.6561,1.01496,28.4268,33608
0,0.35489,0.472767,0.135996,39.8752,37386
1,0.643243,0.382862,0.0746535,17.5959,31562
0,0.193091,0.572219,0.324692,10.6107,5149
1,0.408881,0.431955,0.285187,13.8185,3937
1,0.523095,0.716153,0.720944,28.045,54501
0,0.511491,0.740733,0.951685,11.5361,47432
0,0.600158,0.0927554,0.62809,64.0771,29737
1,0.562379,0.217718,0.22493,54.7847,17600
0,0.537914,0.792332,0.110253,52.3027,36884
1,0.151455,0.599692,0.678003,42.6644,12870
0,0.220451,0.826126,0.177662,42.0138,6515
0,0.536393,0.611782,0.89305,25.6145,28261
0,0.604134,0.486667,0.990887,25.4057,48828
1,0.19865,0.549384,0.766663,30.861,44597
0,0.511479,0.495447,0.262863,16.9631,21401
0,0.508956,0.748891,0.379879,53.9291,28248
1,0.447738,0.0937098,0.247572,23.305,54286
1,0.504566,0.298529,0.760268,19.0503,27641
0,0.147033,0.563638,0.514755,62.4129,50400
0,0.392575,0.169614,0.175618,9.32716,15385
1,0.280833,0.173952,0.784978,70.8934,31878
0,0.796343,0.841597,0.367851,13.4206,30755
0,0.42806,0.740619,0.441459,57.706,8234
1,0.836673,0.419769,0.550907,29.2998,42871
0,0.346157,0.958996,0.72163,27.2795,42276
0,0.1129,0.970697,0.891072,25.7265,31630
1,0.813147,0.165271,0.883312,32.5832,56464
0,0.51481,0.530825,1.00078,38.3485,18863
1,0.50853,0.657836,0.24248,28.9611,28257
1,0.357518,0.543486,0.239857,43.1899,2432
1,0.0943002,0.490374,0.322336,15.6056,50125
1,0.487368,0.184577,0.28313,41.6766,6722
1,0.224826,0.730635,0.950771,4.35521,650
1,0.0517088,0.0981532,1.00089,41.5093,16542
1,0.600198,0.488376,0.798274,47.1948,39915
1,0.952641,0.384929,0.0872921,12.6286,18206
0,0.130618,0.481501,0.919324,29.4444,16466
0,0.16914,0.460903,0.21812,28.9295,8353
1,0.700018,0.191329,0.0995975,20.1301,55367
1,0.754719,0.499935,0.162387,49.9941,41618
0,0.493895,0.0503645,0.121984,7.89212,52472
0,0.514605,0.551295,0.365316,16.098,32880
0,0.494227,0.816961,0.0758895,5.94137,12196
1,0.377905,0.541085,0.668916,4.18868,36832
0,0.231226,0.188377,1.00179,31.8396,53952
1,0.469879,0.213029,0.533412,40.2615,48632
0,0.821937,0.315009,0.137932,54.5794,11123
0,0.498927,0.900447,0.236254,48.7054,10457
1,0.672772,0.501783,1.0092,48.5796,45370
0,0.134384,0.264611,0.250868,71.4345,38831
0,0.257061,0.799363,0.501183,57.7586,43896
1,0.657018,0.396055,0.331177,24.1927,47515
1,0.460372,0.547265,0.243015,79.4814,6297
0,0.761254,0.71412,0.0753945,72.1811,13732
1,0.74343,0.147975,0.0769369,59.6948,9983
1,0.251768,0.481757,0.550222,11.5828,9026
1,0.700629,0.101692,1.05512,21.4649,1912
1,0.702598,0.203961,0.134964,6.04115,21317
0,0.708512,0.220261,0.137046,21.682,39874
1,0.523232,0.743609,0.638332,31.5929,43560
1,0.503188,0.373393,1.32425,71.844,48506
1,0.714765,0.520415,0.953329,12.5307,45916
0,0.453596,0.0592266,0.933544,42.1642,33267
0,0.184768,0.411892,0.0432725,47.6565,19064
1,0.215365,0.486826,0.731193,35.6704,1792
1,0.41898,0.0921649,0.677654,26.9304,26364
1,0.826087,0.572587,0.979735,12.5751,35666
0,0.222418,0.444969,0.655957,64.0636,30237
1,0.238487,0.737633,1.00186,18.6474,38908
1,0.540471,0.969004,0.245138,60.7362,39553
1,0.273369,0.951301,0.209925,48.3543,4230
1,0.31719,0.488493,0.545081,38.5036,37309
1,0.766332,0.431451,0.899746,30.681,19346
0,0.42848,0.121407,0.971894,31.9985,51309
0,0.310276,0.857151,1.06472,21.1995,29696
1,0.316147,0.934066,0.226287,16.8517,43600
1,0.751663,0.595093,0.0815726,9.96135,10897
1,0.260125,0.813137,0.140542,14.6839,10425
0,0.517943,0.521607,0.12591,26.8317,44799
1,0.557022,0.477553,0.0557606,34.3939,4160
1,0.43138,0.887082,1.19819,41.6484,31700
1,0.285559,0.479181,0.892602,21.0379,46297
0,0.902234,0.153112,0.708618,69.8166,35233
0,0.719974,0.579321,0.995986,61.4618,45765
1,0.673825,0.811736,0.167627,33.895,23475
0,0.541169,0.380327,0.1772,36.6427,16687
0,0.160525,0.368629,0.903618,23.4791,34727
1,0.418617,0.427936,0.219739,19.3986,817
0,0.672162,0.816002,0.71041,25.8654,3971
1,0.290312,0.103563,1.00466,33.7214,36961
0,0.0901542,0.147985,0.31856,43.5794,25859
1,0.159964,0.459146,1.37125,16.1004,40069
1,0.874715,0.211608,0.620911,36.8343,27245
1,0.478766,0.174969,0.978692,30.0984,8477
1,0.461226,0.831434,1.09066,39.543,38474
0,0.903467,0.9004,0.976402,53.2717,26167
1,0.833697,0.576639,0.371911,28.6203,27096
0,0.821067,0.264102,0.0859978,40.21,25744
0,0.670861,0.250784,0.168035,50.1166,31433
1,0.488643,0.460424,0.0999908,41.3114,54595
0,0.449966,0.615294,0.992578,17.0899,42812
0,0.506763,0.36615,0.0328356,20.7999,7190
0,0.546695,0.080609,0.990369,23.9085,5610
1,0.543377,0.63048,0.0821118,36.9257,52308
1,0.333317,0.867356,0.571643,11.1599,29201
0,0.289538,0.405782,0.288287,13.0619,32260
1,0.433784,0.721038,1.17929,42.3625,26278
1,0.463697,0.478312,0.687252,46.0087,18846
1,0.220818,0.465286,0.436367,12.0482,43013
0,0.201289,0.525733,0.683694,5.35956,17594
0,0.531338,0.966448,0.321242,25.7783,52272
0,0.497535,0.0574257,0.204248,29.3124,24824
1,0.847121,0.934886,1.06461,51.4867,35772
1,0.438009,0.611553,0.241483,51.3746,34504
0,0.368629,0.429089,0.40157,53.8873,55135
1,0.0748445,0.312234,0.0865441,17.4094,17935
0,0.338594,0.860585,0.400613,20.2091,15628
0,0.530283,0.476326,0.109574,53.5566,33445
0,0.744064,0.637347,0.29866,41.988,14528
1,0.522722,0.316147,0.136069,48.2651,12236
1,0.808106,0.569421,0.0931684,12.9866,11540
1,0.187562,0.594598,0.141316,52.3378,43665
0,0.404664,0.628867,1.09312,32.6981,5316
1,0.673257,0.804987,0.989051,52.2345,19297
1,0.640926,0.463315,0.793165,21.7275,31373
0,0.521944,0.0587592,0.975464,31.7014,8675
1,0.70344,0.366856,0.835198,47.8965,44648
1,0.123124,0.219377,0.171877,17.562,55304
0,0.523347,0.0820348,0.242517,33.0168,9873
0,0.969047,0.488036,0.423019,28.3247,11058
0,0.713525,0.247004,0.315879,64.2209,52598
0,0.479119,0.830163,0.157032,9.96533,3040
0,0.356305,0.307531,0.152355,33.9822,7889
0,0.723583,0.209878,0.937287,20.8734,49324
0,0.481271,0.24559,0.105361,3.25901,55351
1,0.696975,0.548213,1.02061,26.1876,17005
1,0.844455,0.563228,0.476438,14.0381,49709
0,0.820951,0.618659,0.943271,12.3084,17622
0,0.526917,0.607773,0.340452,56.0396,8605
1,0.812188,0.171918,1.01144,28.3254,40480
1,0.557535,0.294777,0.0491924,0.724875,50158
0,0.104394,0.227626,0.872222,7.68138,13874
1,0.540459,0.797909,1.15621,33.8779,6365
0,0.610108,0.348804,0.24255,19.9729,14227
0,0.364082,0.342329,0.211093,46.8675,39519
0,0.478375,0.345902,0.682994,22.8778,22616
0,0.500428,0.565808,1.07781,5.98751,37383
0,0.554496,0.33984,0.169783,65.684,53318
1,0.871439,0.499771,1.00031,39.4548,25259
0,0.0763441,0.508406,1.08787,37.2501,21503
0,0.0946501,0.495323,0.163764,33.0816,32832
1,0.320181,0.524123,0.183069,7.08943,31029
1,0.378102,0.459685,0.445705,39.662,34677
0,0.485558,0.755095,0.940869,28.3436,1845
0,0.406825,0.15184,1.01223,13.1771,42597
0,0.498759,0.429118,0.998016,50.8139,34087
0,0.930533,0.504565,1.02544,37.7384,41454
0,0.486034,0.472606,0.726334,31.427,28810
0,0.404177,0.476706,0.948102,33.3426,30236
1,0.541219,0.140572,1.09199,74.203,37029
0,0.578286,0.518392,0.283554,14.1698,29999
0,0.229252,0.532968,0.99225,30.8617,23846
1,0.487128,0.498192,0.462811,37.3367,26644
1,0.359589,0.446928,0.0489318,19.6548,6471
1,0.73864,0.892094,1.13543,23.5723,53594
0,0.964174,0.446027,1.11971,39.0688,25677
0,0.56918,0.518995,0.34985,42.687,7848
1,0.909269,0.203056,0.990416,25.1181,43325
1,0.542873,0.439757,0.997514,48.4561,23274
0,0.31571,0.151073,0.95179,34.1544,3979
0,0.816455,0.730154,0.0822147,40.7175,47658
1,0.208154,0.533115,0.721968,29.7018,25550
1,0.610228,0.53589,0.482954,30.5768,13256
1,0.654358,0.564016,0.773527,33.3994,1953
1,0.0830652,0.444217,0.0610062,30.2316,13219
1,0.92686,0.483826,0.126708,1.38633,24447
1,0.549906,0.418791,0.468507,45.2237,565
1,0.17808,0.518845,0.235911,54.2176,53193
1,0.378137,0.578189,0.0811489,59.0128,55137
1,0.466909,0.735207,0.36067,39.086,27635
0,0.516442,0.894454,0.128707,32.7773,4276
0,0.459416,0.88858,1.02729,57.2434,17775
0,0.47357,0.151056,0.552168,61.4108,4920
1,0.185325,0.0604561,0.70756,48.7349,38085
1,0.94384,0.368764,0.478555,48.6608,22806
0,0.633911,0.760123,0.256268,14.9641,40399
1,0.839503,0.525021,0.333174,49.6849,3648
1,0.876599,0.921572,0.906899,17.3751,7453
1,0.511282,0.510258,0.777025,19.0784,15155
1,0.633219,0.527382,0.262528,36.5277,48676
0,0.466444,0.0757883,0.788503,31.6947,6331
0,0.732585,0.335977,0.962727,66.8219,9935
1,0.548255,0.118878,0.151797,61.3311,38725
0,0.48844,0.712803,0.141088,7.94782,12010
1,0.953448,0.495134,0.521154,56.123,23202
1,0.150344,0.500336,0.259065,64.8167,16805
0,0.0542209,0.971463,0.375039,17.4289,17705
0,0.493696,0.388072,0.75841,9.79197,46970
1,0.836887,0.632617,0.24215,43.6728,27197
0,0.509198,0.507333,0.896736,2.04365,8595
1,0.492079,0.747925,0.797823,24.4,55559
0,0.509358,0.114534,0.159139,44.6952,46337
1,0.728371,0.222409,1.0295,49.5959,40768
1,0.0356539,0.701725,0.995971,27.7268,14649
0,0.530702,0.592027,1.09099,29.1567,36915
1,0.92981,0.507659,0.902982,24.3419,17067
0,0.501603,0.531724,1.00805,33.1318,4779
1,0.544347,0.543696,0.932884,36.6871,22479
0,0.463252,0.294111,0.271352,21.9818,20702
1,0.525729,0.798568,1.02124,45.7487,45918
1,0.458,0.159372,0.719501,29.5568,10468
0,0.938086,0.629678,0.108638,45.8247,28480
1,0.508624,0.519691,1.00556,36.2584,1351
1,0.192421,0.899583,0.944452,49.3318,26024
0,0.817669,0.497013,0.0942708,62.0292,12695
1,0.155628,0.580265,0.441136,55.4835,42021
0,0.489819,0.375172,1.2401,16.2865,7712
1,0.425624,0.317851,0.986953,62.587,34255
0,0.43902,0.954502,0.80315,24.9904,11727
1,0.537959,0.52859,0.398711,19.0413,44631
0,0.490958,0.443755,0.156868,55.2557,14291
1,0.730365,0.140856,0.747896,13.1956,6913
0,0.658198,0.215962,0.334209,13.1107,2226
1,0.357425,0.460594,0.963866,17.9758,10122
0,0.395098,0.116062,0.993226,9.63649,7488
1,0.444386,0.729953,0.89554,27.682,26026
0,0.506368,0.573788,0.078207,39.3066,13366
1,0.196904,0.493511,0.251054,4.79098,9589
1,0.710291,0.321521,0.583562,16.1756,12657
1,0.541505,0.490459,0.590474,16.6761,24054
0,0.0932271,0.47455,0.986144,46.7301,12217
0,0.446542,0.844816,0.87948,46.9567,33853
0,0.612024,0.572821,1.15626,28.1746,780
0,0.223621,0.388352,0.970391,12.8085,50033
0,0.794941,0.282294,0.548226,37.2028,19062
0,0.705814,0.489008,0.108642,2.97989,22433
0,0.393477,0.136519,0.633619,18.9121,33040
0,0.789743,0.508388,0.0993678,23.5879,41378
0,0.413088,0.441437,0.209452,41.963,21608
1,0.534262,0.513968,0.0354327,51.658,56141
1,0.180188,0.481299,0.24336,63.6673,29354
1,0.129009,0.391871,0.771628,48.8736,44236
0,0.52814,0.414628,0.151603,19.9812,9302
1,0.368959,0.534321,0.105415,29.5046,31518
1,0.328987,0.518335,0.531731,64.6832,39240
1,0.452253,0.177296,0.347034,76.3091,2856
0,0.111379,0.405309,0.0328553,37.6361,49908
1,0.939873,0.255633,0.32174,40.4038,39684
0,0.485035,0.192488,1.05599,29.828,28179
0,0.568579,0.527373,0.390242,38.1218,2052
1,0.64371,0.367951,0.202713,55.4697,45096
0,0.740866,0.5087,0.434964,35.7645,16782
0,0.449616,0.186383,0.135514,68.542,41168
0,0.137459,0.42958,0.0452221,29.5399,32726
0,0.798948,0.757649,0.10739,30.6478,2712
0,0.0866927,0.0999566,0.612728,14.0489,54800
0,0.311359,0.80452,0.1701,4.98024,32027
0,0.52243,0.554936,0.0961423,49.6686,1740
0,0.830048,0.423206,0.715829,33.9847,14717
0,0.540571,0.370122,0.080765,25.8484,459
0,0.769235,0.485015,0.423497,36.7073,21546
0,0.564956,0.435017,0.122075,41.1289,29100
0,0.731319,0.394351,1.00949,25.5931,20250
1,0.52821,0.497022,0.326743,33.2752,39724
1,0.13627,0.90007,0.404199,32.938,27181
1,0.243127,0.292673,0.595054,31.7614,56186
0,0.269687,0.283129,0.275154,5.4493,26274
0,0.941247,0.179579,0.255744,39.8475,46111
1,0.581889,0.450063,0.191239,11.2322,47892
0,0.465043,0.502238,0.518979,19.537,27381
1,0.0364729,0.093996,1.05607,34.9896,50052
1,0.503608,0.120394,0.667472,21.0972,558
1,0.0622997,0.175099,0.579685,64.6408,18600
1,0.298023,0.467175,1.0086,10.1447,6399
1,0.591224,0.549669,0.983438,38.4187,627
0,0.534969,0.522662,0.814402,29.0356,53938
0,0.47818,0.716784,1.01979,41.5155,6035
1,0.260111,0.200517,0.0702288,63.0182,21198
0,0.428327,0.507185,0.321792,33.6187,36976
1,0.692864,0.473616,0.0667325,52.6322,455
0,0.359528,0.933951,0.324188,8.41301,29979
0,0.78396,0.545561,0.937484,22.8375,24724
0,0.665347,0.0801198,0.513938,19.9386,36027
1,0.474675,0.205764,0.413368,45.2996,15346
1,0.921497,0.495346,1.00293,8.476,54044
1,0.029605,0.26913,0.115265,40.1128,6998
0,0.467658,0.926231,0.624895,50.0159,36111
0,0.471689,0.753834,0.773742,64.9799,46318
0,0.47672,0.519074,0.774729,41.9697,40513
0,0.509798,0.626658,1.03319,5.56063,53030
1,0.261888,0.123307,1.17669,28.8457,52961
0,0.730363,0.10606,0.828218,58.0658,49889
1,0.728928,0.158124,0.0961759,79.1017,55822
