all/miniboone_table_0_0.signal,all/miniboone_table_0_0.ParticleID_19,all/miniboone_table_0_0.ParticleID_33,all/miniboone_table_0_0.ParticleID_43,Key_0_0
0,0.697951,302.251,3.856230000000001,32434
1,0.334844,321.91900000000004,5.16207,43282
0,0.5631729999999999,444.935,8.52616,53925
0,0.581237,285.755,7.73286,10647
1,0.98384,470.051,3.4675800000000003,17280
1,0.378623,222.0,9.74303,19476
1,0.815312,489.261,7.68325,57047
1,0.927892,441.225,2.67626,7783
1,0.7455609999999999,370.942,1.46522,60614
0,0.620153,490.237,3.24627,32279
1,0.802508,465.541,2.79752,33246
0,0.471008,424.758,6.36331,14350
1,1.40846,376.234,2.92747,7112
0,0.950121,446.424,2.97909,57116
1,0.856095,462.027,3.6934,21357
0,0.680238,261.267,3.09551,8891
0,-0.061099,294.607,3.6769,57434
1,0.719482,304.873,5.11509,25630
1,0.56105,394.724,5.78524,18314
0,0.406761,227.71,4.63785,24257
0,0.5816720000000001,416.141,2.90718,40928
0,0.511845,484.163,2.45594,70921
1,1.86767,298.501,3.93402,7533
0,0.757352,435.944,12.5844,49208
1,1.07763,496.332,1.86161,55545
0,1.05519,44.1997,13.7735,65236
0,1.11286,433.245,2.47229,17310
0,0.503734,452.769,3.57939,47595
1,1.0294,343.81699999999995,1.97017,18488
1,0.79898,402.27,4.62769,59553
0,1.11236,314.257,5.719530000000001,18359
0,0.302607,454.201,6.190180000000001,5787
1,0.465087,434.712,7.141710000000001,47368
0,0.5181560000000001,314.736,3.79141,40478
1,0.78797,484.30300000000005,1.99613,54100
1,0.881309,164.979,3.41622,63319
1,0.65762,224.398,9.11427,31368
0,1.03117,479.692,5.8476,23977
1,0.618055,384.446,6.03253,62278
0,0.981909,456.002,2.83094,29569
0,0.743351,190.227,9.19825,42571
0,0.516372,405.202,4.3364,59573
0,0.425014,356.63699999999994,4.540719999999999,8922
1,1.35386,428.785,2.50113,59753
0,0.7405970000000001,436.904,6.8923,27389
0,1.19772,492.356,2.37426,41226
0,1.18602,452.996,5.07872,395
0,0.154359,423.903,13.0573,10703
0,0.817425,403.064,7.80143,36701
1,0.945672,424.409,2.36175,51392
1,0.620557,335.51199999999994,2.40637,68235
0,0.0771091,391.652,16.9856,24801
0,1.63308,355.403,7.556939999999999,36515
1,0.0868666,486.785,8.34266,70164
0,0.458775,319.53700000000003,2.97674,29846
1,0.956215,321.327,4.048369999999999,8887
0,1.45519,331.277,5.14964,1730
1,1.00559,149.54399999999998,3.4198699999999995,67986
1,1.04961,492.402,4.61269,59320
1,1.19926,206.712,4.104,47970
0,0.0629133,481.501,7.453989999999999,35840
1,1.25045,339.515,5.02676,69544
0,0.71687,467.747,3.3536900000000003,12123
1,1.00481,490.513,3.73294,68810
0,0.534351,486.818,4.01278,67549
0,2.4944,413.597,6.31086,29777
1,0.857087,346.92400000000004,7.744089999999999,58297
1,0.2616949999999999,320.486,8.38894,26398
1,0.7738520000000001,225.548,6.451630000000001,32006
0,0.588395,365.856,6.0165,70641
0,0.727644,459.839,2.32175,23896
1,1.41827,377.184,3.21771,17334
1,1.1146200000000002,367.727,3.65086,50486
0,0.860432,429.663,7.0023,48914
0,0.795775,339.041,2.91461,17966
0,1.41695,419.302,4.11567,67362
0,0.459151,390.225,3.9019,47085
0,0.224303,406.274,22.8464,18727
1,0.892023,493.608,4.93384,7360
0,1.07697,354.326,3.78678,37078
0,0.765965,436.745,7.925160000000001,62934
0,0.623257,244.014,15.5752,5584
0,0.775455,287.155,3.61654,16209
0,0.648137,258.958,6.19836,39063
0,0.220256,317.449,10.9038,24627
1,1.0480200000000002,355.56,2.76883,22751
1,1.37587,360.687,2.49823,7287
0,0.00992611,475.38,2.40211,32183
0,0.645702,430.648,3.04717,30131
1,0.917121,406.262,4.02158,28129
0,0.8920600000000001,428.8730000000001,1.82673,20926
1,0.782308,385.246,3.610630000000001,48641
1,-0.639929,362.871,9.03353,10714
1,0.589429,217.991,4.62448,67358
1,0.487803,213.849,6.36132,18767
0,0.923536,373.83,8.33928,5097
1,0.8129350000000001,474.66,3.15035,49151
1,1.31704,440.994,2.71766,30644
1,1.68202,323.305,2.96004,36401
0,0.692443,326.58,3.16196,37165
1,1.39127,461.045,4.164,37480
1,0.901041,337.06199999999995,3.23679,19996
1,1.7873900000000005,424.233,3.09106,34971
0,0.2896829999999999,469.861,4.8497,72758
0,0.947004,391.999,5.3398900000000005,68041
1,1.05254,367.328,3.8704,25080
1,0.7749159999999999,410.655,4.16241,28525
1,0.891948,486.646,7.658180000000001,68018
1,1.38318,245.715,3.617680000000001,31418
1,0.266302,461.768,9.222,45176
1,1.44954,324.826,3.4002,15879
1,1.46562,258.639,4.41906,61532
0,1.29159,219.916,3.12313,16505
0,1.08713,430.603,5.40089,34095
0,0.909039,346.642,2.25621,69157
0,0.294103,262.072,4.250769999999999,58346
1,0.8643059999999999,283.386,4.53372,63799
0,1.14271,153.077,4.8426,11608
1,1.61389,445.228,2.5533200000000003,37715
0,0.475931,257.15,3.30504,43568
1,1.25914,466.819,0.962284,24081
1,1.4281700000000002,373.168,6.50555,883
0,0.174777,369.462,7.085839999999999,23362
1,2.1087700000000003,413.0580000000001,1.75317,61842
0,0.535614,460.453,4.74291,70059
0,1.06333,436.281,6.82655,2246
1,0.869685,375.782,3.9172,8455
1,1.0661,345.165,2.32248,29320
1,1.24613,336.959,2.68894,37694
1,0.0188953,430.564,7.92948,32034
0,1.45145,324.335,3.8583,13645
1,1.24149,425.086,5.59364,38915
0,-0.7622260000000001,454.947,5.41867,12771
1,1.00795,366.299,5.22841,31755
0,0.697154,317.923,4.23361,6827
0,0.687656,476.805,4.2907,64893
1,0.753155,447.453,2.3323400000000003,1186
1,1.09324,418.797,3.07064,51930
0,0.335242,295.735,3.63501,69027
0,1.14837,115.78,4.2641,35913
1,0.0930049,346.892,7.19428,48966
0,0.904123,457.983,4.72924,9938
0,1.225,334.997,3.47382,28793
1,0.763971,496.954,6.479,31553
1,0.127989,349.201,20.0918,44356
1,0.8451879999999999,339.149,6.34199,56413
1,1.73343,291.41200000000003,5.62452,14657
0,1.08806,345.199,2.78812,39140
1,1.47051,204.271,5.11428,46748
1,0.904388,488.989,4.91967,52388
1,0.469281,207.838,4.31569,48803
0,0.997448,447.756,3.82385,62285
1,1.0765,178.65,6.38461,49703
0,0.39358,428.796,8.80059,64588
0,0.218863,470.583,4.15246,50762
0,0.473149,354.519,5.54223,59026
0,1.32764,300.67400000000004,4.7583400000000005,17817
0,0.416427,312.528,5.97693,2684
0,0.942975,206.395,3.85268,64307
0,0.693912,394.501,4.0450800000000005,266
0,0.542231,493.931,30.2252,4119
1,1.33967,359.745,3.833,44712
1,1.51051,321.726,5.199669999999999,32487
0,0.361978,355.224,18.395,53964
1,0.835017,304.66,6.39712,34659
1,0.178315,452.882,5.11342,66762
1,0.87225,352.951,3.45161,30833
1,1.09272,366.027,2.29373,59952
1,1.3167799999999998,344.06800000000004,1.94723,26878
0,0.796775,460.367,9.30225,13781
1,0.79499,428.79,5.62275,39308
1,0.981025,379.885,2.61305,52461
1,0.1503789999999999,433.136,8.247530000000001,35027
1,0.327937,316.651,6.710539999999999,41020
1,1.18298,372.167,3.01968,66132
1,0.425318,367.63,6.608169999999999,19146
1,0.8374809999999999,143.41899999999998,4.4449,9325
0,0.62038,481.141,3.06494,56276
0,0.7548159999999999,384.323,6.69243,38654
0,0.159401,439.194,7.589510000000001,1861
0,0.837384,345.26800000000003,40.2759,54493
1,0.851411,271.962,8.30948,40121
1,0.8056479999999999,175.834,3.77435,62865
1,0.546856,320.384,10.3295,31403
1,0.330223,362.17800000000005,7.53751,54734
0,0.76679,258.106,6.12551,68993
1,1.50107,203.349,3.04152,40195
0,0.658304,390.853,5.7026,19287
1,0.463197,160.512,12.3732,29703
0,0.678326,375.073,6.35233,72612
1,1.21318,415.239,5.42306,16488
0,0.176143,290.279,6.3842,42688
1,0.787084,188.351,3.19848,21474
1,1.09682,344.01800000000003,3.6261,34657
1,0.8193889999999999,325.228,4.562869999999999,43362
1,1.10704,195.80900000000003,2.4897400000000003,50466
1,1.30801,303.97,3.78838,45236
0,0.948615,386.42800000000005,5.90332,41609
0,0.6745220000000001,481.16,5.3598,6223
1,0.273389,381.045,9.68834,68869
1,0.397844,455.54,5.23182,38349
1,0.964634,364.522,2.69141,3501
1,0.155243,467.007,4.33231,52289
0,0.85301,172.22,4.11036,4945
1,1.26314,312.445,3.59597,1956
0,0.0356642,209.645,2.72543,39890
0,0.8071229999999999,379.971,2.88987,25898
0,0.0850471,436.448,4.71301,41328
0,0.452003,308.701,3.13281,3717
1,1.24153,192.523,7.1882600000000005,72801
0,0.303181,406.80300000000005,5.99977,63280
1,0.748116,437.236,9.22097,1880
1,1.4068,335.881,5.19102,59502
0,0.842231,478.479,14.3023,59384
1,0.623251,183.975,5.89618,23192
0,1.20098,321.67900000000003,7.713369999999999,35935
1,0.864316,321.976,3.00498,42150
1,1.71479,363.656,4.74937,63986
0,0.799614,373.576,7.51155,70362
1,1.04406,275.884,3.68975,63368
0,0.5162640000000001,392.177,5.898,41109
1,0.409685,475.885,7.5101,20929
0,0.4496,389.42800000000005,7.614089999999999,50243
0,0.113421,331.707,5.3628800000000005,894
1,0.929483,220.759,2.54979,40648
1,0.645807,360.88,4.51926,35655
1,0.674511,471.992,2.45651,56434
1,0.612815,311.194,5.06494,26182
0,1.02261,313.308,11.9879,36565
1,-0.1528769999999999,484.637,8.61328,71053
1,1.42082,497.295,4.367719999999999,6975
0,0.64996,401.619,4.80501,13913
1,1.01233,493.591,3.55851,54402
1,0.763354,484.15,4.752190000000001,21824
0,0.379317,414.679,4.91403,6309
1,0.598511,357.699,5.16941,25986
0,1.02089,391.035,6.11042,18040
0,0.870495,406.472,7.537260000000001,24836
1,0.125491,410.61,4.83945,17081
0,1.2987799999999998,469.282,1.91437,22915
1,0.751622,455.599,6.11937,1262
1,0.608905,327.461,5.59252,27546
0,0.340217,480.41,3.99426,27305
1,1.1167200000000002,300.616,7.27305,66371
1,1.4419,404.235,3.54242,14728
0,0.830736,416.611,1.97013,44378
0,0.914024,499.228,3.82704,42057
1,0.947993,320.95,7.879569999999999,39185
0,0.800852,383.167,12.8183,32174
0,0.59418,498.759,4.643619999999999,37731
0,0.769119,408.345,4.65521,63668
1,0.963959,374.533,7.54857,42267
0,0.905796,299.592,2.43948,41780
0,0.429427,360.579,2.1229400000000003,20313
0,0.607428,409.985,5.95249,63079
1,0.431552,310.92900000000003,8.03166,48135
0,0.232186,374.651,7.49711,2360
0,1.05702,484.705,15.8404,28164
1,1.18163,358.50699999999995,3.5305800000000005,26834
1,1.5418,401.606,3.93706,52940
1,0.989678,331.48,4.03937,5326
1,0.988226,205.446,2.90777,43810
1,1.3503,221.249,2.70008,38049
1,1.23098,402.465,3.73744,71049
1,0.923703,481.126,1.54375,71055
0,-0.201901,329.665,3.68624,28860
0,0.263427,435.08,31.0253,70117
0,0.47746,379.316,7.22354,17790
1,1.00676,496.24300000000005,1.568,43982
1,0.812936,265.146,3.38714,47847
0,-0.0760788,471.479,16.0236,26166
0,0.288117,457.524,7.9177,21074
1,0.994045,387.822,5.695880000000001,64159
1,0.8296610000000001,485.103,3.2843,57841
1,1.44031,343.228,2.98939,49514
0,0.894625,286.958,12.3841,67380
1,0.99812,94.4242,5.8493900000000005,54778
0,1.11494,327.896,5.66246,17785
0,1.25368,340.73800000000006,17.3483,30498
1,1.44292,389.546,3.72415,50716
0,0.49056,483.294,1.56417,52368
0,0.515286,439.312,7.87927,8768
0,0.956214,309.175,15.3876,71531
1,1.30062,258.953,4.51612,22474
0,0.735843,410.35,5.58541,40522
0,0.192445,434.648,6.849019999999999,32084
1,0.476867,290.827,4.10043,21582
0,1.38337,323.802,3.13095,20797
0,0.836591,405.834,11.5136,49092
1,1.37216,481.768,2.54087,1093
1,0.910065,235.901,4.53266,43994
0,-0.09119,354.327,4.454359999999999,33056
0,1.70662,260.79200000000003,15.2769,3415
0,0.936803,436.295,4.6566,14087
0,0.502233,398.033,5.40111,58257
1,0.244144,332.213,10.4107,43667
1,0.7374470000000001,118.878,6.45305,52581
1,0.984088,307.385,2.60708,21053
1,1.01017,372.865,3.11138,35565
0,0.628577,485.2,5.37491,63316
0,0.78415,450.405,2.58189,6330
1,0.733104,409.897,5.89612,48119
0,0.311629,419.639,5.73418,15941
0,-0.299319,383.4,4.7733300000000005,44419
0,0.624555,462.79,35.0347,13883
1,1.06865,246.23,4.70937,48674
0,0.341653,440.744,6.256959999999999,66688
0,1.23887,453.499,4.4487,70347
0,1.29558,384.515,6.52581,26401
1,0.639894,376.103,1.64139,43349
0,-0.0330258,425.87,20.2137,15178
1,0.740827,498.306,4.8151,71934
0,0.934296,153.36700000000002,4.16156,30519
1,0.753286,175.803,4.40156,54218
0,0.601531,478.537,2.76136,286
1,0.6278199999999999,448.247,8.64218,43765
1,0.977218,341.19,2.04605,24629
0,0.0975178999999999,411.74300000000005,3.90418,70918
0,0.222933,471.059,8.43176,8259
1,1.52994,344.747,4.01691,18033
1,1.29647,408.919,4.62489,53028
0,0.396255,377.356,11.561,57308
1,1.19251,248.659,2.52668,8213
0,1.15391,402.784,1.9178,63626
0,0.54761,426.977,6.84121,31713
1,1.59575,385.703,1.8178,37575
0,0.682862,140.94799999999998,6.020630000000001,13959
0,1.54985,217.304,7.559819999999999,21773
0,0.134316,305.024,5.13342,2592
0,0.3518219999999999,331.81800000000004,3.17606,57177
0,-0.173158,387.8,4.38009,13217
0,0.6895560000000001,226.092,5.62635,18589
1,1.19502,347.45300000000003,3.47136,35699
1,0.7805449999999999,440.61300000000006,4.982559999999999,56467
1,1.27117,483.229,3.10176,36395
1,0.907103,402.232,3.58152,63742
0,1.35099,166.195,7.46237,62061
0,0.933682,459.117,2.08997,67697
0,0.716771,255.127,7.591939999999999,47506
0,1.0662200000000002,205.9,3.09063,18773
1,0.613336,487.978,8.31725,55979
1,0.8224629999999999,197.216,4.81625,42217
1,0.918682,236.649,2.47251,11260
0,0.944728,379.367,3.34396,2122
0,1.22158,339.027,16.2034,22965
0,1.15507,416.05300000000005,3.20541,12554
0,1.02673,490.529,2.44463,3929
0,1.06334,318.068,2.40555,40312
0,1.09422,286.793,6.603560000000001,46092
1,0.4490369999999999,490.265,5.16221,27296
1,0.733791,270.608,4.98599,63237
0,0.976462,470.78,10.4513,52795
0,0.4315779999999999,433.055,3.0573,23738
0,0.781675,407.831,3.8384,7982
0,0.954021,264.121,5.26456,5708
0,1.0607799999999998,369.922,2.83877,68030
1,1.00902,472.381,1.80884,52595
0,0.319955,313.895,10.136,15641
1,0.0461138,262.078,14.5073,54768
1,0.547826,371.511,4.56505,59845
0,0.779142,462.232,2.12531,53106
1,1.55504,214.222,3.2266,58610
0,0.327839,433.266,4.15597,4501
0,1.09227,345.217,3.0823400000000003,79
1,1.15753,76.4731,4.902830000000001,18970
0,0.47508,165.882,3.49366,48855
0,0.569477,477.35,49.9836,54178
0,1.20755,234.31,6.15862,5874
0,0.404684,490.569,4.47997,19167
1,0.86882,418.347,3.61139,33701
1,0.786614,189.38,7.46794,57210
0,1.30073,359.584,11.725,72420
0,0.5877479999999999,230.374,6.03792,48196
0,0.826576,255.893,3.20907,54544
0,1.24296,279.405,7.48597,2400
0,0.0146222,496.763,7.47377,54149
1,0.5437489999999999,415.163,6.77307,10889
1,1.52867,360.582,2.66153,50496
0,0.925436,450.505,4.5506400000000005,30893
1,1.40434,463.269,6.806089999999999,22930
1,1.34158,350.846,2.80685,65279
1,1.11886,498.545,2.71816,33481
0,1.18567,468.707,8.47993,63707
0,0.436803,428.527,2.1116900000000003,50958
1,1.20092,241.933,6.18242,46094
1,1.1239,315.323,3.20085,64608
1,1.65637,185.721,2.50102,907
1,-0.175562,491.696,5.27283,4736
1,0.627926,495.83,1.66691,52596
1,-0.301304,468.93,6.45006,39685
0,0.508865,479.824,5.41721,65723
0,0.241134,233.028,17.4329,41130
0,1.4230200000000002,407.882,4.00274,38293
0,1.00003,424.122,3.62851,17193
1,0.712858,465.85,2.41973,24377
0,1.37021,483.186,9.14427,37757
1,0.780881,451.321,3.02854,68699
0,0.0598076,462.307,39.9489,34653
0,0.330825,306.153,9.62056,51255
1,0.683686,449.018,5.83683,37875
1,0.959196,330.472,9.82002,354
1,0.697106,470.091,3.94924,54853
0,0.189538,383.662,3.3955800000000003,59022
0,1.89566,353.564,6.73718,43699
0,0.789694,273.336,3.00776,17413
0,0.90353,420.12,14.5313,55227
0,0.912789,347.405,40.1139,52676
1,0.8094779999999999,468.607,4.567,66685
1,0.495592,498.445,5.116230000000001,56351
1,1.10361,293.841,5.28581,15943
1,1.13616,419.11800000000005,5.11733,59958
1,0.714755,486.476,3.06577,44969
1,0.731122,330.98,3.68819,38452
0,0.434713,320.863,5.32758,21624
1,0.548479,484.523,8.61547,2485
1,1.30767,302.564,4.17011,28990
0,0.885273,394.501,4.36396,13192
0,0.701601,489.083,3.20134,12954
1,1.67914,212.776,4.58863,60829
1,0.788938,350.954,5.97687,2595
0,1.16352,499.169,5.08642,62235
1,0.676998,336.31300000000005,5.82316,15434
1,1.16844,229.218,6.4603,39034
0,1.00601,270.309,3.66385,43760
1,1.08103,394.174,4.87673,60149
1,0.635059,444.653,3.61079,35188
1,0.4320529999999999,420.067,6.2892,23642
1,0.860591,341.205,1.46069,61263
1,1.0560200000000002,485.703,2.11425,49226
1,1.22025,385.712,2.9072,28997
1,0.9606,383.205,5.867319999999999,22500
1,1.07233,402.24,1.89885,68764
1,1.66058,340.974,5.88068,43276
0,0.212914,272.55,12.4083,13561
1,1.24969,442.486,1.9947,8798
0,1.0388,378.856,16.9586,59488
0,0.503517,207.155,3.5214300000000005,23272
1,0.7973210000000001,428.5,4.04999,47389
0,0.516494,424.576,3.76537,981
1,1.73392,261.269,2.83486,220
0,-0.118093,482.704,5.11888,6235
1,0.67343,196.604,4.00526,35162
0,0.410976,483.208,12.5635,3532
0,0.367792,381.96,21.7176,18805
0,0.411556,247.023,3.07906,17028
1,0.762736,419.482,2.72567,24183
1,0.5915590000000001,337.577,7.460960000000001,4157
0,-0.114545,425.001,3.205,16475
1,1.83054,276.566,4.54741,56916
1,1.46521,438.523,4.82576,66974
0,0.6570020000000001,462.818,3.89097,62490
1,0.376359,437.225,6.23871,33380
0,0.841226,340.047,16.5565,43888
1,0.558743,453.27,7.910480000000001,678
0,1.82642,378.386,4.16107,46815
1,0.249751,323.178,2.84351,3088
0,0.2076739999999999,424.767,12.653,54696
0,0.5144890000000001,224.687,5.24951,35434
0,0.209688,293.47700000000003,6.82447,1695
0,0.479801,485.689,6.13267,25800
0,0.374792,489.347,7.11401,14466
0,-0.0128418,329.587,8.16265,16568
0,1.45052,210.196,10.9481,58993
1,1.69828,284.631,3.77723,35136
0,0.593392,259.106,5.8766,36135
1,1.07814,291.248,3.85124,50931
0,1.05311,390.533,7.8624,68153
1,1.40089,311.115,3.68106,59689
1,1.13488,398.434,4.48346,31796
1,0.906097,375.445,3.30057,38108
0,0.579917,276.91,3.88471,44210
0,0.660399,458.461,6.4522900000000005,37029
1,1.1273,468.264,2.44158,15129
0,0.135331,434.603,7.39807,12866
0,1.0815,281.61,11.8063,57901
1,1.1674,422.256,3.14431,17652
0,0.731428,386.205,1.83743,72948
1,0.8129569999999999,335.32300000000004,5.73603,26883
1,0.7594390000000001,441.458,4.47767,72126
1,1.14051,205.284,2.1584,31343
1,1.43244,405.42,2.2067900000000003,12657
0,1.33431,243.917,3.4065800000000004,41536
1,1.23282,296.335,5.21025,2650
1,1.17042,199.882,3.3212300000000003,50897
1,1.10759,218.396,5.94679,4963
1,1.34702,373.765,3.75215,2641
1,0.485777,463.127,6.077030000000001,64710
1,0.543132,375.772,3.08302,62483
1,1.56846,357.23900000000003,2.10436,63907
0,1.3007,479.745,2.47117,34987
1,1.25999,279.788,8.639339999999999,25723
0,-0.0969763999999999,384.948,5.20582,13138
1,1.07214,153.111,3.85322,43045
0,0.714205,207.037,22.9967,11700
1,1.29272,308.80400000000003,4.4766900000000005,16709
0,0.295912,432.486,4.49025,39546
1,0.177678,373.597,17.5817,1124
0,0.8946540000000001,309.238,15.9361,5299
1,0.444975,466.648,3.11858,43983
1,0.837356,434.24300000000005,2.52224,65910
0,0.614452,435.862,29.4412,23924
0,0.982739,473.752,23.0942,4901
0,0.18404,361.459,9.09358,15917
0,0.4417859999999999,486.494,5.78399,15924
0,0.685194,390.949,7.27442,10163
0,0.6276609999999999,129.429,4.4564,69665
1,1.34153,340.853,4.92361,31081
1,1.0199200000000002,333.73400000000004,4.35546,65152
0,0.912159,343.05,4.30069,13473
1,0.991294,316.8,10.691,67963
0,0.678836,392.154,9.53955,47354
1,0.8675149999999999,300.823,4.84035,22483
0,0.590969,149.97,12.5173,17099
0,0.8785950000000001,450.36300000000006,2.81333,53859
0,0.91119,433.231,1.93274,43018
1,1.0257,338.172,3.77223,34915
1,1.708,477.827,3.60633,3919
0,0.659993,223.096,3.07481,760
1,1.43725,190.834,4.60991,63005
1,1.34399,217.416,2.8354,51168
0,0.231713,481.869,4.06787,51496
1,0.683226,329.69300000000004,4.03195,56645
1,0.798837,438.735,1.99976,25121
0,0.800423,405.874,2.31892,13534
1,0.718781,303.793,1.65658,26712
1,0.0297209999999999,443.221,15.0417,21507
1,1.0771,334.94300000000004,2.12166,61427
0,0.912429,327.811,4.011369999999999,17132
0,1.1272799999999998,415.353,4.58222,24196
0,0.8411120000000001,303.778,6.77848,35786
1,0.910079,483.2480000000001,4.17746,62751
1,1.2606700000000002,269.758,5.18794,48095
1,1.03778,360.9,2.9256,21350
1,1.92579,227.477,3.91812,47898
1,0.709933,436.751,5.7974,15778
0,0.584705,357.157,4.44853,72880
0,-0.262871,409.255,5.91357,56826
0,1.18062,439.521,5.36965,41591
1,0.0632401,446.111,9.20808,25491
1,1.1511,295.133,3.16685,66107
1,1.09857,316.53700000000003,3.03637,34644
1,1.0073299999999998,163.213,3.20899,24678
1,0.659402,429.85,9.02076,1583
0,0.608506,445.18,27.0795,40358
1,0.462579,262.066,6.00724,39122
1,1.19946,232.946,3.49709,62781
1,2.19926,172.736,4.51807,30320
1,1.41479,344.69800000000004,3.6329,22596
0,0.385715,469.289,3.85835,45244
0,0.483995,206.082,3.75407,65846
1,0.857037,472.778,7.30518,41603
0,0.383481,388.325,17.46,39101
1,1.02757,375.364,3.77715,62570
1,1.2357200000000002,374.641,3.31632,43493
0,1.01673,386.397,6.3603,47801
1,0.5338510000000001,397.806,3.61167,70135
1,1.25575,350.872,3.67595,41266
1,0.964466,349.58,3.18416,23886
0,1.89716,402.796,3.14156,54196
0,0.476335,488.4380000000001,6.04624,6980
0,-0.121932,427.985,5.60999,44962
1,0.6524270000000001,445.592,5.82995,72522
0,0.537038,178.577,13.9548,53402
0,0.0997004,178.957,4.87199,6078
1,1.046,426.69,2.36473,31211
0,0.319165,352.902,10.6595,29328
0,0.51718,418.58,13.0672,9878
0,0.800431,276.774,6.74675,50987
0,0.4121609999999999,480.524,6.5739600000000005,17713
1,1.9802,133.303,4.2442400000000005,9026
1,1.50592,486.157,5.90914,59418
1,0.7476,435.275,2.43011,7959
1,0.889951,498.632,5.418769999999999,12793
0,0.822509,450.089,4.11714,37296
0,1.11253,480.304,1.7634299999999998,68876
0,0.805309,420.656,5.24774,60631
0,1.5365799999999998,358.56800000000004,10.1039,40070
1,0.6393220000000001,334.731,4.80008,14853
0,0.401704,474.445,4.92247,69624
0,0.707986,411.065,6.93779,61682
0,1.2002,289.625,6.08987,5979
1,0.983719,412.978,2.76715,70555
1,1.262,220.921,2.92421,3332
1,1.45508,418.556,5.2923,42902
1,0.940157,130.601,3.6207,66915
1,0.8964770000000001,367.19,1.91335,36628
1,0.8585379999999999,461.322,4.19648,33983
1,0.198383,245.398,2.65926,33860
1,0.6648109999999999,212.01,3.16347,58371
1,0.8346100000000001,427.084,2.9415,49503
1,0.238573,400.477,4.624230000000001,17328
1,0.5842890000000001,441.4380000000001,8.53876,1472
0,0.560244,420.141,4.47999,48017
0,1.3015,426.194,2.42034,31636
0,0.0268672,464.109,2.28373,55456
1,1.11165,394.045,7.62104,12648
1,0.0359689,379.854,9.24667,30815
1,-0.272101,425.701,4.706519999999999,27462
0,0.101103,281.721,2.65102,45474
0,0.8227209999999999,411.61800000000005,23.753,34117
0,1.18462,321.402,12.746,9047
0,1.30871,429.739,5.75971,2373
1,1.18576,284.066,5.42054,58228
0,1.07662,149.593,5.7925,1923
1,0.714436,424.077,5.056109999999999,2321
0,-0.0405716,299.16,31.1366,10268
0,0.6548470000000001,258.897,4.378080000000001,69098
0,1.0234299999999998,465.818,4.72124,55114
0,0.8708040000000001,242.689,7.868310000000001,62730
0,-0.202504,262.281,3.3031,17538
1,1.37021,341.091,2.51104,28881
1,0.8821180000000001,253.96,3.66552,8585
0,0.381557,264.822,4.378480000000001,58335
1,1.33401,488.69,6.41038,17889
1,1.4753,131.366,3.01035,18653
1,0.750972,473.427,6.87183,27080
0,0.707188,393.814,5.77953,61977
1,1.45585,434.585,2.82243,55624
0,1.54516,180.177,8.02051,1201
0,0.966235,423.555,5.99241,9133
0,0.876659,152.643,5.03055,26433
1,0.8531110000000001,274.47,3.86904,57098
0,1.09243,455.335,5.8271,21753
0,1.41822,385.035,2.96686,40885
0,0.4230279999999999,377.124,8.5652,38926
1,0.819902,481.393,1.96813,46005
0,0.882157,209.496,7.261830000000001,50455
1,0.954257,242.036,4.26769,52345
1,1.47925,400.593,4.34854,45761
0,0.180312,344.164,4.24551,29129
1,0.4994369999999999,181.225,4.09504,26004
1,0.521875,450.732,5.68383,16767
0,0.657451,432.331,3.31344,29712
0,1.01059,355.853,5.09074,35443
0,1.37745,129.319,4.28308,42481
1,1.17145,150.058,3.97858,32570
0,1.19156,306.291,3.65049,68850
1,0.700915,410.135,5.65564,36881
1,0.979015,361.0,3.99561,65734
0,0.665235,470.699,9.62018,28267
0,0.519534,452.727,4.5726,57650
0,0.439006,450.403,6.27982,28005
0,0.479459,480.879,8.02235,3054
0,1.05134,476.55300000000005,7.31066,66459
0,0.846893,451.245,2.42353,54917
0,1.13627,443.212,7.78627,43170
1,1.14782,390.13,2.89412,18936
0,0.5283869999999999,430.265,6.9995,29144
0,0.5248079999999999,126.308,5.12739,13117
0,0.215508,473.611,8.149510000000001,8463
0,1.4579,400.094,4.526680000000001,28417
1,0.92283,395.104,5.48484,44787
1,1.20878,313.925,4.750780000000001,23628
0,0.547312,315.202,8.16831,39561
0,0.170011,292.578,3.22359,19474
1,0.872856,427.85,8.03294,15223
1,0.543769,428.117,8.796330000000001,8007
1,0.8232229999999999,488.259,1.46529,49352
1,1.27212,203.324,3.48749,15781
1,0.981949,325.25,3.19123,18336
1,1.7281099999999998,277.036,4.464169999999999,19250
0,0.8727659999999999,99.9853,2.7423,7413
0,1.0066,358.195,4.98106,27181
1,1.54827,339.12800000000004,4.9253,31940
1,1.69511,419.612,3.1146700000000003,60992
1,0.697838,236.253,3.14359,57115
1,1.03653,263.361,6.0132,25199
0,0.406513,458.436,3.90333,70288
0,0.8368549999999999,451.704,11.9345,60478
0,0.993813,427.961,9.08632,33458
0,0.650299,362.983,14.5529,59656
1,0.667237,474.713,9.05063,48434
1,0.704691,443.237,11.1437,70000
0,-0.177752,487.16,36.2834,11549
0,1.10752,352.907,11.4455,30868
0,1.68546,383.413,3.76404,22432
1,0.183416,256.518,5.91148,14254
0,0.678353,474.235,10.7983,3870
0,0.766421,499.344,4.40113,62959
0,1.0048700000000002,499.4,9.11894,71291
0,0.8922389999999999,394.169,4.71691,24993
1,1.06008,436.628,3.16047,29585
0,1.49094,320.676,3.0112400000000004,67994
1,0.980169,389.457,5.29355,63059
