all/eyemove_table_1_2.firstPassFixDur,all/eyemove_table_1_2.lineNo,all/eyemove_table_1_2.assgNo,all/eyemove_table_1_2.lineNo.1,Key_0_0
80.0,1023.0,31.0,1023.0,3765
179.0,3604.0,111.0,3604.0,3391
417.0,5126.0,155.0,5126.0,2813
119.0,6794.0,203.0,6794.0,2390
179.0,8982.0,283.0,8982.0,7170
119.0,6491.0,192.0,6491.0,1199
219.0,373.0,11.0,373.0,5692
258.0,5826.0,173.0,5826.0,7035
99.0,306.0,9.0,306.0,6991
278.0,4168.0,133.0,4168.0,7296
239.0,2329.0,74.0,2329.0,3878
219.0,3428.0,105.0,3428.0,6388
179.0,4567.0,142.0,4567.0,6987
99.0,9835.0,303.0,9835.0,890
179.0,8992.0,283.0,8992.0,2774
239.0,5067.0,154.0,5067.0,1415
299.0,2276.0,73.0,2276.0,6472
99.0,10885.0,336.0,10885.0,6733
199.0,7925.0,246.0,7925.0,6555
119.0,6917.0,209.0,6917.0,232
99.0,1957.0,61.0,1957.0,3156
139.0,10597.0,324.0,10597.0,6178
179.0,8563.0,271.0,8563.0,2727
358.0,4954.0,151.0,4954.0,4987
99.0,3754.0,119.0,3754.0,7274
120.0,2675.0,81.0,2675.0,1181
80.0,10588.0,324.0,10588.0,6989
139.0,6312.0,186.0,6312.0,5094
159.0,5604.0,167.0,5604.0,4854
80.0,9665.0,298.0,9665.0,2243
139.0,1244.0,39.0,1244.0,119
239.0,5807.0,172.0,5807.0,5709
99.0,1725.0,54.0,1725.0,184
438.0,6204.0,183.0,6204.0,1634
199.0,10198.0,310.0,10198.0,2624
99.0,6487.0,192.0,6487.0,6070
119.0,770.0,23.0,770.0,6166
199.0,8638.0,274.0,8638.0,1966
199.0,8578.0,272.0,8578.0,1658
518.0,2539.0,78.0,2539.0,1188
139.0,8049.0,250.0,8049.0,6076
378.0,4617.0,143.0,4617.0,2584
199.0,2182.0,70.0,2182.0,177
258.0,8591.0,273.0,8591.0,952
99.0,186.0,5.0,186.0,5947
179.0,2294.0,73.0,2294.0,5779
239.0,3215.0,98.0,3215.0,5924
338.0,9349.0,290.0,9349.0,105
219.0,9147.0,287.0,9147.0,2410
139.0,6565.0,194.0,6565.0,2331
120.0,3232.0,98.0,3232.0,2177
139.0,8340.0,261.0,8340.0,572
139.0,1199.0,37.0,1199.0,7211
616.0,9025.0,284.0,9025.0,234
99.0,8196.0,256.0,8196.0,926
239.0,10530.0,321.0,10530.0,5214
437.0,55.0,2.0,55.0,1821
119.0,5883.0,175.0,5883.0,6497
199.0,2110.0,66.0,2110.0,1144
318.0,5501.0,165.0,5501.0,1651
238.0,3934.0,127.0,3934.0,955
179.0,2564.0,78.0,2564.0,6392
338.0,9603.0,296.0,9603.0,6029
319.0,2172.0,70.0,2172.0,7014
80.0,982.0,30.0,982.0,4335
179.0,5630.0,167.0,5630.0,503
179.0,9910.0,304.0,9910.0,7041
218.0,4391.0,136.0,4391.0,1793
139.0,8908.0,281.0,8908.0,5027
358.0,2352.0,74.0,2352.0,7125
179.0,20.0,1.0,20.0,2452
139.0,6519.0,193.0,6519.0,1023
139.0,8812.0,279.0,8812.0,5487
99.0,2102.0,66.0,2102.0,2024
397.0,8896.0,280.0,8896.0,783
139.0,6943.0,210.0,6943.0,5310
179.0,8239.0,256.0,8239.0,2916
218.0,1163.0,35.0,1163.0,7076
80.0,9667.0,298.0,9667.0,5793
159.0,2513.0,78.0,2513.0,4149
278.0,5113.0,155.0,5113.0,6779
557.0,695.0,22.0,695.0,5599
160.0,6566.0,194.0,6566.0,72
100.0,7797.0,240.0,7797.0,354
279.0,3122.0,95.0,3122.0,6660
219.0,1511.0,45.0,1511.0,2046
219.0,5572.0,166.0,5572.0,6563
139.0,7482.0,228.0,7482.0,3204
99.0,7035.0,213.0,7035.0,6758
278.0,1441.0,44.0,1441.0,1734
179.0,10608.0,325.0,10608.0,882
258.0,821.0,24.0,821.0,2940
139.0,10784.0,332.0,10784.0,1945
199.0,6331.0,187.0,6331.0,4002
80.0,5796.0,171.0,5796.0,6117
258.0,3589.0,111.0,3589.0,2198
139.0,6035.0,178.0,6035.0,1487
80.0,8678.0,275.0,8678.0,5126
139.0,6449.0,191.0,6449.0,4989
179.0,7645.0,236.0,7645.0,2643
318.0,5357.0,161.0,5357.0,4637
219.0,2806.0,85.0,2806.0,5137
139.0,2185.0,70.0,2185.0,4840
119.0,7511.0,229.0,7511.0,226
379.0,3015.0,92.0,3015.0,5633
239.0,3548.0,110.0,3548.0,7437
457.0,8219.0,256.0,8219.0,5958
318.0,8032.0,250.0,8032.0,7010
239.0,9290.0,289.0,9290.0,756
159.0,7795.0,240.0,7795.0,5358
139.0,677.0,22.0,677.0,7509
80.0,10133.0,309.0,10133.0,6761
278.0,1486.0,44.0,1486.0,871
159.0,1881.0,58.0,1881.0,2359
139.0,1538.0,46.0,1538.0,3616
99.0,9314.0,289.0,9314.0,6809
80.0,6946.0,210.0,6946.0,5969
199.0,3497.0,108.0,3497.0,3244
139.0,10461.0,319.0,10461.0,1809
318.0,4523.0,140.0,4523.0,5697
318.0,5382.0,162.0,5382.0,1498
80.0,7386.0,226.0,7386.0,2179
339.0,3155.0,96.0,3155.0,3704
159.0,7606.0,234.0,7606.0,58
278.0,795.0,24.0,795.0,4175
199.0,9046.0,284.0,9046.0,5445
139.0,9031.0,284.0,9031.0,5994
139.0,194.0,6.0,194.0,4187
159.0,7946.0,246.0,7946.0,2336
139.0,10842.0,334.0,10842.0,7146
239.0,2671.0,81.0,2671.0,1261
259.0,8595.0,273.0,8595.0,2487
199.0,8423.0,265.0,8423.0,1404
119.0,8042.0,250.0,8042.0,6730
417.0,8045.0,250.0,8045.0,7586
299.0,6447.0,191.0,6447.0,1918
398.0,10143.0,309.0,10143.0,2380
179.0,4922.0,150.0,4922.0,7053
259.0,10840.0,334.0,10840.0,1497
99.0,1815.0,57.0,1815.0,4773
179.0,6326.0,187.0,6326.0,1909
199.0,3135.0,96.0,3135.0,6533
139.0,3706.0,116.0,3706.0,6081
139.0,3511.0,108.0,3511.0,6806
299.0,2994.0,91.0,2994.0,4181
159.0,9335.0,289.0,9335.0,2205
358.0,670.0,21.0,670.0,788
179.0,3664.0,114.0,3664.0,5870
358.0,8068.0,251.0,8068.0,1574
139.0,1485.0,44.0,1485.0,2719
139.0,10903.0,336.0,10903.0,3768
119.0,10482.0,320.0,10482.0,7265
198.0,6341.0,187.0,6341.0,375
298.0,10743.0,330.0,10743.0,4458
99.0,10145.0,309.0,10145.0,2623
199.0,9577.0,295.0,9577.0,7539
358.0,5768.0,171.0,5768.0,3656
179.0,4397.0,136.0,4397.0,2106
219.0,1445.0,44.0,1445.0,3651
159.0,1569.0,47.0,1569.0,3702
179.0,4080.0,131.0,4080.0,3568
139.0,1377.0,43.0,1377.0,3316
139.0,4083.0,131.0,4083.0,3936
80.0,10357.0,316.0,10357.0,4658
119.0,288.0,9.0,288.0,4107
179.0,6462.0,191.0,6462.0,2745
337.0,6920.0,209.0,6920.0,2421
159.0,745.0,22.0,745.0,3610
80.0,10043.0,307.0,10043.0,3987
458.0,7890.0,243.0,7890.0,2463
119.0,8304.0,259.0,8304.0,6470
159.0,95.0,3.0,95.0,4731
298.0,4514.0,139.0,4514.0,432
259.0,4699.0,145.0,4699.0,3297
119.0,3510.0,108.0,3510.0,2170
219.0,7971.0,248.0,7971.0,3559
139.0,9655.0,297.0,9655.0,1229
159.0,6766.0,203.0,6766.0,6784
99.0,3321.0,101.0,3321.0,3401
298.0,8552.0,271.0,8552.0,777
179.0,10607.0,325.0,10607.0,6198
219.0,4960.0,151.0,4960.0,1546
258.0,8509.0,269.0,8509.0,7583
218.0,4387.0,136.0,4387.0,117
199.0,2825.0,86.0,2825.0,3404
139.0,6297.0,185.0,6297.0,2881
119.0,9706.0,299.0,9706.0,1096
80.0,10534.0,321.0,10534.0,5289
199.0,1554.0,47.0,1554.0,4291
119.0,6659.0,198.0,6659.0,5189
80.0,9358.0,290.0,9358.0,279
99.0,6129.0,181.0,6129.0,6622
179.0,6085.0,180.0,6085.0,5030
656.0,473.0,14.0,473.0,1151
159.0,1619.0,49.0,1619.0,7002
100.0,8206.0,256.0,8206.0,135
139.0,1116.0,34.0,1116.0,4996
179.0,9437.0,292.0,9437.0,3473
179.0,4200.0,134.0,4200.0,2029
99.0,10716.0,329.0,10716.0,5784
179.0,4578.0,142.0,4578.0,1949
99.0,7572.0,231.0,7572.0,1758
139.0,1346.0,42.0,1346.0,6891
179.0,1330.0,42.0,1330.0,5367
239.0,4559.0,142.0,4559.0,3298
218.0,3898.0,125.0,3898.0,4208
278.0,1472.0,44.0,1472.0,3805
119.0,1633.0,50.0,1633.0,4757
99.0,9068.0,285.0,9068.0,128
279.0,2587.0,78.0,2587.0,1013
159.0,7089.0,215.0,7089.0,1185
119.0,8713.0,276.0,8713.0,2334
259.0,2447.0,77.0,2447.0,2734
159.0,5538.0,165.0,5538.0,608
119.0,7501.0,229.0,7501.0,992
199.0,8614.0,273.0,8614.0,231
139.0,8280.0,258.0,8280.0,1344
139.0,7468.0,227.0,7468.0,2271
139.0,1329.0,42.0,1329.0,7164
219.0,3069.0,93.0,3069.0,1375
179.0,5514.0,165.0,5514.0,325
199.0,1261.0,40.0,1261.0,5196
159.0,3.0,1.0,3.0,5944
179.0,5250.0,159.0,5250.0,5892
199.0,2247.0,72.0,2247.0,3455
219.0,8818.0,279.0,8818.0,6930
159.0,3792.0,121.0,3792.0,4162
298.0,3815.0,122.0,3815.0,5019
318.0,7102.0,216.0,7102.0,752
139.0,10532.0,321.0,10532.0,3519
179.0,7357.0,225.0,7357.0,5161
278.0,4049.0,130.0,4049.0,5822
239.0,8205.0,256.0,8205.0,6051
139.0,9485.0,293.0,9485.0,2870
119.0,290.0,9.0,290.0,1624
80.0,3449.0,106.0,3449.0,5500
99.0,9541.0,294.0,9541.0,488
80.0,9253.0,289.0,9253.0,6611
219.0,10349.0,315.0,10349.0,1623
119.0,7384.0,226.0,7384.0,5100
179.0,10276.0,312.0,10276.0,3113
139.0,3980.0,129.0,3980.0,2650
139.0,8731.0,277.0,8731.0,2136
99.0,8759.0,277.0,8759.0,2033
179.0,10688.0,328.0,10688.0,4670
139.0,8925.0,281.0,8925.0,5329
278.0,7463.0,227.0,7463.0,3344
99.0,6233.0,183.0,6233.0,867
199.0,2873.0,87.0,2873.0,4685
139.0,9233.0,289.0,9233.0,1467
80.0,5539.0,165.0,5539.0,6438
179.0,400.0,12.0,400.0,6540
179.0,8208.0,256.0,8208.0,4867
99.0,689.0,22.0,689.0,7136
159.0,8333.0,261.0,8333.0,3281
199.0,1435.0,44.0,1435.0,3675
199.0,7352.0,225.0,7352.0,7367
179.0,67.0,2.0,67.0,2554
179.0,6235.0,183.0,6235.0,5886
179.0,4375.0,136.0,4375.0,828
80.0,4254.0,134.0,4254.0,1271
397.0,1736.0,54.0,1736.0,3451
538.0,2377.0,75.0,2377.0,2083
559.0,2389.0,75.0,2389.0,1786
199.0,10071.0,308.0,10071.0,6776
139.0,5401.0,163.0,5401.0,6225
99.0,10674.0,328.0,10674.0,5291
298.0,682.0,22.0,682.0,5723
298.0,1133.0,34.0,1133.0,2340
338.0,10564.0,323.0,10564.0,1137
99.0,10173.0,310.0,10173.0,5523
318.0,9098.0,286.0,9098.0,100
179.0,7891.0,243.0,7891.0,6786
338.0,1322.0,42.0,1322.0,321
278.0,7624.0,235.0,7624.0,2843
199.0,10835.0,334.0,10835.0,4844
159.0,3524.0,109.0,3524.0,1005
99.0,7815.0,240.0,7815.0,895
318.0,9452.0,293.0,9452.0,568
119.0,8110.0,253.0,8110.0,5164
139.0,10340.0,315.0,10340.0,5320
139.0,4011.0,129.0,4011.0,4586
298.0,4835.0,148.0,4835.0,2574
139.0,1729.0,54.0,1729.0,5111
516.0,3280.0,99.0,3280.0,1991
99.0,1719.0,54.0,1719.0,3922
457.0,6122.0,180.0,6122.0,4950
139.0,5374.0,162.0,5374.0,494
179.0,4562.0,142.0,4562.0,1994
278.0,5825.0,173.0,5825.0,4903
199.0,2686.0,81.0,2686.0,180
218.0,7346.0,225.0,7346.0,1757
119.0,5699.0,169.0,5699.0,2571
99.0,4169.0,133.0,4169.0,4914
318.0,7293.0,224.0,7293.0,1633
99.0,4334.0,135.0,4334.0,5516
80.0,949.0,29.0,949.0,4847
278.0,3805.0,122.0,3805.0,130
80.0,6903.0,208.0,6903.0,2803
139.0,9900.0,304.0,9900.0,1129
318.0,8470.0,267.0,8470.0,892
159.0,375.0,11.0,375.0,6433
159.0,2290.0,73.0,2290.0,75
119.0,6900.0,208.0,6900.0,2353
99.0,803.0,24.0,803.0,5422
199.0,6302.0,185.0,6302.0,6444
259.0,1877.0,58.0,1877.0,493
99.0,8615.0,273.0,8615.0,3713
179.0,1341.0,42.0,1341.0,2840
219.0,5186.0,157.0,5186.0,5810
99.0,848.0,25.0,848.0,6899
159.0,666.0,21.0,666.0,6038
278.0,3472.0,107.0,3472.0,1068
199.0,4903.0,150.0,4903.0,4696
119.0,3833.0,123.0,3833.0,2678
119.0,1044.0,31.0,1044.0,3927
179.0,9708.0,299.0,9708.0,5536
219.0,2007.0,64.0,2007.0,3546
199.0,10852.0,334.0,10852.0,406
199.0,6785.0,203.0,6785.0,7400
199.0,595.0,19.0,595.0,1221
298.0,3701.0,116.0,3701.0,2144
80.0,974.0,30.0,974.0,7087
80.0,5148.0,155.0,5148.0,6790
199.0,6643.0,197.0,6643.0,1256
179.0,8161.0,255.0,8161.0,5912
199.0,8475.0,267.0,8475.0,659
179.0,1221.0,38.0,1221.0,2474
518.0,2224.0,71.0,2224.0,6828
80.0,1236.0,38.0,1236.0,3885
179.0,649.0,21.0,649.0,6556
179.0,1684.0,52.0,1684.0,5721
298.0,5887.0,175.0,5887.0,6072
139.0,1542.0,46.0,1542.0,3275
159.0,5014.0,153.0,5014.0,6956
438.0,2822.0,86.0,2822.0,5623
358.0,1298.0,41.0,1298.0,6428
278.0,3585.0,111.0,3585.0,585
239.0,487.0,15.0,487.0,1047
199.0,4110.0,132.0,4110.0,6500
99.0,1016.0,31.0,1016.0,2401
80.0,9269.0,289.0,9269.0,3175
318.0,9509.0,293.0,9509.0,6569
99.0,4613.0,143.0,4613.0,2297
278.0,8881.0,280.0,8881.0,6082
139.0,619.0,20.0,619.0,7176
80.0,6993.0,212.0,6993.0,2608
179.0,2826.0,86.0,2826.0,4360
199.0,4913.0,150.0,4913.0,3314
179.0,706.0,22.0,706.0,6043
99.0,9486.0,293.0,9486.0,614
179.0,1917.0,60.0,1917.0,3851
119.0,9573.0,295.0,9573.0,1667
179.0,8365.0,262.0,8365.0,5588
258.0,10149.0,309.0,10149.0,6655
99.0,5686.0,168.0,5686.0,2246
99.0,7271.0,222.0,7271.0,2001
80.0,9114.0,286.0,9114.0,1701
199.0,2611.0,78.0,2611.0,1044
179.0,10019.0,306.0,10019.0,1741
159.0,3584.0,111.0,3584.0,1320
259.0,4166.0,133.0,4166.0,35
80.0,3765.0,120.0,3765.0,2408
179.0,8382.0,263.0,8382.0,6771
199.0,8436.0,266.0,8436.0,1223
556.0,10717.0,329.0,10717.0,3059
99.0,7154.0,219.0,7154.0,1200
239.0,5000.0,153.0,5000.0,4160
80.0,6531.0,194.0,6531.0,3969
258.0,10516.0,321.0,10516.0,3006
119.0,3343.0,102.0,3343.0,5654
99.0,6495.0,192.0,6495.0,2635
119.0,3433.0,105.0,3433.0,4502
99.0,9289.0,289.0,9289.0,906
219.0,5672.0,168.0,5672.0,5594
139.0,4872.0,149.0,4872.0,4039
239.0,2678.0,81.0,2678.0,5515
915.0,5603.0,167.0,5603.0,2203
179.0,5760.0,171.0,5760.0,6528
99.0,1800.0,57.0,1800.0,5414
279.0,1382.0,43.0,1382.0,3347
179.0,9938.0,305.0,9938.0,7339
319.0,3193.0,98.0,3193.0,7311
139.0,9291.0,289.0,9291.0,6704
120.0,2150.0,69.0,2150.0,2772
139.0,214.0,6.0,214.0,4953
238.0,5193.0,157.0,5193.0,5975
80.0,10052.0,307.0,10052.0,1968
99.0,10390.0,317.0,10390.0,169
99.0,1831.0,57.0,1831.0,1313
298.0,7810.0,240.0,7810.0,5908
119.0,7618.0,235.0,7618.0,1143
159.0,3933.0,127.0,3933.0,5562
179.0,2569.0,78.0,2569.0,5601
278.0,5469.0,164.0,5469.0,2227
119.0,5687.0,168.0,5687.0,4514
179.0,3984.0,129.0,3984.0,2744
199.0,2988.0,91.0,2988.0,4983
99.0,10787.0,332.0,10787.0,5096
238.0,4448.0,137.0,4448.0,6171
278.0,9781.0,301.0,9781.0,1429
139.0,3846.0,123.0,3846.0,152
238.0,4524.0,140.0,4524.0,4343
99.0,3306.0,100.0,3306.0,6630
139.0,6511.0,193.0,6511.0,927
219.0,5764.0,171.0,5764.0,205
179.0,8739.0,277.0,8739.0,1894
99.0,10902.0,336.0,10902.0,5488
318.0,6167.0,182.0,6167.0,3932
298.0,6930.0,210.0,6930.0,476
179.0,5965.0,177.0,5965.0,558
757.0,2300.0,73.0,2300.0,7563
139.0,6022.0,178.0,6022.0,5781
219.0,3734.0,118.0,3734.0,449
99.0,7083.0,215.0,7083.0,2511
139.0,7791.0,240.0,7791.0,1847
318.0,5700.0,169.0,5700.0,2846
139.0,9707.0,299.0,9707.0,3219
179.0,7976.0,248.0,7976.0,970
179.0,2217.0,70.0,2217.0,2758
179.0,150.0,5.0,150.0,4332
199.0,2337.0,74.0,2337.0,2411
278.0,377.0,11.0,377.0,998
259.0,449.0,14.0,449.0,486
99.0,9357.0,290.0,9357.0,2864
219.0,9747.0,300.0,9747.0,3303
179.0,8043.0,250.0,8043.0,6872
119.0,8281.0,258.0,8281.0,6638
199.0,124.0,4.0,124.0,6414
99.0,6928.0,210.0,6928.0,3400
119.0,10230.0,311.0,10230.0,6874
139.0,10012.0,306.0,10012.0,2987
179.0,1379.0,43.0,1379.0,4527
219.0,7723.0,238.0,7723.0,6137
80.0,9673.0,298.0,9673.0,5502
478.0,4728.0,146.0,4728.0,7320
238.0,7981.0,248.0,7981.0,2400
80.0,7064.0,215.0,7064.0,5131
99.0,7393.0,226.0,7393.0,5198
99.0,6713.0,200.0,6713.0,3237
179.0,1688.0,52.0,1688.0,1326
179.0,10413.0,318.0,10413.0,1648
278.0,8343.0,261.0,8343.0,4577
477.0,5619.0,167.0,5619.0,142
119.0,9657.0,297.0,9657.0,5914
298.0,3289.0,100.0,3289.0,2127
338.0,7764.0,239.0,7764.0,986
179.0,7291.0,224.0,7291.0,2699
179.0,371.0,11.0,371.0,5054
219.0,4208.0,134.0,4208.0,2204
139.0,7514.0,229.0,7514.0,1995
218.0,3827.0,122.0,3827.0,78
198.0,1260.0,40.0,1260.0,2124
239.0,9418.0,292.0,9418.0,2065
298.0,6051.0,179.0,6051.0,874
199.0,5722.0,169.0,5722.0,4333
179.0,3908.0,125.0,3908.0,3788
139.0,6598.0,195.0,6598.0,4491
239.0,6064.0,179.0,6064.0,6168
239.0,8397.0,264.0,8397.0,2529
80.0,6719.0,200.0,6719.0,3791
139.0,4927.0,150.0,4927.0,4481
159.0,3492.0,108.0,3492.0,5201
119.0,8275.0,258.0,8275.0,836
179.0,6526.0,194.0,6526.0,512
259.0,1575.0,47.0,1575.0,2432
239.0,9153.0,287.0,9153.0,4559
239.0,2824.0,86.0,2824.0,1065
80.0,7170.0,219.0,7170.0,2062
219.0,4686.0,144.0,4686.0,5168
259.0,1009.0,31.0,1009.0,5177
139.0,5172.0,157.0,5172.0,1492
219.0,2417.0,76.0,2417.0,1040
219.0,10925.0,336.0,10925.0,7422
179.0,5920.0,176.0,5920.0,3548
239.0,2344.0,74.0,2344.0,5427
179.0,5123.0,155.0,5123.0,7101
278.0,8083.0,252.0,8083.0,3598
299.0,808.0,24.0,808.0,6219
179.0,5872.0,174.0,5872.0,4744
179.0,3126.0,95.0,3126.0,7028
278.0,6054.0,179.0,6054.0,314
199.0,2516.0,78.0,2516.0,3060
179.0,4248.0,134.0,4248.0,2920
179.0,1728.0,54.0,1728.0,1335
219.0,5728.0,169.0,5728.0,6495
199.0,7349.0,225.0,7349.0,3560
299.0,2747.0,83.0,2747.0,1042
99.0,1052.0,31.0,1052.0,2648
99.0,9831.0,303.0,9831.0,3413
139.0,8680.0,275.0,8680.0,3453
458.0,4867.0,149.0,4867.0,7483
258.0,58.0,2.0,58.0,5376
219.0,771.0,23.0,771.0,1696
119.0,10804.0,333.0,10804.0,7257
80.0,6781.0,203.0,6781.0,7344
358.0,10465.0,319.0,10465.0,4667
80.0,3305.0,100.0,3305.0,4084
179.0,7410.0,226.0,7410.0,1643
119.0,7918.0,246.0,7918.0,5378
139.0,5064.0,154.0,5064.0,2371
119.0,4147.0,133.0,4147.0,2103
318.0,8055.0,250.0,8055.0,3331
199.0,8456.0,266.0,8456.0,3667
20.0,2142.0,68.0,2142.0,5512
159.0,2333.0,74.0,2333.0,377
139.0,8224.0,256.0,8224.0,5472
139.0,5252.0,159.0,5252.0,211
179.0,2901.0,88.0,2901.0,5758
99.0,1891.0,59.0,1891.0,2505
358.0,6000.0,178.0,6000.0,2073
179.0,78.0,3.0,78.0,3444
338.0,1635.0,50.0,1635.0,6281
159.0,6104.0,180.0,6104.0,6060
139.0,5996.0,178.0,5996.0,6109
139.0,6153.0,181.0,6153.0,1530
139.0,5867.0,174.0,5867.0,4065
219.0,2763.0,84.0,2763.0,1388
139.0,8623.0,274.0,8623.0,7205
517.0,6152.0,181.0,6152.0,693
139.0,9833.0,303.0,9833.0,1278
139.0,1535.0,46.0,1535.0,411
119.0,6627.0,197.0,6627.0,4051
99.0,9868.0,304.0,9868.0,1279
139.0,6251.0,184.0,6251.0,1795
119.0,9975.0,306.0,9975.0,4883
139.0,7785.0,240.0,7785.0,2409
119.0,9096.0,286.0,9096.0,1015
80.0,10619.0,326.0,10619.0,988
159.0,222.0,6.0,222.0,5454
298.0,8446.0,266.0,8446.0,3769
199.0,7314.0,224.0,7314.0,6354
139.0,6728.0,201.0,6728.0,6843
338.0,5408.0,163.0,5408.0,3464
20.0,2168.0,70.0,2168.0,2110
100.0,8481.0,267.0,8481.0,337
258.0,5935.0,176.0,5935.0,1362
218.0,9359.0,290.0,9359.0,4336
119.0,9049.0,284.0,9049.0,3417
139.0,1217.0,38.0,1217.0,5792
239.0,8565.0,271.0,8565.0,1265
80.0,6664.0,198.0,6664.0,7438
198.0,10191.0,310.0,10191.0,5778
278.0,7145.0,218.0,7145.0,1216
99.0,1701.0,52.0,1701.0,3068
99.0,7783.0,240.0,7783.0,4059
139.0,4415.0,136.0,4415.0,3439
99.0,3743.0,118.0,3743.0,6459
219.0,5071.0,154.0,5071.0,4223
99.0,7888.0,243.0,7888.0,6174
179.0,3481.0,107.0,3481.0,6905
119.0,4117.0,132.0,4117.0,216
219.0,5005.0,153.0,5005.0,1616
139.0,7937.0,246.0,7937.0,5642
119.0,6435.0,190.0,6435.0,4580
139.0,5398.0,163.0,5398.0,3761
99.0,10270.0,312.0,10270.0,2856
119.0,6177.0,182.0,6177.0,3632
180.0,2958.0,90.0,2958.0,6785
298.0,800.0,24.0,800.0,333
259.0,74.0,3.0,74.0,45
139.0,4244.0,134.0,4244.0,5501
219.0,866.0,26.0,866.0,4392
139.0,7108.0,216.0,7108.0,6184
139.0,5647.0,167.0,5647.0,5463
219.0,3001.0,91.0,3001.0,6347
179.0,2306.0,73.0,2306.0,6460
119.0,9177.0,287.0,9177.0,6597
239.0,366.0,11.0,366.0,1187
319.0,2742.0,83.0,2742.0,3889
159.0,8107.0,253.0,8107.0,114
139.0,10611.0,325.0,10611.0,1656
179.0,2878.0,87.0,2878.0,4700
179.0,3687.0,115.0,3687.0,3745
338.0,693.0,22.0,693.0,2489
258.0,7650.0,236.0,7650.0,4588
99.0,452.0,14.0,452.0,937
259.0,1856.0,58.0,1856.0,1346
298.0,618.0,20.0,618.0,6818
80.0,3889.0,125.0,3889.0,1964
239.0,2445.0,77.0,2445.0,1455
218.0,1806.0,57.0,1806.0,4078
159.0,553.0,18.0,553.0,6667
259.0,8765.0,277.0,8765.0,595
139.0,4505.0,139.0,4505.0,6156
239.0,7017.0,213.0,7017.0,3942
258.0,10522.0,321.0,10522.0,728
80.0,3423.0,104.0,3423.0,5223
80.0,10294.0,314.0,10294.0,5008
159.0,1768.0,55.0,1768.0,6222
99.0,6858.0,206.0,6858.0,53
139.0,1413.0,43.0,1413.0,2060
179.0,10192.0,310.0,10192.0,5671
239.0,9235.0,289.0,9235.0,854
99.0,6039.0,179.0,6039.0,2715
199.0,1104.0,33.0,1104.0,5572
219.0,6149.0,181.0,6149.0,7417
139.0,6455.0,191.0,6455.0,5552
99.0,139.0,5.0,139.0,7295
199.0,10519.0,321.0,10519.0,5017
139.0,3317.0,101.0,3317.0,5940
99.0,10493.0,321.0,10493.0,3452
239.0,1855.0,58.0,1855.0,123
278.0,4943.0,150.0,4943.0,7557
139.0,9856.0,304.0,9856.0,7337
835.0,8416.0,265.0,8416.0,942
179.0,1333.0,42.0,1333.0,2460
99.0,8478.0,267.0,8478.0,3630
119.0,10633.0,327.0,10633.0,1400
179.0,8492.0,268.0,8492.0,1892
139.0,10571.0,324.0,10571.0,1562
99.0,338.0,10.0,338.0,1252
100.0,10041.0,307.0,10041.0,4648
419.0,3017.0,92.0,3017.0,6954
159.0,9959.0,306.0,9959.0,2942
199.0,9958.0,306.0,9958.0,1226
80.0,3309.0,100.0,3309.0,1299
179.0,5356.0,161.0,5356.0,3874
139.0,10476.0,320.0,10476.0,4855
199.0,10069.0,308.0,10069.0,5925
120.0,2146.0,68.0,2146.0,6399
159.0,10296.0,314.0,10296.0,4939
179.0,7112.0,216.0,7112.0,7394
139.0,859.0,26.0,859.0,5434
99.0,4367.0,136.0,4367.0,4623
199.0,2387.0,75.0,2387.0,7432
179.0,4185.0,133.0,4185.0,2268
258.0,4816.0,148.0,4816.0,2501
278.0,6823.0,204.0,6823.0,2634
219.0,1489.0,44.0,1489.0,3100
258.0,1507.0,45.0,1507.0,3213
179.0,263.0,8.0,263.0,6303
219.0,6125.0,180.0,6125.0,6589
139.0,9499.0,293.0,9499.0,4159
159.0,5948.0,177.0,5948.0,5966
258.0,3964.0,127.0,3964.0,4943
279.0,2622.0,78.0,2622.0,324
258.0,7421.0,226.0,7421.0,4803
99.0,737.0,22.0,737.0,2910
99.0,7735.0,239.0,7735.0,5333
80.0,6342.0,187.0,6342.0,3652
1335.0,2221.0,71.0,2221.0,6603
99.0,7898.0,244.0,7898.0,5093
219.0,447.0,14.0,447.0,146
219.0,5379.0,162.0,5379.0,2191
258.0,1295.0,41.0,1295.0,7524
199.0,6042.0,179.0,6042.0,4916
80.0,7622.0,235.0,7622.0,5658
99.0,300.0,9.0,300.0,7049
179.0,6160.0,181.0,6160.0,1862
298.0,1185.0,37.0,1185.0,3572
139.0,10222.0,311.0,10222.0,6095
239.0,8539.0,270.0,8539.0,761
119.0,8707.0,276.0,8707.0,6316
99.0,10663.0,328.0,10663.0,5730
99.0,9484.0,293.0,9484.0,3304
139.0,28.0,1.0,28.0,2944
100.0,2083.0,66.0,2083.0,3158
99.0,7332.0,225.0,7332.0,4110
119.0,7762.0,239.0,7762.0,530
139.0,5417.0,163.0,5417.0,6706
139.0,187.0,5.0,187.0,4815
458.0,2612.0,78.0,2612.0,7497
100.0,3530.0,109.0,3530.0,6404
119.0,256.0,7.0,256.0,1663
179.0,749.0,22.0,749.0,2298
179.0,6374.0,188.0,6374.0,6518
100.0,753.0,22.0,753.0,6856
258.0,3900.0,125.0,3900.0,3337
179.0,1902.0,59.0,1902.0,4519
139.0,3081.0,93.0,3081.0,6857
498.0,2412.0,76.0,2412.0,2385
119.0,5333.0,161.0,5333.0,1255
